id,no,name,item_type,item_category_id,item_category_name,avg_cost,unit_price,unit,upc_no
31000,Umum-150,"A-Omni-0706-V1-01. Omni-Directional,Dual Band,Wi-Fi Antenna,2400-2500MHz,5000-6000MHz,5.5dBi,IP69K",INVENTORY,,,0,0.0,,
23650,Umum-123,"A-PUCK-0002-V2-01. 2-in-1 Transportation & IoT/M2M Antenna : 617-6000 MHz : 2X2 LTE ( MIMO ), 6dBi",INVENTORY,,,0,0.0,,
33601,Umum-176,"A-RIPL-0008-V1-01. Cross Polaries, Omni-Direction, 5G/LTE, 8x8 Multi-MIMO Marine & Coastal Antenna Array",INVENTORY,,,0,0.0,,
33650,Rocware-015,"A-RIPL-0008-V1-01. Cross Polaries, Omni-Direction, 5G/LTE, 8x8 Multi-MIMO Marine & Coastal Antenna Array",INVENTORY,,,0,0.0,,
34503,Poynting-001,"A-RIPL-0008-V1-01. Cross Polaries, Omni-Direction, 5G/LTE, 8x8 Multi-MIMO Marine & Coastal Antenna Array",INVENTORY,,,0,0.0,,
31550,Umum-155,"A-SWIRL-0008-V1-02. SWIRL Cross-Polarised, High Gain,Omnidirectiobal.5G/LTE ( 617-7200 MHz), CPE Antenna Solution",INVENTORY,,,0,0.0,,
32551,Umum-169,A-WLAN-0061-V1,INVENTORY,,,0,0.0,,
25850,Robustel-128,"A001800705,B018749,R3000-4L ( with GNSS,without Wifi ), E003204,E003031,S050008,S012005.",INVENTORY,,,0,0.0,,
25800,Robustel-127,"A004400707. B044748,R2110-4L ( with GNSS,without ACC,without POE-PD), without BLE. E003204,E003202,E003031,S051010,S012010",INVENTORY,,,0,0.0,,
6011,Robustel-001,A004700714. B048703. R1510-4L_EC25-AU.,INVENTORY,,,0,0.0,,
25750,Robustel-125,"A005600721. B056713,R1520-4L(V).E003217.E003031. S012010",INVENTORY,,,0,0.0,,
10900,Robustel-115,A007000707. B070714 R2011-A-4L-A24EU,INVENTORY,,,0,0.0,,
25801,Robustel-129,"A013700005.B137003,R1520LG-AC-4L-A35GL, E003220,E003192,E003203,E000630267",INVENTORY,,,0,0.0,,
36200,Rocware-017,A10W. Smart Conference Speakerphone,INVENTORY,,,0,0.0,,
22300,Robustel-124,A120007. EG5200-A5BAZ-4L-A06GL,INVENTORY,,,0,0.0,,
3571,ALTAI-Demo-022,A2 WiFi Access Point/ Bridge (SD.A2AC-2222-000),INVENTORY,,,0,0.0,,
1659,ALTAI-023,A2(ac) A2x(ac)mounting kit with cable ties and screws ( SP.MT-A201-00 ),INVENTORY,,,0,0.0,,
3551,ALTAI-Demo-002,A2C,INVENTORY,,,0,0.0,,
3572,ALTAI-Demo-023,A2C,INVENTORY,,,0,0.0,,
3693,ALTAI-Demo-144,A2ac/A2x Mounting Kit (SP.MT-A201-00),INVENTORY,,,0,0.0,,
3694,ALTAI-Demo-145,A2ac/A2x Mounting Kit (SP.MT-A201-00),INVENTORY,,,0,0.0,,
3588,ALTAI-Demo-039,A2e WiFi Access Point/Bridge (SD.A2AC-2223-000),INVENTORY,,,0,0.0,,
3561,ALTAI-Demo-012,A2e WiFi Access Point/Bridge (SD.A2AC-2223-000),INVENTORY,,,0,0.0,,
3586,ALTAI-Demo-037,A2e WiFi Access Point/Bridge (SD.A2AC-2223-000),INVENTORY,,,0,0.0,,
3587,ALTAI-Demo-038,A2e WiFi Access Point/Bridge (SD.A2AC-2223-000),INVENTORY,,,0,0.0,,
3669,ALTAI-Demo-120,A2x WiFi Access Point/Bridge (SD.A2AC-2224-000),INVENTORY,,,0,0.0,,
3648,ALTAI-Demo-099,A2x WiFi Access Point/Bridge (SD.A2AC-2224-000),INVENTORY,,,0,0.0,,
3647,ALTAI-Demo-098,A2x WiFi Access Point/Bridge (SD.A2AC-2224-000),INVENTORY,,,0,0.0,,
3668,ALTAI-Demo-119,A2x WiFi Access Point/Bridge (SD.A2AC-2224-000),INVENTORY,,,0,0.0,,
1456,ALTAI-010,A2xWifi access point/bridge/repeater/CPE ( Model : AP5822 ) (SD.AX600-2244-000),INVENTORY,,,0,0.0,,
6950,Umum-046,"A3 Veriton Z4 AIO - Core i7 (VZ4/0033 ) . (GBB) Veriton Z4, AIO Core i7-12700,16GB DDR4,1TB SSD, 23.8 Display, W11Home; LAN, WIFI,DVDRW, USB mouse & keyboard , Garansi 3/3/0 (P/L/O)",INVENTORY,,,0,0.0,,
3556,ALTAI-Demo-007,A3-Ei Dual-band 3x3 802.11ac WiFi AP (SD.A3-EH00-00),INVENTORY,,,0,0.0,,
3560,ALTAI-Demo-011,A3-Ei Dual-band 3x3 802.11ac WiFi AP (SD.A3-EH00-00),INVENTORY,,,0,0.0,,
7650,ALTAI-030,A3-Ei Dual-band 3x3 802.11ac Wifi AP ( SD.A3-EH00-00 ),INVENTORY,,,0,0.0,,
3697,ALTAI-Demo-148,A3-Ei Mounting Kit (SP.MT-A301-00),INVENTORY,,,0,0.0,,
3696,ALTAI-Demo-147,A3-Ei Mounting Kit (SP.MT-A301-00),INVENTORY,,,0,0.0,,
1412,ALTAI-022,A3Ei mounting kit with cable ties and screws,INVENTORY,,,0,0.0,,
3570,ALTAI-Demo-021,A3c Indoor Dual-band 3x3 802.11ac WiFi AP (SD.A3-C000-00),INVENTORY,,,0,0.0,,
3559,ALTAI-Demo-010,A3c Indoor Dual-band 3x3 802.11ac WiFi AP (SD.A3-C000-00),INVENTORY,,,0,0.0,,
3552,ALTAI-Demo-003,A3w Indoor Dual-band 3x3 802.11ac WiFi AP (SD.A3-W000-00),INVENTORY,,,0,0.0,,
32500,ALTAI-041,A660-S Outdoor Tri-Radio Wi-fi 6 Mesh AP w/Dual Integrated Sector Ant.and N-Connectors ( Demob unit ) ( DM.A660-5344-000),INVENTORY,,,0,0.0,,
32550,ALTAI-042,A660-X Outdoor Tri-Radio Wi-fi 6 Mesh AP w/N-Connectors ( Demo unit ) ( DM.A660-5341-000),INVENTORY,,,0,0.0,,
3568,ALTAI-Demo-019,A8-Ein (ac) Super WiFi Base Station (SD.A8-EHNAC-00),INVENTORY,,,0,0.0,,
32450,ALTAI-039,A8-Ein(ac) Super Wifi Base Station ( SD.A8-NAC0-00),INVENTORY,,,0,0.0,,
3643,ALTAI-Demo-094,A8in (ac) Super WiFi Base Station (SD.A8-HNAC-00),INVENTORY,,,0,0.0,,
1658,ALTAI-021,A8in(ac) base station mounting kit with screws,INVENTORY,,,0,0.0,,
3573,ALTAI-Demo-024,A8n (ac) Super WiFi Base Station (SD.A8-NAC0-00),INVENTORY,,,0,0.0,,
3695,ALTAI-Demo-146,A8n Mounting Kit (SP.MT-8NB1-00),INVENTORY,,,0,0.0,,
4206,One-005,AAA-SFG-KS-247. One Identity Safeguard Password Appliance 3000 Bundle 24x7 Maintenance Renewal Pack. Start Date : 14/11/2023 - 13/11/2024,INVENTORY,,,0,0.0,,
22704,One-016,AAA-SFG-KS-247. One Identity Safeguard Passwords Appliance 3000 Bundle 24x7 Maintenance Renewal Pack.,NON_INVENTORY,,,0,0.0,,
19151,Umum-101,AC Split Daikin 2Pk Std Malaysia - STV50CXV14,INVENTORY,,,0,0.0,,
27150,Umum-132,AC Split GREE 2Pk,INVENTORY,,,0,0.0,,
3950,Quantum - 002,"AC-LLBLC-020.LTO DATA CARTRIDGES LABEL , CUSTOM SEQUENCE , 20 PCS",INVENTORY,,,0,0.0,,
13302,Quantum - 026,AC-PPKG Premium Package Installation & Professional Services Includes the following services,INVENTORY,,,0,0.0,,
8404,Quest-040,ADI-APX-TK. APEXSOL  Operation Toolkit For Sql Server Per Instance Term License/Maint Pack .,INVENTORY,,,0,0.0,,
13103,Quest-052,ADM-APX-TK APEXSQL OPERATIONS PLUS TOOLKIT FOR SQL SERVER PER INSTANCE TERM LICENSE/MAINT PACK Start Date: 29/5/2024 End Date: 28/5/2025,INVENTORY,,,0,0.0,,
436,H3C1-001,ADP040-54V-GL,INVENTORY,,,0,0.0,,
4306,SonicWall-041,ADVANCED PROTECTION SERVICE SUITE FOR NSA 4700 1YR,INVENTORY,,,0,0.0,,
3902,Quantum - 004,"ALP-CULB-01. CLEANING CARTRIDGE BARCODE LABELS, LTO ULTRIUM , CUSTOMISED SERIES, HORIZONTAL FORMAT CU MEDIA ID",INVENTORY,,,0,0.0,,
17200,Quest-065,AMF-MLX-PB-247. Archive Manager For Files Per Managed TB License/24x7 Maint.,INVENTORY,,,0,0.0,,
17553,Quest-066,AMF-MLX-PS-247. Archive Manager For Files Per Managed TB 24X7 Maintenance Renewal,INVENTORY,,,0,0.0,,
29502,Firemon-006,ANN-SPFM-ASM-SILVER. Annual subscription software license and support ( Silver ) for FireMon Application Server Software. Hardware is not included. ASM supports CentrOS and installation on any SPX family appliance.,NON_INVENTORY,,,0,0.0,,
29550,Firemon-007,ANN-SPFM-SMLO-SILVER. Annual subscription software license and support ( Silver ) to monitor any system utilizing a supported security application Includes OSM License.,NON_INVENTORY,,,0,0.0,,
17051,EnGenius-004,"AP-1YR-LIC. EnGenius Cloud PRO license for Access Point, 1-year subscription",INVENTORY,,,0,0.0,,
7204,Umum-025,APC UPS BX2200 Lims Garansi 3 tahun,INVENTORY,,,0,0.0,,
4205,Umum-010,"AS-VAS Delivery, Training, Installation",INVENTORY,,,0,0.0,,
4602,Umum-019,AS-VAS. As Value Added services Aliansi Sakti value added services,INVENTORY,,,0,0.0,,
27202,Umum-139,ASUS/NOTEBOOK/G814JV-I746C6G-OM/I7-13650.ROG STRIX - G RTX4060 i7-13650HX/16GB/1TB SSD/RTX4060 8GB TGP 140W/18.0 NEBULA QHD 240HZ/Windows 11 Home/OHS + M365/2Y Global (1st Year VIP) Gray/Bag/Mouse.,INVENTORY,,,0,0.0,,
33350,Umum-174,AX-M300NL,INVENTORY,,,0,0.0,,
33300,Umum-173,AX-M409S. Resource Management Platform v1.0,INVENTORY,,,0,0.0,,
15150,Dahua-004,AX15M,INVENTORY,,,0,0.0,,
15300,Dahua-011,AX30,INVENTORY,,,0,0.0,,
3550,ALTAI-Demo-001,AX500-T Outdoor 2x2 802.11ac Wave 2 AP (SD.AX500-2232-000),INVENTORY,,,0,0.0,,
3554,ALTAI-Demo-005,AX500-T Outdoor 2x2 802.11ac Wave 2 AP (SD.AX500-2232-000),INVENTORY,,,0,0.0,,
3553,ALTAI-Demo-004,AX500-T Outdoor 2x2 802.11ac Wave 2 AP (SD.AX500-2232-000),INVENTORY,,,0,0.0,,
32751,ALTAI-008-1,AX600-S Outdoor 2x2 Wi-Fi 6 AP w/integrated 15dBi sector Antenna ( Model No : AX600-S ),INVENTORY,,,0,0.0,,
24652,ALTAI-038,AX600-X Outdoor 2x2 Wi-fi 6 AP. AX600-X Outdoor 2x2 Wi-Fi 6 AP ( Model No : AX600-X) ( Demo Unit Not for Rasale ),INVENTORY,,,0,0.0,,
1657,ALTAI-008,AX600-X-Outdoor 2x2 wifi 6 AP w/N-connector (SD.AX600-2244-000),INVENTORY,,,0,0.0,,
3685,ALTAI-Demo-136,AX600-x outdoor,INVENTORY,,,0,0.0,,
13652,GIGA-032,Acc : 4U Immersion Tank,INVENTORY,,,0,0.0,,
9600,Umum-063,Acer NB Swift Go SFG14-71T-77AS i7-13700H/14/WUXGA/100%RGB Touchscreen/SSD 1TB/16GB/FP/BL/W11H OHS21/Silver,INVENTORY,,,0,0.0,,
1100,SATA-001,Add On SSD,INVENTORY,,,0,0.0,,
1150,SATA-002,Add On SSD Cache,INVENTORY,,,0,0.0,,
10251,Umum-069,Air Freight Charges & Tax,INVENTORY,,,0,0.0,,
3857,Cloud-001,Alibaba Cloud Service,SERVICE,,,0,0.0,,
7500,Alicloud - 001,Alicloud,SERVICE,,,0,0.0,,
4052,Alicloud - 001 (jangan dipakai),Alicloud (jangan dipakai lagi),INVENTORY,,,0,0.0,,
7150,ALTAI-027,AltaiCare Annual Subscription for A3-Ei or AX500 Series ( 2920 credits ) ( SD.CA-CL00-01 ).,INVENTORY,,,0,0.0,,
32700,ALTAI-045,AltaiCare Mini WLAN Controller AltaiCare Mini WLAN Controller ( Model No : AC100) ( SD.AC-0100-00),INVENTORY,,,0,0.0,,
8405,Umum-048,Antivirus,INVENTORY,,,0,0.0,,
16700,TPLK-177,Archer AX12,INVENTORY,,,0,0.0,,
37901,TPLK-250,Archer AX23,INVENTORY,,,0,0.0,,
32704,TPLK-246,Archer AX53,INVENTORY,,,0,0.0,,
29752,TPLK-239-1,Archer AX72,INVENTORY,,,0,0.0,,
21100,TPLK-239,Archer AX73,INVENTORY,,,0,0.0,,
3200,TPLK-066,Archer C54,INVENTORY,,,0,0.0,,
3250,TPLK-067,Archer C64,INVENTORY,,,0,0.0,,
33600,TPLK-247,Archer C80,INVENTORY,,,0,0.0,,
34551,TPLK-248,Archer MR400,INVENTORY,,,0,0.0,,
32701,TPLK-240-1,Archer T3U Nano,INVENTORY,,,0,0.0,,
30201,TPLK-245,Archer T4U,INVENTORY,,,0,0.0,,
18700,TPLK-202,Archer TX3000E,INVENTORY,,,0,0.0,,
14603,Robustel-119,"B018739 . R3000-4L. Accessories : 4G Celllular Magnetic Antenna *2, Wifi Dual-Band Magnetic Antenna *1, GNSS Magnetic Antenna *1, EU plug,input 100 to 240VAC,output 12VDC,1.0A,3pin 5mm terminal block with lock *1",INVENTORY,,,0,0.0,,
8700,Robustel-008,B044739 R2110-4L,INVENTORY,,,0,0.0,,
8801,Robustel-112,B044744 R2110-4L,INVENTORY,,,0,0.0,,
28907,Robustel-130,"B044755. B044755,R2110 4L,CAT6. E003204 Celular Magnetic antenna *2. E003202 Wifi Dual-band Magnetic Antenna*2. S051010 Wall mounting kit. S012010 Power Supply EU plug input 100 to 240VAC,output 12VDC, 1.5A",INVENTORY,,,0,0.0,,
10751,Robustel-116,B056713 R1520-4L (V),INVENTORY,,,0,0.0,,
8600,Robustel-005,B061718 R1511P-4L-A03AU-B (RS485),INVENTORY,,,0,0.0,,
14454,Robustel-121,"B092703. LG5100-CAB-4L-A06GL. Accessories : 4G Cellular Magnetic Antenna *2,WiFi Dual-band Magnetic Antenna *1 , Lora Magnetic Antenna *1, EU plug, input 100 to 240VAC, output 12VDC, 1.5A,4pin Micro-fit *1",INVENTORY,,,0,0.0,,
14551,Robustel-120,"B120008. MG460-A5BAZ-4L-A06GL. Accessories : 4G Cellular Magnetic Antenna *2, WiFi Dual-band Magnetic Antenna *2,  GNSS Magnetic Antenna *1, EU plug, input 100 to 240VAC, output 24VDC, 2.0A,2pin 3.5mm terminal block with lock *1",INVENTORY,,,0,0.0,,
10650,One-011,BAB-BAL-KS-247 ONE IDENTITY SAFEGUARD SESSIONS APPLIANCE 3000 BUNDLE 24X7 MAINTENANCE RENEWAL PACK Start Date: 16/2/2024 End Date: 15/2/2025,INVENTORY,,,0,0.0,,
4260,One-004,BAB-BAL-KS-247. One Identity Safeguard Session Appliance 3000 Bundle 24x7 Maintenance Renewal Pack . Start Date : 14/11/2023 - 13/11/2024,INVENTORY,,,0,0.0,,
22703,One-015,BAB-BAL-KS-247. One Identity Safeguard Session Appliance 3000 Bundle 24x7 Maintenance Renewal Pack.,NON_INVENTORY,,,0,0.0,,
1514,Quest-001,"BAC-SPO-SAAS-247 (1), SPOTLIGHT CLOUD FOR SQL SERVER PROFESSIONAL FIELD PER MONITORED INSTANCE 24X7 SAAS",INVENTORY,,,0,0.0,,
1556,Quest-002,"BAC-SPO-SAAS-247 (2), SPOTLIGHT CLOUD FOR SQL SERVER PROFESSIONAL FIELD PER MONITORED INSTANCE 24X7 SAAS",INVENTORY,,,0,0.0,,
22451,One-009-1,BAO-BAL-PS-247. One Identity Safeguard Session Virtual Appliance 24x7 Maintenance Renewal.,NON_INVENTORY,,,0,0.0,,
6500,One-009,BAO-BAL-PS-247. One Identity Safeguard Session Virtual Appliance 24x7 Maintenance Renewal. Start date : 1/2/2024 - 31/1/2025,INVENTORY,,,0,0.0,,
18100,One - 015,BAO-BAL-TB-247. One Identity Safeguard Session Virtual Appliance 24x7 Term License/Maint,INVENTORY,,,0,0.0,,
22550,One-008-1,BAS-BAL-PS-247. One Identity Safeguard Password Virtual Appliance 24x7 Maintenance Renewal.,NON_INVENTORY,,,0,0.0,,
6450,One-008,BAS-BAL-PS-247. One Identity Safeguard Password Virtual Appliance 24x7 Maintenance Renewal. Start date : 1/2/2024 - 31/1/2025,INVENTORY,,,0,0.0,,
18050,One - 014,BAS-BAL-TB-247. One Identity Safeguard Password Virtual Appliance 24x7 Term License/Maint,INVENTORY,,,0,0.0,,
24800,Quest-098,BBS-SCL-SAAS-247. Secure Copy W/PK Per Enabled User ACCT 24x7 SAAS Subscription,INVENTORY,,,0,0.0,,
26650,Quest-112,BDO-BMF-PB. Benchmark Factory For Databases Oracle Edition W/Toad Dev Pack Per Seat License/Maint,INVENTORY,,,0,0.0,,
21450,Rocware-003,BY40. Wireless Dongle for BYOM,INVENTORY,,,0,0.0,,
10350,One-010,BYA-BAL-PS-247 ONE IDENTITY SYSLOG-NG PREMIUM EDITION SERVER PER LSH 24X7 MAINTENANCE RENEWAL Start Date: 1/5/2024 End Date: 30/4/2025,INVENTORY,,,0,0.0,,
22401,One-012-1,BZE-BAL-KS-247 ONE IDENTITY SAFEGUARD PRIVILEGED SECURITY BUNDLE PER SYSTEM 24X7 MAINTENANCE RENEWAL PACK .,NON_INVENTORY,,,0,0.0,,
10700,One-012,BZE-BAL-KS-247 ONE IDENTITY SAFEGUARD PRIVILEGED SECURITY BUNDLE PER SYSTEM 24X7 MAINTENANCE RENEWAL PACK Start Date: 16/2/2024 End Date: 15/2/2025,INVENTORY,,,0,0.0,,
6400,One-007,BZE-BAL-KS-247. One Identity Safeguard Privilaged Security Bundle Per Sytem 24x7 Maintenance Renewal Pack. Start date : 1/2/2024 - 31/1/2025,INVENTORY,,,0,0.0,,
23001,One-017,BZE-BAL-KS-247. One Identity Safeguard Privileged Security Bundle Per System 24x7 Maintenance Renewal Pack.,NON_INVENTORY,,,0,0.0,,
4207,One-006,BZE-BAL-KS-247. One Identity Safeguard Privileged Security Bundle Per System 24x7 Maintenance Renewal Pack. Start Date : 14/11/2023 - 13/11/2024,INVENTORY,,,0,0.0,,
35500,One-018,BZE-BAL-PK-247. One Identity Safeguard Privileged Security Bundle Per System License 24x7 Main Pack,INVENTORY,,,0,0.0,,
18000,One - 013,BZI-BAL-TK-247. One Identity Safeguard Privileged Security Bundle Per IDM User 24x7 Term License/Maint Pack,INVENTORY,,,0,0.0,,
31561,Umum-163,Bandwidth Access,NON_INVENTORY,,,0,0.0,,
13300,Umum-081,Baut,NON_INVENTORY,,,0,0.0,,
3558,ALTAI-Demo-009,Bracket Outdoor 55VDC AC/DC PoE Injector with Lightning Protection Package,INVENTORY,,,0,0.0,,
3565,ALTAI-Demo-016,Bracket Outdoor 55VDC AC/DC PoE Injector with Lightning Protection Package,INVENTORY,,,0,0.0,,
3563,ALTAI-Demo-014,Bracket Outdoor 55VDC AC/DC PoE Injector with Lightning Protection Package,INVENTORY,,,0,0.0,,
22352,iBoard-005,Bracket for Digital Board 2 Pairs,INVENTORY,,,0,0.0,,
3601,ALTAI-Demo-052,C1n Super WiFi CPE/ AP (EU) (NS.C1-N000-EU),INVENTORY,,,0,0.0,,
3604,ALTAI-Demo-055,C1n Super WiFi CPE/ AP (EU) (NS.C1-N000-EU),INVENTORY,,,0,0.0,,
3603,ALTAI-Demo-054,C1xn Super WiFi CPE/ AP (EU) (SD.C1-XN00-EU),INVENTORY,,,0,0.0,,
3602,ALTAI-Demo-053,C1xn Super WiFi CPE/ AP (EU) (SD.C1-XN00-EU),INVENTORY,,,0,0.0,,
3599,ALTAI-Demo-050,C2s Super WiFi CPE/ AP (EU) (SD.C2-2221-0EU),INVENTORY,,,0,0.0,,
3600,ALTAI-Demo-051,C2s Super WiFi CPE/ AP (EU) (SD.C2-2221-0EU),INVENTORY,,,0,0.0,,
3801,Umum-002,"CAS8630. All-in one conference IFP, IR Touch , 48MP camera , 8 beamfoming microphone array , 2.1 channel , anti - bacterial glass & pen & power key.",INVENTORY,,,0,0.0,,
7050,Robustel-003,CLOUD MONITORING RCMS ADVANCE FEATURE (12 CREDIT),NON_INVENTORY,,,0,0.0,,
4253,Umum-011,CM20 6-array microphone，Pickup radius ≥5m，Sign al-to-noise  ratio ≥ 65dB，POE,INVENTORY,,,0,0.0,,
18052,RSMB-287,CM85-4XS2CQ,INVENTORY,,,0,0.0,,
1650,GIGA-003,COMPONENTS : CPU AMD EPY GENOA 9254 24C/48T 2.90GHz,INVENTORY,,,0,0.0,,
1505,GIGA-006,COMPONENTS : GPU NVIDIA L4 PCIe 24GB 70W,INVENTORY,,,0,0.0,,
1551,GIGA-004,COMPONENTS : RAM 16GB DDR5-4800 RDIMM,INVENTORY,,,0,0.0,,
1504,GIGA-005,"COMPONENTS : SSD 960GB 2.5"" NVME / SAMSUNG PM9A3",INVENTORY,,,0,0.0,,
4204,Umum-009,"CP205 Redording Host 15.6"" FHD Screen，2GB RAM，1TB SATA， ARM dual-core CPU，Linux System，1080P image output",INVENTORY,,,0,0.0,,
16850,TPLK-178,CPE210,INVENTORY,,,0,0.0,,
26200,Omada-091,CPE210,INVENTORY,,,0,0.0,,
270,TPLK-001,CPE220(UN),INVENTORY,,,0,0.0,,
269,TPLK-002,CPE510(UN),INVENTORY,,,0,0.0,,
20602,TPLK-225,CPE610,INVENTORY,,,0,0.0,,
31001,Omada-134,CPE710,INVENTORY,,,0,0.0,,
1502,Sangfor-006,"CPU 2*Intel Xeon Gold 5318Y 2.1GHz, 24C/48T, 128G (32G*4) Memory, 12*3.5in disk slots, 2*240G OS disks (Configured with RAID1), 4*GE+2*10GE, no cache disk or data disk",INVENTORY,,,0,0.0,,
34205,Umum-197,CTG-T35-12UMR. Immersion cooling Tank Modular dan Redundant system,INVENTORY,,,0,0.0,,
1608,ALTAI-009,CX200 Outdoor 2x2 802 11ac wave 2 AP ( Model : CX200 ) (SD.AX600-2244-000),INVENTORY,,,0,0.0,,
3683,ALTAI-Demo-134,CX200 outdoor,INVENTORY,,,0,0.0,,
3682,ALTAI-Demo-133,CX200 outdoor,INVENTORY,,,0,0.0,,
9103,Umum-060,Cabel Volex (Cable AC/Power CPU 10-16A 250V),INVENTORY,,,0,0.0,,
9250,Umum-055,Canon EOS R100 Mirrorless Camera with 18-45mm Lens,INVENTORY,,,0,0.0,,
9101,Umum-056,Canon EOS R6 Mark II Mirrorless Camera with 24-105mm f4-7.1 IS STM Lens,INVENTORY,,,0,0.0,,
11400,Umum-070,Canon print head Type CH71R,INVENTORY,,,0,0.0,,
2352,Umum-001,Checkmarx 2nd Year Subscription,INVENTORY,,,0,0.0,,
2752,Checkmarx-001,Checkmarx 2nd year subscription,SERVICE,,,0,0.0,,
30701,Checkmarx-004,Checkmarx 3rd year subscription,NON_INVENTORY,,,0,0.0,,
14604,Checkmarx-003,Checkmarx 3rd year subscription,INVENTORY,,,0,0.0,,
5050,Checkmarx-002,Checkmarx Recovery Professional Service,SERVICE,,,0,0.0,,
27300,Umum-137,Cloud Core Router 2004-16G-2S+ with RouterOS L6,INVENTORY,,,0,0.0,,
28154,Cloud-002,Cloud Monitoring BBC Sangfor JNE,SERVICE,,,0,0.0,,
4300,Cloud-002 (Non-aktif),Cloud Monitoring BBC Sangfor JNE,SERVICE,,,0,0.0,,
14200,GIGA-034,Components : CPU AMD 7413,INVENTORY,,,0,0.0,,
11150,GIGA-014,Components : CPU Ampere Altra Q80-30,INVENTORY,,,0,0.0,,
14201,GIGA-038,Components : GPU NVIDIA A10,INVENTORY,,,0,0.0,,
14300,GIGA-039,Components : NIC CLN4222,INVENTORY,,,0,0.0,,
11251,GIGA-017,Components : NIC CLN4B20,INVENTORY,,,0,0.0,,
14102,GIGA-037,Components : RAIDCARD MEGARAID 9560-16i,INVENTORY,,,0,0.0,,
14101,GIGA-035,Components : RAM 32GB DDR4 3200MHz ECC RDIMM,INVENTORY,,,0,0.0,,
11002,GIGA-015,Components : RAM 64GB DDR4 3200MHz ECC RDIMM,INVENTORY,,,0,0.0,,
11250,GIGA-016,Components : SSD 960GB M.2 PM9A3,INVENTORY,,,0,0.0,,
14250,GIGA-036,Components : SSD SATA 1920GB SA50P,INVENTORY,,,0,0.0,,
11853,GIGA-019,Components Per Node : CPU AMD EPYC 9334,INVENTORY,,,0,0.0,,
11804,GIGA-024,Components Per Node : NIC CLNCD42,INVENTORY,,,0,0.0,,
11703,GIGA-023,Components Per Node : RAIDCARD CRA4960,INVENTORY,,,0,0.0,,
11854,GIGA-020,Components Per Node : RAM 32GB DDR5 4800MHz PC5-4800 ECC RDIMM,INVENTORY,,,0,0.0,,
11803,GIGA-022,Components Per Node : SSD 1920GB SATA PM893,INVENTORY,,,0,0.0,,
11702,GIGA-021,Components Per Node : SSD 480GB SATA PM893,INVENTORY,,,0,0.0,,
12450,Umum-074,Contribution From PT. Wahana Piranti Teknologi,NON_INVENTORY,,,0,0.0,,
34452,Umum-202,Coolegg CE TR610VWM. Bracket push out front access Maintenance.,INVENTORY,,,0,0.0,,
30702,SonicWall-124,Corrective Maintenance,SERVICE,,,0,0.0,,
31500,Umum-154,Corrective Maintenance ( On Remote ),SERVICE,,,0,0.0,,
34153,Umum-194,Corrective Maintenance Junior,NON_INVENTORY,,,0,0.0,,
34351,Umum-195,Corrective Maintenance Senior,NON_INVENTORY,,,0,0.0,,
34701,Umum-201,"Custom. Kerangka Wall Display dan Backdrop 8x2 55""",INVENTORY,,,0,0.0,,
14451,Umum-089,Cx-ConcurrentScans-Subscription,NON_INVENTORY,,,0,0.0,,
34251,Umum-189,Cx-Integration-Subscription,NON_INVENTORY,,,0,0.0,,
14503,Umum-088,Cx-SDLC-Projects-Subscription,NON_INVENTORY,,,0,0.0,,
34103,Umum-191,CxSCA,NON_INVENTORY,,,0,0.0,,
30850,Umum-149,D'Crypt SCA-LEX ( Incl 1 year warranty ),NON_INVENTORY,,,0,0.0,,
23100,Umum-121,D'Crypt. SCA-LE Hardware-Per Unit ( 12 months warranty ),INVENTORY,,,0,0.0,,
32953,Umum-164,D35-35-1x800. Dry cooler unit Set,INVENTORY,,,0,0.0,,
16551,Kronicles-011,"D4436X000000DA-01. Dual InLX2 CNTRL,iSCSI SFP+, 2U12, AC PSU",INVENTORY,,,0,0.0,,
25953,Kronicles-018,"D4436X000000DA-02. Dual InLX2 CNTRL,iSCSI SFP+, 2U12, AC PSU",INVENTORY,,,0,0.0,,
18452,Kronicles-001,"D4736X000000DA-01 . Dual InLX2,CNTRL,FC,2U12,AC,PSU",INVENTORY,,,0,0.0,,
2850,Kronicles-001 (non aktif),"D4736X000000DA-01 . Dual InLX2,CNTRL,FC,2U12,AC,PSU",INVENTORY,,,0,0.0,,
9102,Umum-057,DADF-AY2,INVENTORY,,,0,0.0,,
3569,ALTAI-Demo-020,DAS WIF AP,INVENTORY,,,0,0.0,,
9901,Quest-042,DB2-TOD-PB TOAD FOR DB2 LUW BASE EDITION PER SEAT LICENSE/MAINT,INVENTORY,,,0,0.0,,
12750,Quest-049,DBD-TOD-KS TOAD FOR ORACLE DBA RAC EDITION PER SEAT MAINTENANCE RENEWAL PACK .,INVENTORY,,,0,0.0,,
14050,Quest-054,DBF-TOD-KS TOAD FOR ORACLE DBA EDITION PER SEAT MAINTENANCE RENEWAL PACK .,INVENTORY,,,0,0.0,,
5700,Quest-010,DBF-TOD-PK. Toad For Oracle DBA Edition Per Seat License/Maint Pack.,INVENTORY,,,0,0.0,,
12051,Quest-048,DBF-TOD-TK TOAD FOR ORACLE DBA EDITION PER SEAT TERM LICENSE/MAINT PACK .,INVENTORY,,,0,0.0,,
28853,Huawei-069,DCS Virtualization Suite,INVENTORY,,,0,0.0,,
