customer_id,last_purchase_date,first_purchase_date,transaction_count,total_orders,monetary,total_items_purchased,customer_name,recency_days,frequency,avg_order_value,customer_age_days,r_score,f_score,m_score,rfm_score,rfm_score_numeric,segment,recommended_action,segment_priority
15201,2025-02-06 00:00:00,2025-02-06 00:00:00,2,4,27937106.0,14,PT. Anugrah Pratama Informatika,308,4,6984276.5,0,3,4,3,343,10,Loyal Customers,Upsell higher value products. Engage them.,9.0
15300,,,0,1,1868000.0,4,Agusman,9999,1,1868000.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
15350,,,0,2,558000000.0,600,PT. Bangun Prima Indonesia,9999,2,279000000.0,0,2,3,5,235,10,At Risk,Send personalized emails. Offer renewals and helpful products.,7.0
15400,2025-10-09 00:00:00,2024-01-11 00:00:00,2,4,10032000.0,15,PT. Buana Logika Utama,63,4,2508000.0,637,5,4,2,542,11,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
15450,2024-07-11 00:00:00,2024-07-11 00:00:00,5,2,96019000.0,280,PT. Gracia Santo Indonesia,518,2,48009500.0,0,3,3,4,334,10,Loyal Customers,Upsell higher value products. Engage them.,9.0
1550,,,0,2,47812000.0,12,PT. Mitra Sistematika Global,9999,2,23906000.0,0,2,3,3,233,8,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
15500,,,0,2,12209532.0,14,PT. Diskon Notebook Indonesia,9999,2,6104766.0,0,2,3,2,232,7,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
15550,2024-01-11 00:00:00,2024-01-11 00:00:00,1,1,2300000.0,2,PT. Invensi Kreatif Indonesia,700,1,2300000.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
15552,,,0,1,1372000.0,4,PT. Jenco Mulia Teknologi,9999,1,1372000.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
15553,2025-09-10 00:00:00,2024-09-12 00:00:00,10,7,758385621.0,1252,PT. Teknologi Mandiri Integritas,92,7,108340803.0,363,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
15601,2025-11-07 00:00:00,2025-06-10 00:00:00,4,5,10555972.97,11,CV. Cahaya Mustika,34,5,2111194.594,150,5,4,2,542,11,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
15651,2025-04-03 00:00:00,2025-04-03 00:00:00,1,3,13449000.0,28,PT. Petra Abadi Intergrasi,252,3,4483000.0,0,4,4,2,442,10,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
15750,,,0,1,7100000.0,100,PT. Agaf Global Kreasindo,9999,1,7100000.0,0,2,1,2,212,5,About To Sleep,Share valuable resources. Recommend popular products.,2.0
15800,2024-12-11 00:00:00,2024-12-11 00:00:00,2,1,1070270.0,4,PT. Maedtra Technology Partner,365,1,1070270.0,0,3,1,1,311,5,Promising,Create brand awareness. Offer free trials.,3.0
15850,,,0,1,5128000.0,1,PT. Uwais Borneo Group,9999,1,5128000.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
15950,,,0,1,8613070.0,4,PT. Abadi Wijaya Teknologi,9999,1,8613070.0,0,2,1,2,212,5,About To Sleep,Share valuable resources. Recommend popular products.,2.0
1600,2025-04-02 00:00:00,2024-02-02 00:00:00,13,13,355474320.0,626,PT. Forit Asta Solusindo,253,13,27344178.46153846,425,4,5,5,455,14,Champions,Reward them. Can be early adopters for new products.,10.0
16000,,,0,2,8789000.0,7,PT. Xbook Informatika Perkasa,9999,2,4394500.0,0,2,3,2,232,7,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
16050,2025-06-05 00:00:00,2025-06-05 00:00:00,1,3,812000000.0,1800,PT. Usaha Gedung Mandiri,189,3,270666666.6666667,0,4,4,5,445,13,Champions,Reward them. Can be early adopters for new products.,10.0
16100,,,0,1,1024000.0,4,PT. Tridaya Piranti Infranet,9999,1,1024000.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
16150,,,0,2,28543000.0,59,Ivan,9999,2,14271500.0,0,2,3,3,233,8,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
16151,,,0,1,344335290.7142857,9,PT. Snet Indonesia,9999,1,344335290.7142857,0,2,1,5,215,8,Other,,
16200,2025-09-10 00:00:00,2025-09-10 00:00:00,6,3,47029000.0,41,PT. Harsono Properti Indonesia,92,3,15676333.33333333,0,5,4,3,543,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
16250,,,0,3,29475000.0,17,PT. Netmarks Indonesia,9999,3,9825000.0,0,2,4,3,243,9,At Risk,Send personalized emails. Offer renewals and helpful products.,7.0
16251,,,0,1,28250000.0,7,CV. Harsa Kusuma,9999,1,28250000.0,0,2,1,3,213,6,Other,,
16252,2024-06-12 00:00:00,2024-06-12 00:00:00,1,1,25350000.0,15,PT. Divercel Teknologi Corp,547,1,25350000.0,0,3,1,3,313,7,Other,,
16300,,,0,1,878000.0,1,PT. Usaha Adi Sanggoro,9999,1,878000.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
16350,,,0,1,2685000.0,1,Sugeng Fitriono,9999,1,2685000.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
16351,2024-02-12 00:00:00,2024-02-12 00:00:00,1,1,11700000.0,6,PT. Atharva Telematika Persada,668,1,11700000.0,0,3,1,2,312,6,Promising,Create brand awareness. Offer free trials.,3.0
16400,2025-10-06 00:00:00,2025-10-06 00:00:00,1,4,12888000.0,6,PT. Prime Teknologi Solusi,66,4,3222000.0,0,5,4,2,542,11,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
16500,2024-04-12 00:00:00,2024-04-12 00:00:00,1,1,1756756.8,2,PT. Mitsindo Visual Pratama,608,1,1756756.8,0,3,1,1,311,5,Promising,Create brand awareness. Offer free trials.,3.0
16600,2025-03-02 00:00:00,2025-03-02 00:00:00,3,1,132482548.0,11,PT. Indokomtek Persada Integrasi,284,1,132482548.0,0,3,1,4,314,8,Other,,
16650,2025-02-12 00:00:00,2025-02-12 00:00:00,1,2,71611539.0,34,PT. Asia Megantara Sejati,302,2,35805769.5,0,3,3,4,334,10,Loyal Customers,Upsell higher value products. Engage them.,9.0
16651,,,0,1,12177000.0,18,PT. Solusi Trimitra Persada,9999,1,12177000.0,0,2,1,2,212,5,About To Sleep,Share valuable resources. Recommend popular products.,2.0
16700,2024-10-12 00:00:00,2024-10-12 00:00:00,2,1,498784.0,2,CV. Zie,425,1,498784.0,0,3,1,1,311,5,Promising,Create brand awareness. Offer free trials.,3.0
16701,2025-07-10 00:00:00,2025-07-10 00:00:00,1,7,32880115.1140708,25,PT Data Lake Indonesia,154,7,4697159.302010113,0,4,5,3,453,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
16702,,,0,1,107480750.0,6,PT Evolusi Global Komputama,9999,1,107480750.0,0,2,1,4,214,7,Other,,
16750,2024-10-12 00:00:00,2024-10-12 00:00:00,3,1,5950832.0,21,PT. Panglima Kamayo Media,425,1,5950832.0,0,3,1,2,312,6,Promising,Create brand awareness. Offer free trials.,3.0
16751,2024-12-12 00:00:00,2024-12-12 00:00:00,1,2,5359000.0,2,PT. Elementa Teknologi,364,2,2679500.0,0,3,3,1,331,7,Other,,
16800,2025-04-12 00:00:00,2025-04-12 00:00:00,1,3,136258504.0,30,PT. Haiga Citra Digital,243,3,45419501.33333334,0,4,4,4,444,12,Champions,Reward them. Can be early adopters for new products.,10.0
16801,,,0,2,27560000.0,32,CV. Sukses Sarana Sejahtera,9999,2,13780000.0,0,2,3,3,233,8,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
16850,,,0,1,4000000.0,1,PT. Nusalogi Intergrasi Sistem,9999,1,4000000.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
16901,,,0,3,29422090.0,18,PT. Putra Kaltim Prakasa,9999,3,9807363.333333334,0,2,4,3,243,9,At Risk,Send personalized emails. Offer renewals and helpful products.,7.0
16950,2025-03-07 00:00:00,2025-03-07 00:00:00,2,3,16062125.0,13,PT Jarvis Integrasi Solusi,279,3,5354041.666666667,0,4,4,2,442,10,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
1700,2024-11-12 00:00:00,2024-11-12 00:00:00,1,2,24600000.0,2,PT. Impresi Perdana,394,2,12300000.0,0,3,3,3,333,9,Loyal Customers,Upsell higher value products. Engage them.,9.0
17000,2025-05-12 00:00:00,2025-02-12 00:00:00,2,9,117211855.8,104,PT. Magenta Adhi Solusi,213,9,13023539.53333333,89,4,5,4,454,13,Champions,Reward them. Can be early adopters for new products.,10.0
1701,2025-11-06 00:00:00,2023-01-12 00:00:00,12,27,994943506.0,137,PT. Exeed Indo jaya,35,27,36849759.48148149,1029,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
1702,2024-08-01 00:00:00,2024-08-01 00:00:00,1,2,67410080.0,3,PT. Dasa Aprilindo Sentosa,497,2,33705040.0,0,3,3,4,334,10,Loyal Customers,Upsell higher value products. Engage them.,9.0
1703,2024-06-09 00:00:00,2023-12-12 00:00:00,7,7,583240000.0,138,PT. Dari Teknologi Nusantara,550,7,83320000.0,180,3,5,5,355,13,Loyal Customers,Upsell higher value products. Engage them.,9.0
17050,,,0,1,115280750.0,6,PT. Harrisma Wisesajaya,9999,1,115280750.0,0,2,1,4,214,7,Other,,
17100,2025-01-11 00:00:00,2025-01-11 00:00:00,2,4,1292950000.0,1415,PT. Menaratiga Pilar Sejahtera,334,4,323237500.0,0,3,4,5,345,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
17150,2025-12-09 00:00:00,2025-05-11 00:00:00,2,6,191306325.0,48,PT. Choice Plus Gemilang,2,6,31884387.5,212,5,4,4,544,13,Champions,Reward them. Can be early adopters for new products.,10.0
17200,2025-04-02 00:00:00,2025-02-05 00:00:00,2,8,41223495.0,36,PT. GSM Teknologi,253,8,5152936.875,56,4,5,3,453,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
17250,2025-10-11 00:00:00,2025-03-07 00:00:00,10,20,255797691.0,20,PT. Huawei Tech Investment,61,20,12789884.55,218,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
17350,,,0,1,8160000.0,4,PT. Mitradata Solusi Terpadu,9999,1,8160000.0,0,2,1,2,212,5,About To Sleep,Share valuable resources. Recommend popular products.,2.0
17400,,,0,1,45040006.0,1,PT. Parsaroan Global Datatrans,9999,1,45040006.0,0,2,1,3,213,6,Other,,
17450,,,0,1,3288290.0,10,PT Globalnet Multi Data,9999,1,3288290.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
1750,,,0,1,161830000.0,43,PT. Teknologi Cipta Digital Media Nusantara,9999,1,161830000.0,0,2,1,4,214,7,Other,,
17550,2025-03-01 00:00:00,2025-03-01 00:00:00,1,2,3182400.0,18,PT. Sukses Perdagangan Indonesia,285,2,1591200.0,0,3,3,1,331,7,Other,,
17600,2025-06-01 00:00:00,2025-06-01 00:00:00,5,1,8319819.57,14,Ary Prasetyo,193,1,8319819.57,0,4,1,2,412,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
17700,2025-08-01 00:00:00,2025-08-01 00:00:00,3,1,4500000.0,4,A Danny Hari Saputra,132,1,4500000.0,0,4,1,1,411,6,Recent Customers,Start building relationship. Provide onboarding support.,4.0
17750,2025-08-10 00:00:00,2025-02-09 00:00:00,5,8,193095000.0,61,PT. Nusa Network Prakarsa,123,8,24136875.0,182,4,5,4,454,13,Champions,Reward them. Can be early adopters for new products.,10.0
17800,,,0,1,35640000.0,24,PT. Mitra Indojaya Teknologi,9999,1,35640000.0,0,2,1,3,213,6,Other,,
17801,,,0,2,28691000.0,9,PT. Dwi Tunggal Putra,9999,2,14345500.0,0,2,3,3,233,8,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
17803,,,0,2,8940000.0,24,PT. Rangrang Volar Sinergi,9999,2,4470000.0,0,2,3,2,232,7,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
17804,2025-11-06 00:00:00,2025-10-04 00:00:00,5,4,139975292.9,95,CV. Glory Securitech Electrindo,35,4,34993823.22499999,33,5,4,4,544,13,Champions,Reward them. Can be early adopters for new products.,10.0
17900,2025-12-03 00:00:00,2025-12-03 00:00:00,2,7,102177794.0,81,PT. Centra Mitra Telematika,8,7,14596827.71428571,0,5,5,4,554,14,Champions,Reward them. Can be early adopters for new products.,10.0
18000,,,0,1,2800000.0,2,PT. Putera Unggul Sejahtera,9999,1,2800000.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
1801,,,0,1,19990545.0,4,PT. Kirana Sakti Komputindo,9999,1,19990545.0,0,2,1,3,213,6,Other,,
18050,2025-01-12 00:00:00,2025-01-12 00:00:00,1,3,69560654.0,80,PT. Solusi Teknologi Gemilang,333,3,23186884.66666667,0,3,4,4,344,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
18100,2025-06-05 00:00:00,2025-06-05 00:00:00,5,2,66194250.0,73,PT. Powernet  Indosolusi,189,2,33097125.0,0,4,3,4,434,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
18101,2025-08-04 00:00:00,2025-04-02 00:00:00,7,4,121400000.0,74,CV. Platinum Computer,129,4,30350000.0,124,4,4,4,444,12,Champions,Reward them. Can be early adopters for new products.,10.0
18151,2025-12-11 00:00:00,2025-06-02 00:00:00,7,6,30942000.0,24,PT. Anaterra Tech Solution,0,6,5157000.0,192,5,4,3,543,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
18200,,,0,1,2102400.0,10,Bambang Triyantono,9999,1,2102400.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
18250,2025-05-08 00:00:00,2025-05-08 00:00:00,1,3,528000000.0,220,PT. Arthatech Selaras,217,3,176000000.0,0,4,4,5,445,13,Champions,Reward them. Can be early adopters for new products.,10.0
18300,2025-09-09 00:00:00,2025-03-02 00:00:00,5,6,44039750.0,48,PT. Dipta Sabda Utama,93,6,7339958.333333333,191,5,4,3,543,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
18350,2025-07-02 00:00:00,2025-07-02 00:00:00,1,1,2000000.0,2,PT. Mitra Karya Papera,162,1,2000000.0,0,4,1,1,411,6,Recent Customers,Start building relationship. Provide onboarding support.,4.0
18450,2025-02-02 00:00:00,2025-02-02 00:00:00,2,1,12440000.0,9,PT. JEC Kharisma Solusindo,312,1,12440000.0,0,3,1,2,312,6,Promising,Create brand awareness. Offer free trials.,3.0
1850,2025-10-07 00:00:00,2024-02-08 00:00:00,34,26,403334367.0,504,PT. Bit Algoritma Data,65,26,15512860.26923077,607,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
18500,2025-11-09 00:00:00,2025-05-02 00:00:00,10,6,208525500.0,85,PT. Datascrip,32,6,34754250.0,191,5,4,4,544,13,Champions,Reward them. Can be early adopters for new products.,10.0
1852,2025-07-02 00:00:00,2024-07-06 00:00:00,5,12,129515615.8471429,100,PT. Indo Prima Akses (Indoakses),162,12,10792967.9872619,361,4,5,4,454,13,Champions,Reward them. Can be early adopters for new products.,10.0
18550,2025-04-02 00:00:00,2025-04-02 00:00:00,8,1,31775224.0,62,CV. Patappa,253,1,31775224.0,0,4,1,3,413,8,Other,,
18600,2025-06-02 00:00:00,2025-06-02 00:00:00,1,1,12400000.0,1,Hery Sujatmiko,192,1,12400000.0,0,4,1,2,412,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
18650,2025-07-02 00:00:00,2025-03-09 00:00:00,3,4,24602643.0,11,CV. Solusi Jaringan Integrasi,162,4,6150660.75,115,4,4,3,443,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
18750,2025-10-02 00:00:00,2025-10-02 00:00:00,1,1,5985586.0,2,PT. Microreksa Infonet,70,1,5985586.0,0,5,1,2,512,8,Recent Customers,Start building relationship. Provide onboarding support.,4.0
18800,2025-11-07 00:00:00,2025-04-06 00:00:00,36,11,180925802.0,250,CV. Deris Utama,34,11,16447800.18181818,215,5,5,4,554,14,Champions,Reward them. Can be early adopters for new products.,10.0
18850,2025-11-09 00:00:00,2025-10-02 00:00:00,3,2,25850000.0,7,PT. Viriya Persada Netindo,32,2,12925000.0,38,5,3,3,533,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
18900,,,0,2,84930000.0,22,PT. Arta Mediatek Transformasi,9999,2,42465000.0,0,2,3,4,234,9,At Risk,Send personalized emails. Offer renewals and helpful products.,7.0
18901,2025-12-09 00:00:00,2025-10-02 00:00:00,2,5,10440000.0,12,PT. Exadaya Loka Niaga,2,5,2088000.0,68,5,4,2,542,11,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
18950,2025-12-02 00:00:00,2025-12-02 00:00:00,2,1,11954306.32,8,PT. Solusi Arya Prima,9,1,11954306.32,0,5,1,2,512,8,Recent Customers,Start building relationship. Provide onboarding support.,4.0
1900,2025-10-12 00:00:00,2024-02-04 00:00:00,27,30,341139162.5071428,339,CV. Satria Manunggal Abadi,60,30,11371305.41690476,616,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
19000,,,0,1,268800000.0,64,PT. Fronlainer Teknologi Indonesia,9999,1,268800000.0,0,2,1,5,215,8,Other,,
19001,2025-09-04 00:00:00,2025-07-03 00:00:00,5,2,85911743.0,5,Technical Advisory Group Sdn Bhd (1584673-X),98,2,42955871.5,63,4,3,4,434,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
19050,2025-03-07 00:00:00,2025-03-07 00:00:00,3,2,7479538890.0,17,PT. Lusavindra Jayamadya,279,2,3739769445.0,0,4,3,5,435,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
19100,,,0,1,6397680.0,6,PT. HBE Dot Teknologi,9999,1,6397680.0,0,2,1,2,212,5,About To Sleep,Share valuable resources. Recommend popular products.,2.0
19150,,,0,1,72920000.0,20,PT. Vinatama Mas,9999,1,72920000.0,0,2,1,4,214,7,Other,,
19200,,,0,2,15796736.0,2,PT. Surya Megah Expertindo,9999,2,7898368.0,0,2,3,2,232,7,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
19250,2025-11-11 00:00:00,2025-01-03 00:00:00,10,7,31190558.68,33,PT. Menara Praya Dimensi,30,7,4455794.097142857,312,5,5,3,553,13,Loyal Customers,Upsell higher value products. Engage them.,9.0
19251,,,0,1,84097323.36,22,PT. Bagus Media Utama,9999,1,84097323.36,0,2,1,4,214,7,Other,,
19300,2025-08-04 00:00:00,2025-08-04 00:00:00,2,2,18175000.0,11,PT. Data Teknologi Solusindo,129,2,9087500.0,0,4,3,3,433,10,Loyal Customers,Upsell higher value products. Engage them.,9.0
19350,,,0,2,8550000.0,7,PT. Maxima Inti Technology,9999,2,4275000.0,0,2,3,2,232,7,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
19401,,,0,1,11200000.0,20,Sofwanhadi Saleh,9999,1,11200000.0,0,2,1,2,212,5,About To Sleep,Share valuable resources. Recommend popular products.,2.0
19402,,,0,1,6590000.0,5,PT. Sokka Tama Fiber,9999,1,6590000.0,0,2,1,2,212,5,About To Sleep,Share valuable resources. Recommend popular products.,2.0
19450,2025-05-12 00:00:00,2025-03-07 00:00:00,4,5,239088106.0,15,PT. Mitra Visindo Teknologi,213,5,47817621.2,66,4,4,5,445,13,Champions,Reward them. Can be early adopters for new products.,10.0
19451,,,0,2,17272500.0,6,PT. Mitra Hutama Pratama,9999,2,8636250.0,0,2,3,3,233,8,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
19452,,,0,1,7500000.0,1,PT. One Rah Teknologi Indonesia,9999,1,7500000.0,0,2,1,2,212,5,About To Sleep,Share valuable resources. Recommend popular products.,2.0
19453,2025-03-03 00:00:00,2025-03-03 00:00:00,1,1,26711700.0,50,PT. Sumber Inti Teknologi,283,1,26711700.0,0,4,1,3,413,8,Other,,
1950,2023-12-12 00:00:00,2023-12-12 00:00:00,1,6,80900000.0,50,CV. Fortuna Argatech,730,6,13483333.33333333,0,2,4,4,244,10,At Risk,Send personalized emails. Offer renewals and helpful products.,7.0
19500,,,0,1,23040000.0,48,PT. Jinom Network Indonesia,9999,1,23040000.0,0,2,1,3,213,6,Other,,
19501,,,0,1,25600000.0,8,PT. Triniti Inti Bersama,9999,1,25600000.0,0,2,1,3,213,6,Other,,
1951,2025-08-04 00:00:00,2024-09-10 00:00:00,5,7,151267830.0,61,PT. Toyota Tsusho Systems Indonesia,129,7,21609690.0,328,4,5,4,454,13,Champions,Reward them. Can be early adopters for new products.,10.0
1953,2024-09-09 00:00:00,2024-09-09 00:00:00,1,10,72615000.0,124,PT. Multipro Jaya Prima,458,10,7261500.0,0,3,5,4,354,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
1954,,,0,2,53287600.0,20,PT. Batanghari Baik Net,9999,2,26643800.0,0,2,3,3,233,8,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
19551,2025-03-03 00:00:00,2025-03-03 00:00:00,1,1,1420000.0,4,PT. Sarana Solusindo Informatika,283,1,1420000.0,0,4,1,1,411,6,Recent Customers,Start building relationship. Provide onboarding support.,4.0
19650,2025-12-09 00:00:00,2025-01-12 00:00:00,24,25,163711195.28,267,PT. Gunungsari WiditamaJaya,2,25,6548447.8112,331,5,5,4,554,14,Champions,Reward them. Can be early adopters for new products.,10.0
19700,2025-06-03 00:00:00,2025-06-03 00:00:00,6,2,56967009.0,70,Maria Stevania Dewi Intan,191,2,28483504.5,0,4,3,3,433,10,Loyal Customers,Upsell higher value products. Engage them.,9.0
19750,2025-06-03 00:00:00,2025-06-03 00:00:00,1,1,509910.0,2,PT. Datanet Sistem Integrasi,191,1,509910.0,0,4,1,1,411,6,Recent Customers,Start building relationship. Provide onboarding support.,4.0
19800,2025-07-03 00:00:00,2025-07-03 00:00:00,2,3,13133560.0,18,CV. Indo Use Solutions,161,3,4377853.333333333,0,4,4,2,442,10,Potential Loyalist,Offer membership/loyalty program. Recommend other products.,6.0
19850,2025-07-11 00:00:00,2025-03-09 00:00:00,7,13,118411000.0,75,PT. Dekagon Indonesia Pratama,153,13,9108538.461538462,124,4,5,4,454,13,Champions,Reward them. Can be early adopters for new products.,10.0
19900,2025-10-03 00:00:00,2025-10-03 00:00:00,2,1,13090000.0,22,PT. Media Distribusi Prima,69,1,13090000.0,0,5,1,2,512,8,Recent Customers,Start building relationship. Provide onboarding support.,4.0
19950,2025-11-04 00:00:00,2025-11-04 00:00:00,1,7,132192005.65,36,PT. Huawei Tech Investment,37,7,18884572.23571429,0,5,5,4,554,14,Champions,Reward them. Can be early adopters for new products.,10.0
200,2025-09-04 00:00:00,2023-12-12 00:00:00,28,29,232513011.73,944,PT. Jagoan Teknologi Digital,98,29,8017690.059655172,632,4,5,5,455,14,Champions,Reward them. Can be early adopters for new products.,10.0
2000,2024-08-08 00:00:00,2024-06-08 00:00:00,3,4,60712000.0,93,PT. Bintang Mataram Teknologi,490,4,15178000.0,61,3,4,4,344,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
20000,,,0,1,490000.0,2,Wik Hermon Sagala,9999,1,490000.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
20001,,,0,1,450450.0,2,Muhamad Rizki Akbar,9999,1,450450.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
20002,,,0,3,6907040.0,4,PT. Autojaya IDetech,9999,3,2302346.666666667,0,2,4,2,242,8,Other,,
20003,,,0,1,2360000.0,2,PT. CNM Biz Indonesia,9999,1,2360000.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
2001,2024-08-03 00:00:00,2024-01-08 00:00:00,9,50,692605553.0,50,PT. Ifabula Digital Kreasi,495,50,13852111.06,208,3,5,5,355,13,Loyal Customers,Upsell higher value products. Engage them.,9.0
2002,,,0,1,1309304000.0,298,CV. Taiba Infrastruktur,9999,1,1309304000.0,0,2,1,5,215,8,Other,,
20050,2025-10-07 00:00:00,2025-10-07 00:00:00,1,10,771649653.0,10,PT. Tplink Indonesia,65,10,77164965.3,0,5,5,5,555,15,Champions,Reward them. Can be early adopters for new products.,10.0
20051,,,0,2,55850000.0,39,PT. System Integrated Asia,9999,2,27925000.0,0,2,3,3,233,8,Need Attention,Make limited time offers. Recommend based on purchase history.,5.0
20052,2025-10-09 00:00:00,2025-05-05 00:00:00,10,3,20635300.0,15,PT. Kundalini Saktisejati,63,3,6878433.333333333,157,5,4,3,543,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
20053,,,0,1,7229915.347142857,4,CV Total Secure Solution,9999,1,7229915.347142857,0,2,1,2,212,5,About To Sleep,Share valuable resources. Recommend popular products.,2.0
201,2023-06-11 00:00:00,2023-06-11 00:00:00,3,2,115642000.0,89,CV. Jayabaya Teknologi,914,2,57821000.0,0,2,3,4,234,9,At Risk,Send personalized emails. Offer renewals and helpful products.,7.0
20100,2025-09-04 00:00:00,2025-09-04 00:00:00,4,2,107055090.0,35,CV. Computa,98,2,53527545.0,0,4,3,4,434,11,Loyal Customers,Upsell higher value products. Engage them.,9.0
20150,,,0,2,2477476.61,11,Fauziah Astuti,9999,2,1238738.305,0,2,3,1,231,6,Other,,
20200,2025-10-04 00:00:00,2025-10-04 00:00:00,2,2,2457800.0,4,PT. Prajaya Adhimulia Solusindo,68,2,1228900.0,0,5,3,1,531,9,Other,,
20300,,,0,1,19847936.86382099,21,PT. Dua Rimba Medtech Indonesia,9999,1,19847936.86382099,0,2,1,3,213,6,Other,,
20350,2025-11-04 00:00:00,2025-11-04 00:00:00,1,1,263810250.0,1,PT. Pajajaran Informatika Nusantara,37,1,263810250.0,0,5,1,5,515,11,Other,,
204,,,0,2,3715200.0,4,PT. Cube Teknologi Indonesia,9999,2,1857600.0,0,2,3,1,231,6,Other,,
20400,,,0,1,5300000.0,2,PT. Titis Cahaya Sejahtera,9999,1,5300000.0,0,2,1,1,211,4,About To Sleep,Share valuable resources. Recommend popular products.,2.0
20450,2025-11-04 00:00:00,2025-04-06 00:00:00,2,5,40232400.0,36,PT. Duta Kreasi Informatika,37,5,8046480.0,212,5,4,3,543,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
205,2024-08-11 00:00:00,2024-03-01 00:00:00,4,6,58437781.0,97,PT. Hanna Integrasi Solusi,487,6,9739630.166666666,163,3,4,3,343,10,Loyal Customers,Upsell higher value products. Engage them.,9.0
2051,2024-04-07 00:00:00,2024-01-08 00:00:00,4,24,119821979.0,24,PT. Minitech Finance Indonesia,613,24,4992582.458333333,90,3,5,4,354,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
2052,2024-09-07 00:00:00,2024-09-07 00:00:00,4,1,280950000.0,150,PT. Sanatel,460,1,280950000.0,0,3,1,5,315,9,Other,,
20550,2025-01-09 00:00:00,2025-01-09 00:00:00,1,3,343120200.0,16,PT. Kolaborasi Riset Dan Inovasi,336,3,114373400.0,0,3,4,5,345,12,Loyal Customers,Upsell higher value products. Engage them.,9.0
20551,2025-12-04 00:00:00,2025-12-04 00:00:00,1,1,4000000.0,1,CV. Mandiri Jaya,7,1,4000000.0,0,5,1,1,511,7,Recent Customers,Start building relationship. Provide onboarding support.,4.0
20600,2025-10-04 00:00:00,2025-10-04 00:00:00,2,3,60150000.0,30,CV. Berkawan Engineering,68,3,20050000.0,0,5,4,4,544,13,Champions,Reward them. Can be early adopters for new products.,10.0
