customer_id,avg_days_between_purchases,purchase_consistency,days_since_first_purchase,purchase_span_days,unique_products_bought,unique_categories_bought,preferred_category,category_concentration,product_diversity_level,avg_transaction_value,transaction_value_std,min_transaction_value,max_transaction_value,total_spending,transaction_count,spending_volatility,spending_trend,trend_direction,engagement_score,loyalty_indicator
4150,,,,,3,,,,Low,11848455.021428572,7882622.972087084,1250000.0,23000000.0,82939185.15,7,0.665,-0.286,Declining,40.52,Medium
4151,,,,,3,,,,Low,445666.6666666667,209681.50450941862,250000.0,667000.0,1337000.0,3,0.47,-0.498,Declining,16.34,Medium
4200,,,,,8,,,,Medium,68720873.07692307,114444545.87134485,0.0,374183550.0,755929603.8461539,11,1.665,-0.835,Declining,58.87,Medium
4300,,,,,2,,,,Low,1320000.0,1668772.003600252,140000.0,2500000.0,2640000.0,2,1.264,16.857,Growing,14.5,Medium
4350,,,,,3,,,,Low,1117456.3333333333,260937.03002895802,817920.0,1295449.0,3352369.0,3,0.234,0.549,Growing,20.12,Medium
4400,,,,,2,,,,Low,4800000.0,3394112.549695428,2400000.0,7200000.0,9600000.0,2,0.707,2.0,Growing,21.52,Medium
4450,,1.0,609.0,,7,,,,Medium,12255750.0,6483469.369823879,2640000.0,19200000.0,122557500.0,10,0.529,0.642,Growing,80.98,High
4451,,1.0,,,3,,,,Low,5894000.0,6370226.683564723,1090000.0,13120000.0,17682000.0,3,1.081,-0.826,Declining,60.39,High
4452,,,639.0,,5,,,,Medium,20321400.0,31660023.27541785,3783000.0,76860000.0,101607000.0,5,1.558,3.364,Growing,46.76,Medium
4453,45.3,0.0,650.0,317.0,8,,,,Medium,479646875.0,645827292.9942952,275000.0,1808375000.0,3837175000.0,8,1.346,-0.888,Declining,61.92,Medium
4500,,,,,5,,,,Medium,8770558.0,10526819.478922397,1617000.0,27000000.0,43852790.0,5,1.2,0.978,Growing,40.72,Medium
4501,,,,,11,,,,High,20577830.769230768,35031824.677269876,960000.0,126599200.0,267511800.0,13,1.702,6.223,Growing,58.11,Medium
4550,,,,,4,,,,Medium,33508096.0,35017002.45666664,14244000.0,86000000.0,134032384.0,4,1.045,-0.699,Declining,46.59,Medium
4551,,1.0,,,5,,,,Medium,31622357.14285714,43297845.1587704,6488000.0,129000000.0,221356500.0,7,1.369,-0.691,Declining,81.09,High
4600,,,,,4,,,,Medium,1709777.2799528302,1374699.0164142253,450451.0,3579000.0,6839109.119811321,4,0.804,2.864,Growing,26.05,Medium
4601,,,,0.0,1,,,,Low,240809.0,0.0,240809.0,240809.0,240809.0,1,0.0,0.0,Stable,3.68,Low
4602,,1.0,90.0,,20,,,,High,19668285.442857143,33619624.3228275,0.0,181002000.0,983414272.1428571,50,1.709,0.455,Growing,94.5,High
4650,,1.0,,,12,,,,High,7010812.5,7098702.878871604,170000.0,20860000.0,112173000.0,16,1.013,-0.5,Declining,83.99,High
4651,16.0,0.0,589.0,32.0,3,,,,Low,10669309.333333334,8960244.344383769,3400000.0,20680000.0,32007928.0,3,0.84,0.519,Growing,33.93,Medium
4700,0.0,1.0,619.0,0.0,2,,,,Low,1026500.0,1093894.190495589,253000.0,1800000.0,2053000.0,2,1.066,-0.859,Declining,43.61,Medium
4701,,,589.0,0.0,1,,,,Low,980000.0,0.0,980000.0,980000.0,980000.0,1,0.0,0.0,Stable,5.06,Low
4750,,,,,8,,,,Medium,5239695.95,5580378.810326129,320000.0,16500000.0,41917567.6,8,1.065,1.754,Growing,44.03,Medium
4800,,0.0,,,22,,,,High,75744687.51086956,114529853.44861272,0.0,394250000.0,1742127812.75,23,1.512,-0.929,Declining,66.01,Medium
4850,0.0,1.0,405.0,0.0,2,,,,Low,3500000.0,707106.7811865475,3000000.0,4000000.0,7000000.0,2,0.202,0.333,Growing,49.04,Medium
4900,,,,,2,,,,Low,456906.0,167224.3093183524,360359.0,650000.0,1370718.0,3,0.366,-0.446,Declining,11.94,Medium
5000,,,375.0,0.0,1,,,,Low,3847000.0,0.0,3847000.0,3847000.0,3847000.0,1,0.0,0.0,Stable,9.82,Low
5001,,0.0,,,4,,,,Medium,383807.2,243171.5112758437,65000.0,972972.0,3838072.0,10,0.634,-0.334,Declining,23.3,Medium
5050,,0.0,280.0,,19,,,,High,39243041.28375,64592017.165967524,580000.0,294940800.0,941832990.81,24,1.646,-0.212,Declining,64.15,Medium
5150,,,126.0,,16,,,,High,27904545.454545453,66489107.43066422,0.0,225000000.0,613900000.0,22,2.383,-0.717,Declining,62.44,Medium
5200,,,,,2,,,,Low,8540000.0,1612203.4611053283,7400000.0,9680000.0,17080000.0,2,0.189,0.308,Growing,25.5,Medium
5301,,1.0,,,19,,,,High,53648039.7037037,80774711.8993132,1553200.0,357440000.0,1448497072.0,27,1.506,0.841,Growing,95.23,High
5350,,,,,3,,,,Low,11501500.0,11105752.668474719,2606000.0,27000000.0,46006000.0,4,0.966,1.15,Growing,36.14,Medium
5450,,1.0,121.0,,13,,,,High,14047750.0,24954796.804528363,0.0,82772500.0,252859500.0,18,1.776,-0.65,Declining,88.69,High
5500,,,,,4,,,,Medium,5008500.0,10176807.736922503,198000.0,29900000.0,40068000.0,8,2.032,-0.752,Declining,37.94,Medium
5501,,,,,21,,,,High,28019217.391304348,72299601.65548287,0.0,319200000.0,644442000.0,23,2.58,2.985,Growing,63.47,Medium
5502,,0.0,,,9,,,,Medium,1320808.8736160775,922782.4317107124,132777.2111711712,3537837.84,17170515.35700901,13,0.699,0.169,Growing,39.58,Medium
5503,,0.0,243.0,,21,,,,High,12764044.0,16953287.005034354,587000.0,67000000.0,319101100.0,25,1.328,0.025,Stable,61.36,Medium
5550,,1.0,,,9,,,,Medium,11065794.11764706,12192670.2998395,652000.0,49600000.0,188118500.0,17,1.102,0.463,Growing,84.67,High
5551,,,,,13,,,,High,69940476.19380952,66629853.45208543,0.0,214468308.0,1258928571.4885714,18,0.953,-0.475,Declining,63.41,Medium
5552,,,,,3,,,,Low,880666.6666666666,973178.4694152112,235000.0,2000000.0,2642000.0,3,1.105,-0.84,Declining,19.04,Medium
5553,,0.095,551.0,,8,,,,Medium,12666830.430833334,11031615.815163927,1900000.0,30405405.78,152001965.17000002,12,0.871,0.447,Growing,55.63,Medium
5554,,0.0,,,26,,,,High,36869148.31818182,50829910.754733026,850000.0,265386466.0,1622242526.0,44,1.379,-0.402,Declining,66.22,Medium
5555,,,,,6,,,,Medium,9851250.0,4673993.207098188,4780000.0,17210000.0,78810000.0,8,0.474,-0.075,Stable,46.66,Medium
5600,,0.0,93.0,,13,,,,High,3192723.76,3651841.1143818563,378000.0,19621621.8,95781712.8,30,1.144,0.771,Growing,53.38,Medium
5601,,,,,3,,,,Low,9548146.0,7015685.967492274,4141410.0,17476000.0,28644438.0,3,0.735,0.538,Growing,33.19,Medium
5602,,0.0,,,5,,,,Medium,8903214.285714285,17325335.417284958,120000.0,47812500.0,62322500.0,7,1.946,1.902,Growing,43.47,Medium
5603,,,,,6,,,,Medium,74963555.55555555,60326090.36542795,6800000.0,165750000.0,674672000.0,9,0.805,0.134,Growing,56.54,Medium
5750,,1.0,60.0,,13,,,,High,13442164.114615384,14628736.837070841,954000.0,45000000.0,174748133.49,13,1.088,-0.331,Declining,86.68,High
5751,,,,,3,,,,Low,4950000.0,3683408.7473426023,1800000.0,9000000.0,14850000.0,3,0.744,-0.675,Declining,28.97,Medium
5800,,0.0,93.0,-616.0,6,,,,Medium,34821000.0,46091992.463233456,1948000.0,153750000.0,487494000.0,14,1.324,0.926,Growing,55.51,Medium
5850,,0.0,678.0,,22,,,,High,5606480.4,6139429.012361402,217000.0,35122500.0,252291618.0,45,1.095,0.074,Stable,60.56,Medium
5851,,,,,5,,,,Medium,2820660.0,2044199.7914587506,658000.0,7045400.0,25385940.0,9,0.725,-0.404,Declining,37.08,Medium
5900,,,709.0,0.0,1,,,,Low,17400000.0,0.0,17400000.0,17400000.0,17400000.0,1,0.0,0.0,Stable,19.55,Low
5901,,,,,2,,,,Low,4480000.0,4270924.958366747,1460000.0,7500000.0,8960000.0,2,0.953,-0.805,Declining,21.13,Medium
5950,,1.0,,,12,,,,High,29769750.0,47446129.05250192,326000.0,180000000.0,476316000.0,16,1.594,0.228,Growing,90.33,High
6000,0.0,1.0,678.0,0.0,2,,,,Low,793500.0,894490.0782009827,161000.0,1426000.0,1587000.0,2,1.127,-0.887,Declining,42.53,Medium
6050,,,557.0,0.0,1,,,,Low,2360000.0,0.0,2360000.0,2360000.0,2360000.0,1,0.0,0.0,Stable,7.73,Low
6051,,0.0,,,11,,,,High,7075593.2,8615976.162163006,207000.0,34720000.0,106133898.0,15,1.218,-0.332,Declining,52.95,Medium
6100,0.0,1.0,495.0,0.0,3,,,,Low,36904140.35,40609268.205432214,13458368.42,83795684.21,110712421.05,3,1.1,2.613,Growing,72.43,High
6101,,1.0,586.0,,5,,,,Medium,576390856.8,504076862.4815422,24000000.0,1038248844.0,2881954284.0,5,0.875,-0.592,Declining,87.97,High
6150,,,,,5,,,,Medium,6118000.0,10416627.093258163,0.0,24050000.0,30590000.0,5,1.703,1.452,Growing,38.56,Medium
6151,,1.0,163.0,,6,,,,Medium,1812770.3333333333,3059534.8817231464,287000.0,8000000.0,10876622.0,6,1.688,-0.882,Declining,63.35,High
6152,,,,,5,,,,Medium,14655000.0,10316269.916980652,2250000.0,29190000.0,73275000.0,5,0.704,-0.352,Declining,44.5,Medium
6153,,,,0.0,1,,,,Low,360000000.0,0.0,360000000.0,360000000.0,360000000.0,1,0.0,0.0,Stable,37.59,Low
6200,0.0,1.0,708.0,0.0,2,,,,Low,4377343.0,3634223.3851693817,1807559.0,6947127.0,8754686.0,2,0.83,-0.74,Declining,50.93,Medium
6201,,,374.0,0.0,1,,,,Low,2760000.0,0.0,2760000.0,2760000.0,2760000.0,1,0.0,0.0,Stable,8.64,Low
6250,,0.0,333.0,,41,,,,High,32347296.753611114,40002254.186972335,248650.0,202500000.0,2329005366.26,72,1.237,0.221,Growing,67.85,Medium
6251,,,,,2,,,,Low,60000.0,0.0,60000.0,60000.0,120000.0,2,0.0,0.0,Stable,9.66,Medium
6350,,1.0,,,27,,,,High,119179729.68990386,204888725.20425144,916875.0,984018922.0,3813751350.0769234,32,1.719,-0.435,Declining,97.62,High
6400,,,,,1,,,,Low,27525000.0,27179215.404422548,15750000.0,83000000.0,165150000.0,6,0.987,-0.568,Declining,33.95,Medium
6450,,,,,2,,,,Low,13900000.0,989949.4936611665,13200000.0,14600000.0,27800000.0,2,0.071,0.106,Growing,28.4,Medium
6550,,,,,2,,,,Low,8000000.0,8909545.442950498,1700000.0,14300000.0,16000000.0,2,1.114,-0.881,Declining,24.96,Medium
6551,,0.0,,,11,,,,High,14845117.11388889,9592910.461535167,4049549.55,27927928.0,267212108.05,18,0.646,0.195,Growing,58.06,Medium
6600,,,,,9,,,,Medium,25489713.42857143,36691137.44484378,2765000.0,140620000.0,356855988.0,14,1.439,1.609,Growing,57.71,Medium
6651,,,,,1,,,,Low,240000.0,84852.8137423857,180000.0,300000.0,480000.0,2,0.354,-0.4,Declining,3.97,Medium
6701,,0.0,,,5,,,,Medium,760536.1,525453.1194110152,120000.0,1450000.0,7605361.0,10,0.691,-0.356,Declining,29.07,Medium
6750,,,,,2,,,,Low,11250000.0,12374368.670764582,2500000.0,20000000.0,22500000.0,2,1.1,-0.875,Declining,26.83,Medium
6751,0.0,1.0,554.0,0.0,9,,,,Medium,97895986.1111111,88256509.16665007,410000.0,257074000.0,881063875.0,9,0.902,-0.612,Declining,90.17,High
6800,,0.0,63.0,,34,,,,High,15160654.35045977,15233972.419358863,230000.0,76189806.0,1318976928.49,87,1.005,0.047,Stable,66.38,Medium
7000,,0.0,,,7,,,,Medium,15688571.42857143,11619868.657564405,3390000.0,37000000.0,109820000.0,7,0.741,1.579,Growing,49.95,Medium
7001,,,,,2,,,,Low,140000.0,28284.2712474619,120000.0,160000.0,280000.0,2,0.202,0.333,Growing,10.0,Medium
7050,,,,,14,,,,High,13319773.80625,16145007.328102157,1600000.0,61613340.90000001,213116380.9,16,1.212,2.968,Growing,58.13,Medium
7100,,,,0.0,1,,,,Low,5150000.0,0.0,5150000.0,5150000.0,5150000.0,1,0.0,0.0,Stable,11.0,Low
7101,,,,,2,,,,Low,1290000.0,127279.22061357855,1200000.0,1380000.0,2580000.0,2,0.099,-0.13,Declining,14.4,Medium
7103,,1.0,,,5,,,,Medium,13043688.333333334,11356492.162231112,2440000.0,31750000.0,78262130.0,6,0.871,3.778,Growing,74.85,High
7104,,,,0.0,1,,,,Low,9224000.0,0.0,9224000.0,9224000.0,9224000.0,1,0.0,0.0,Stable,15.03,Low
7105,,,,0.0,1,,,,Low,213889.0,0.0,213889.0,213889.0,213889.0,1,0.0,0.0,Stable,3.58,Low
7151,,,,0.0,1,,,,Low,1700000.0,0.0,1700000.0,1700000.0,1700000.0,1,0.0,0.0,Stable,6.43,Low
7152,,,,,2,,,,Low,871500.0,925602.7765731907,217000.0,1526000.0,1743000.0,2,1.062,6.032,Growing,12.83,Medium
7200,,,,,4,,,,Medium,1745021.25,1621703.5311074124,225225.0,3912860.0,6980085.0,4,0.929,4.54,Growing,26.2,Medium
7250,,,613.0,,5,,,,Medium,5007809.268888889,3461023.3726479895,1054054.05,11317500.0,45070283.42,9,0.691,-0.653,Declining,40.92,Medium
7251,,,,,8,,,,Medium,115560401.95,173306168.67387897,0.0,718617812.0,2311208039.0,20,1.5,0.775,Growing,61.28,Medium
7300,,,,0.0,1,,,,Low,2700000.0,0.0,2700000.0,2700000.0,2700000.0,1,0.0,0.0,Stable,8.5,Low
7301,,,,0.0,1,,,,Low,8000000.0,0.0,8000000.0,8000000.0,8000000.0,1,0.0,0.0,Stable,13.97,Low
7302,,,,,1,,,,Low,29241528.0,341572.1732928489,29000000.0,29483056.0,58483056.0,2,0.012,0.017,Stable,27.27,Medium
7400,,,394.0,,2,,,,Low,480666.6666666667,363153.31932027463,271000.0,900000.0,1442000.0,3,0.756,1.161,Growing,12.14,Medium
7450,,,,,2,,,,Low,132800000.0,185544819.38335007,1600000.0,264000000.0,265600000.0,2,1.397,-0.994,Declining,42.6,Medium
7500,,,,,4,,,,Medium,14662900.0,12014126.301983012,3107500.0,29240000.0,73314500.0,5,0.819,-0.178,Declining,42.41,Medium
7550,22.9,0.0,431.0,183.0,9,,,,Medium,14585774.111111112,13532415.110017765,1701006.0,42525000.0,131271967.0,9,0.928,0.518,Growing,53.1,Medium
7600,,,,,67,,,,High,5998519.402985075,14145966.920990923,334400.0,83417600.0,401900800.0,67,2.358,-0.363,Declining,64.21,Medium
7601,,,,,3,,,,Low,5245333.333333333,3957020.3857616573,1281000.0,9195000.0,15736000.0,3,0.754,4.642,Growing,29.26,Medium
7651,,,,,8,,,,Medium,244724561.995,339027836.41002584,237000.0,842622913.98,1957796495.96,8,1.385,0.163,Growing,60.93,Medium
7750,,,,0.0,1,,,,Low,1657658.0,0.0,1657658.0,1657658.0,1657658.0,1,0.0,0.0,Stable,6.38,Low
7901,,,,,2,,,,Low,2764000.0,3162181.5254662405,528000.0,5000000.0,5528000.0,2,1.144,-0.894,Declining,17.59,Medium
7950,113.2,0.0,616.0,453.0,5,,,,Medium,5714000.0,4634358.6395530505,1500000.0,12040000.0,28570000.0,5,0.811,-0.042,Stable,38.07,Medium
8000,,,707.0,0.0,1,,,,Low,12612613.0,0.0,12612613.0,12612613.0,12612613.0,1,0.0,0.0,Stable,16.95,Low
8050,,,400.0,,3,,,,Low,48843000.0,75555979.71041074,7400000.0,183520000.0,244215000.0,5,1.547,6.795,Growing,46.51,Medium
8100,,,97.0,-550.0,4,,,,Medium,32259000.0,42223090.72849436,2800000.0,93636000.0,129036000.0,4,1.309,-0.708,Declining,46.35,Medium
8150,,0.0,,,6,,,,Medium,512023.9411764706,392233.23194648337,225225.0,1576575.0,8704407.0,17,0.766,0.003,Stable,31.92,Medium
8151,,0.0,213.0,,31,,,,High,3324811.4185714284,3863356.433249924,112000.0,18500000.0,169565382.34714285,51,1.162,-0.317,Declining,59.12,Medium
8250,0.0,1.0,586.0,0.0,2,,,,Low,5925200.0,2835781.0352705303,3920000.0,7930400.0,11850400.0,2,0.479,-0.506,Declining,52.65,Medium
8300,,,613.0,,2,,,,Low,60000.0,28284.2712474619,40000.0,80000.0,120000.0,2,0.471,-0.5,Declining,9.66,Medium
8301,,1.0,,,17,,,,High,19826869.565652173,26696226.178917088,150000.0,91000000.0,456018000.01,23,1.346,0.987,Growing,91.71,High
8350,,1.0,,,6,,,,Medium,67087500.0,61179161.66006667,200000.0,165000000.0,536700000.0,8,0.912,-0.679,Declining,85.9,High
8351,,1.0,243.0,,4,,,,Medium,8843250.0,5659139.94496219,2639000.0,15834000.0,35373000.0,4,0.64,-0.085,Stable,67.3,High
8400,,,671.0,,1,,,,Low,1220658.0,795636.4068898975,443874.0,2219379.0,4882632.0,4,0.652,-0.68,Declining,10.85,Medium
8401,,,,,4,,,,Medium,12087836.0,14858552.306684524,0.0,28486080.0,60439180.0,5,1.229,-0.344,Declining,41.09,Medium
8450,,,,,3,,,,Low,10323720.0,10179886.025310893,1824900.0,23254440.0,61942320.0,6,0.986,0.0,Stable,38.45,Medium
8500,,0.0,,,12,,,,High,3888150.0625,3877490.617374841,169671.0,15008000.0,62210401.0,16,0.997,0.672,Growing,49.96,Medium
8502,,,,,5,,,,Medium,70400000.0,136164606.26756132,0.0,312000000.0,352000000.0,5,1.934,-0.915,Declining,53.1,Medium
8551,,,308.0,,2,,,,Low,865742.5,877862.4622413809,245000.0,1486485.0,1731485.0,2,1.014,-0.835,Declining,12.78,Medium
8552,,,,0.0,1,,,,Low,13554000.0,0.0,13554000.0,13554000.0,13554000.0,1,0.0,0.0,Stable,17.73,Low
8600,32.5,0.0,430.0,65.0,2,,,,Low,177650000.0,222319370.5010879,33100000.0,433650000.0,532950000.0,3,1.251,-0.886,Declining,44.82,Medium
8650,,,,,6,,,,Medium,58583333.333333336,65397566.21363418,9500000.0,168000000.0,351500000.0,6,1.116,-0.326,Declining,54.67,Medium
8700,,,,0.0,1,,,,Low,2000000.0,0.0,2000000.0,2000000.0,2000000.0,1,0.0,0.0,Stable,7.24,Low
8750,,0.0,,,21,,,,High,3997896.238888889,3435858.6277402565,424000.0,14100000.0,179905330.75,45,0.859,0.073,Stable,58.56,Medium
8900,22.3,0.0,554.0,67.0,4,,,,Medium,15038802.5,13673366.438543642,6142500.0,35000000.0,60155210.0,4,0.909,-0.742,Declining,41.04,Medium
9001,,,,,2,,,,Low,4181818.2,4268353.63526764,1163636.4,7200000.0,8363636.4,2,1.021,5.187,Growing,20.64,Medium
9050,,,,0.0,1,,,,Low,5520000.0,0.0,5520000.0,5520000.0,5520000.0,1,0.0,0.0,Stable,11.3,Low
9100,,,488.0,,1,,,,Low,5478666.666666667,2930601.530971642,3540000.0,8850000.0,16436000.0,3,0.535,0.821,Growing,19.06,Medium
9150,,1.0,,,16,,,,High,1195107.1304347827,650784.9279818183,238000.0,2928000.0,27487464.0,23,0.545,0.132,Growing,75.44,High
9250,,,,0.0,1,,,,Low,484000.0,0.0,484000.0,484000.0,484000.0,1,0.0,0.0,Stable,4.02,Low
9300,,0.0,333.0,,28,,,,High,13760013.608431373,24480597.21260111,468000.0,134300000.0,701760694.03,51,1.779,-0.431,Declining,64.51,Medium
9350,,1.0,,,16,,,,High,26512742.205769233,38681446.88412788,2064000.0,140450000.0,689331297.35,26,1.459,0.717,Growing,92.74,High
9400,,,,0.0,1,,,,Low,7920000.0,0.0,7920000.0,7920000.0,7920000.0,1,0.0,0.0,Stable,13.65,Low
9450,,,,,3,,,,Low,14233333.333333334,5600297.61113937,11000000.0,20700000.0,42700000.0,3,0.393,0.441,Growing,35.7,Medium
9451,,,,0.0,1,,,,Low,26000000.0,0.0,26000000.0,26000000.0,26000000.0,1,0.0,0.0,Stable,21.66,Low
9500,,1.0,,,11,,,,High,10855217.391304348,14316886.444007052,860000.0,67600000.0,249670000.0,23,1.319,-0.355,Declining,87.57,High
9501,,,279.0,,2,,,,Low,93564900.0,0.0,93564900.0,93564900.0,187129800.0,2,0.0,0.0,Stable,40.69,Medium
9502,,,,,9,,,,Medium,111255555.55555555,322109589.7016694,0.0,970000000.0,1001300000.0,9,2.895,-1.0,Declining,60.57,Medium
9551,,1.0,,,3,,,,Low,11100000.0,12974205.17796755,2300000.0,26000000.0,33300000.0,3,1.169,-0.86,Declining,64.28,High
9650,,,128.0,,10,,,,Medium,6580534.031558442,7546312.24027044,1525542.857142857,25200000.0,72385874.34714286,11,1.147,-0.498,Declining,49.64,Medium
9700,,0.297,,,5,,,,Medium,3981118.8333333335,4755796.109854602,238738.0,10350000.0,23886713.0,6,1.195,-0.017,Stable,45.65,Medium
9750,0.0,1.0,614.0,0.0,4,,,,Medium,8962996.0,10757756.043665892,785000.0,21622490.0,44814980.0,5,1.2,-0.333,Declining,68.68,High
9751,0.0,1.0,644.0,0.0,2,,,,Low,3190000.0,692964.6455628165,2700000.0,3680000.0,6380000.0,2,0.217,0.363,Growing,48.48,Medium
9850,,,584.0,0.0,1,,,,Low,12162162.0,0.0,12162162.0,12162162.0,12162162.0,1,0.0,0.0,Stable,16.55,Low
9900,0.0,1.0,431.0,0.0,2,,,,Low,35244000.0,17360885.691692114,22968000.0,47520000.0,70488000.0,2,0.493,1.069,Growing,64.64,Medium
10050,,,,,4,,,,Medium,25011341.25,12393230.521882376,15202080.0,42162834.0,100045365.0,4,0.496,-0.532,Declining,44.53,Medium
10100,,1.0,276.0,,5,,,,Medium,2569200.0,1755320.9678004761,235000.0,4070000.0,12846000.0,5,0.683,0.066,Stable,62.76,High
10150,,,,,1,,,,Low,55300000.0,2404163.0560342614,53600000.0,57000000.0,110600000.0,2,0.043,-0.06,Stable,31.64,Medium
10200,,,,,11,,,,High,16599067.454545455,20528750.99199022,414414.0,70117128.0,182589742.0,11,1.237,-0.154,Declining,56.04,Medium
10250,,1.0,338.0,,3,,,,Low,243120000.0,263410286.81507486,15000000.0,471240000.0,972480000.0,4,1.083,0.0,Stable,80.93,High
10300,,,,,4,,,,Medium,20457500.0,17623655.267849516,6200000.0,45630000.0,81830000.0,4,0.861,-0.55,Declining,43.1,Medium
10350,,,,0.0,1,,,,Low,160000.0,0.0,160000.0,160000.0,160000.0,1,0.0,0.0,Stable,3.48,Low
10450,,,,0.0,1,,,,Low,1263500.0,0.0,1263500.0,1263500.0,1263500.0,1,0.0,0.0,Stable,5.45,Low
10500,,,,,3,,,,Low,3083333.3333333335,1673598.9165069787,1990000.0,5010000.0,9250000.0,3,0.543,0.556,Growing,25.82,Medium
10501,,0.0,,,7,,,,Medium,13348400.0,11995838.226234963,110000.0,41800000.0,333710000.0,25,0.899,0.246,Growing,55.55,Medium
10550,,,,0.0,1,,,,Low,4500000.0,0.0,4500000.0,4500000.0,4500000.0,1,0.0,0.0,Stable,10.46,Low
10600,,1.0,,,15,,,,High,3751452.8235294116,7014983.576622295,308500.0,30072000.0,63774698.0,17,1.87,1.706,Growing,81.11,High
10650,,,,0.0,1,,,,Low,69000000.0,0.0,69000000.0,69000000.0,69000000.0,1,0.0,0.0,Stable,28.25,Low
10700,,,644.0,0.0,1,,,,Low,52800000.0,0.0,52800000.0,52800000.0,52800000.0,1,0.0,0.0,Stable,26.28,Low
10750,,0.0,644.0,,6,,,,Medium,2521125.0,1859864.371975241,350000.0,6095000.0,20169000.0,8,0.738,-0.395,Declining,37.43,Medium
10800,213.0,0.0,491.0,426.0,2,,,,Low,226154587.66666666,108732100.82939367,100657828.0,292157539.0,678463763.0,3,0.481,-0.312,Declining,45.55,Medium
10801,0.0,1.0,491.0,0.0,2,,,,Low,108939899.0,113641023.02223651,28583561.0,189296237.0,217879798.0,2,1.043,-0.849,Declining,71.62,Medium
10850,,,610.0,119.0,3,,,,Low,7385400.0,9605942.96672638,200000.0,18296000.0,22156200.0,3,1.301,-0.895,Declining,31.28,Medium
10851,,0.0,,,3,,,,Low,9781250.0,6105943.996085563,1687500.0,14500000.0,39125000.0,4,0.624,1.864,Growing,34.96,Medium
10950,,1.0,,,6,,,,Medium,7192046.666666667,8945390.146721754,155000.0,22100000.0,43152280.0,6,1.244,-0.816,Declining,72.29,High
10951,196.0,0.0,430.0,392.0,3,,,,Low,1367000.0,1762514.9644754792,269000.0,3400000.0,4101000.0,3,1.289,-0.897,Declining,20.91,Medium
10952,,,430.0,0.0,1,,,,Low,17900000.0,0.0,17900000.0,17900000.0,17900000.0,1,0.0,0.0,Stable,19.7,Low
11000,,,213.0,,2,,,,Low,16307944.0,13127531.995672606,1207000.0,25000000.0,48923832.0,3,0.805,18.767,Growing,32.29,Medium
11001,,0.0,,,2,,,,Low,1215954.5454545454,1948782.4642770141,240000.0,9000000.0,26751000.0,22,1.603,0.539,Growing,28.11,Medium
11100,,1.0,,,10,,,,Medium,6726179.055555556,9207044.01276983,207000.0,35225213.0,121071223.0,18,1.369,0.141,Growing,83.42,High
11101,,1.0,63.0,,6,,,,Medium,5364333.333333333,4466121.076131576,324000.0,11712000.0,32186000.0,6,0.833,-0.166,Declining,70.52,High
11200,,,,,3,,,,Low,17826745.6,10557546.633920653,853875.0,27200000.0,89133728.0,5,0.592,-0.341,Declining,41.06,Medium
11250,,,399.0,0.0,1,,,,Low,1298500.0,0.0,1298500.0,1298500.0,1298500.0,1,0.0,0.0,Stable,5.5,Low
11300,,,,,2,,,,Low,23210000.0,9319667.376038697,16620000.0,29800000.0,46420000.0,2,0.402,-0.442,Declining,31.7,Medium
11301,,,,,9,,,,Medium,5237950.666666667,4897772.049029946,568620.0,14400000.0,47141556.0,9,0.935,-0.564,Declining,45.77,Medium
11350,,,,,1,,,,Low,2000000.0,1154700.5383792515,1000000.0,3000000.0,8000000.0,4,0.577,0.0,Stable,13.97,Medium
11450,,,,,7,,,,Medium,5511096.857142857,6928595.25227655,578378.0,20450000.0,38577678.0,7,1.257,-0.631,Declining,42.53,Medium
11500,8.6,0.0,455.0,171.0,18,,,,High,1179000000.0,3853968278.7692995,0.0,17459360000.0,24759000000.0,21,3.269,-0.743,Declining,67.25,Medium
11550,,,521.0,,2,,,,Low,735473.0,297653.77111335244,525000.0,945946.0,1470946.0,2,0.405,0.802,Growing,12.19,Medium
11600,,,,,3,,,,Low,533333.3333333334,257430.24945280486,296000.0,807000.0,1600000.0,3,0.483,1.203,Growing,17.08,Medium
11650,,,,,1,,,,Low,2000000.0,565685.4249492381,1600000.0,2400000.0,4000000.0,2,0.283,-0.333,Declining,10.02,Medium
11700,,1.0,548.0,,2,,,,Low,17759243.0,16139696.15318538,819729.0,32958000.0,53277729.0,3,0.909,-0.134,Declining,62.78,High
11750,,1.0,,,36,,,,High,3382056.6606849316,4552409.672982436,240000.0,33484000.0,246890136.23,73,1.346,-0.366,Declining,91.3,High
11850,9.9,0.0,671.0,89.0,9,,,,Medium,5009050.0,4131539.8155194176,1460000.0,14400000.0,50090500.0,10,0.825,-0.39,Declining,46.27,Medium
11900,,1.0,488.0,,3,,,,Low,15767793.066666668,14920485.763528753,2425000.0,31878379.2,47303379.2,3,0.946,8.253,Growing,66.44,High
11950,,,,0.0,1,,,,Low,1400000.0,0.0,1400000.0,1400000.0,1400000.0,1,0.0,0.0,Stable,5.79,Low
12000,,,,,2,,,,Low,13548650.0,1769676.1412755726,12297300.0,14800000.0,27097300.0,2,0.131,-0.169,Declining,28.16,Medium
12050,,0.0,274.0,,24,,,,High,32224400.0,58350538.97749447,396000.0,246440000.0,1288976000.0,40,1.811,0.088,Stable,65.61,Medium
12100,,0.0,93.0,,6,,,,Medium,884947.7777777778,702868.1415951676,489510.0,2596000.0,7964530.0,9,0.794,0.141,Growing,31.14,Medium
