customer_id,last_purchase_date,monetary,frequency,avg_transaction_value,recency,r_score,f_score,m_score,rfm_score_str,rfm_score,rfm_segment,avg_order_value,monetary_rank,frequency_rank,recency_rank,value_tier
4750,2025-10-06,41917567.6,8,5239695.95,-279,5,4,3,543,3.85,Loyal Customers,5239695.95,53.69,68.61,83.42,Gold
4800,2025-02-10,1742127812.75,23,75744687.51086956,-41,3,5,5,355,4.5,Loyal Customers,75744687.51,95.33,87.71,58.11,Platinum
4850,2024-11-01,7000000.0,2,3500000.0,60,3,2,2,322,2.25,Promising,3500000.0,23.65,27.7,52.21,Bronze
4900,2024-09-01,1370718.0,3,456906.0,121,3,2,1,321,1.85,Promising,456906.0,5.9,41.77,50.18,Bronze
5000,2024-12-01,3847000.0,1,3847000.0,30,3,1,1,311,1.5,Promising,3847000.0,16.22,9.58,53.69,Bronze
5001,2025-01-02,3838072.0,10,383807.2,-2,3,4,1,341,2.55,Other,383807.2,16.09,74.32,55.41,Bronze
5050,2025-08-01,941832990.81,24,39243041.28375,-213,4,5,5,455,4.75,Champions,39243041.28,91.77,88.33,74.94,Platinum
5150,2025-08-07,613900000.0,22,27904545.454545453,-219,4,5,5,455,4.75,Champions,27904545.45,89.31,86.98,76.72,Platinum
5200,,17080000.0,2,8540000.0,719,2,2,2,222,2.0,Need Attention,8540000.0,39.8,27.7,18.12,Silver
5301,2025-09-01,1448497072.0,27,53648039.7037037,-244,4,5,5,455,4.75,Champions,53648039.7,94.47,89.86,78.87,Platinum
5350,,46006000.0,4,11501500.0,719,2,3,3,233,2.75,Need Attention,11501500.0,55.16,50.86,18.12,Gold
5450,2025-08-12,252859500.0,18,14047750.0,-224,4,5,5,455,4.75,Champions,14047750.0,81.82,84.52,78.5,Platinum
5500,,40068000.0,8,5008500.0,719,2,4,3,243,3.1,Need Attention,5008500.0,52.7,68.61,18.12,Gold
5501,,644442000.0,23,28019217.391304348,719,2,5,5,255,4.25,Need Attention,28019217.39,89.43,87.71,18.12,Platinum
5502,2024-12-09,17170515.35700901,13,1320808.8736160775,22,3,4,3,343,3.35,Loyal Customers,1320808.87,40.17,79.36,54.73,Silver
5503,2025-04-12,319101100.0,25,12764044.0,-102,4,5,5,455,4.75,Champions,12764044.0,84.15,88.76,65.42,Platinum
5550,2024-03-07,188118500.0,17,11065794.11764706,299,3,5,4,354,4.1,Loyal Customers,11065794.12,77.89,83.42,41.03,Platinum
5551,,1258928571.4885714,18,69940476.19380952,719,2,5,5,255,4.25,Need Attention,69940476.19,93.61,84.52,18.12,Platinum
5552,,2642000.0,3,880666.6666666666,719,2,2,1,221,1.6,About To Sleep,880666.67,12.41,41.77,18.12,Bronze
5553,2025-04-02,152001965.17000002,12,12666830.430833334,-92,4,4,4,444,4.0,Champions,12666830.43,75.55,78.13,62.59,Platinum
5554,2025-06-05,1622242526.0,44,36869148.31818182,-156,4,5,5,455,4.75,Champions,36869148.32,94.96,92.87,70.21,Platinum
5555,,78810000.0,8,9851250.0,719,2,4,4,244,3.5,Need Attention,9851250.0,65.11,68.61,18.12,Gold
5600,2025-10-06,95781712.8,30,3192723.76,-279,5,5,4,554,4.6,Champions,3192723.76,68.55,90.42,83.42,Gold
5601,,28644438.0,3,9548146.0,719,2,2,3,223,2.4,Need Attention,9548146.0,47.79,41.77,18.12,Silver
5602,2024-06-05,62322500.0,7,8903214.285714285,209,3,4,4,344,3.75,Loyal Customers,8903214.29,61.18,66.03,45.45,Gold
5603,,674672000.0,9,74963555.55555555,719,2,4,5,245,3.9,Need Attention,74963555.56,89.8,71.56,18.12,Platinum
5750,2025-10-12,174748133.49,13,13442164.114615384,-285,5,4,4,544,4.25,Champions,13442164.11,76.78,79.36,87.53,Platinum
5751,,14850000.0,3,4950000.0,719,2,2,2,222,2.0,Need Attention,4950000.0,37.22,41.77,18.12,Silver
5800,2025-12-09,487494000.0,14,34821000.0,-343,5,5,5,555,5.0,Champions,34821000.0,87.22,80.59,97.97,Platinum
5850,2025-11-06,252291618.0,45,5606480.4,-310,5,5,5,555,5.0,Champions,5606480.4,81.7,93.12,90.05,Platinum
5851,2024-04-06,25385940.0,9,2820660.0,269,3,4,3,343,3.35,Loyal Customers,2820660.0,45.21,71.56,41.71,Silver
5900,2024-01-02,17400000.0,1,17400000.0,364,2,1,3,213,2.05,Other,17400000.0,40.54,9.58,38.33,Silver
5901,2024-02-02,8960000.0,2,4480000.0,333,2,2,2,222,2.0,Need Attention,4480000.0,28.87,27.7,39.25,Silver
5950,2025-07-01,476316000.0,16,29769750.0,-182,4,5,5,455,4.75,Champions,29769750.0,86.98,82.56,71.74,Platinum
6000,2024-02-02,1587000.0,2,793500.0,333,2,2,1,221,1.6,About To Sleep,793500.0,7.37,27.7,39.25,Bronze
6050,2024-06-02,2360000.0,1,2360000.0,212,3,1,1,311,1.5,Promising,2360000.0,11.0,9.58,45.09,Bronze
6051,2025-12-02,106133898.0,15,7075593.2,-336,5,5,4,554,4.6,Champions,7075593.2,69.9,81.57,94.9,Gold
6100,2024-08-03,110712421.05,3,36904140.35,150,3,2,4,324,3.05,Promising,36904140.35,70.88,41.77,48.89,Gold
6101,2024-05-04,2881954284.0,5,576390856.8,241,3,3,5,335,3.8,Loyal Customers,576390856.8,97.42,57.68,43.61,Platinum
6150,,30590000.0,5,6118000.0,719,2,3,3,233,2.75,Need Attention,6118000.0,48.89,57.68,18.12,Silver
6151,2025-07-01,10876622.0,6,1812770.3333333333,-182,4,4,2,442,3.2,Potential Loyalist,1812770.33,31.82,62.84,71.74,Silver
6152,,73275000.0,5,14655000.0,719,2,3,4,234,3.15,Need Attention,14655000.0,63.76,57.68,18.12,Gold
6153,,360000000.0,1,360000000.0,719,2,1,5,215,2.85,Other,360000000.0,85.63,9.58,18.12,Platinum
6200,2024-01-03,8754686.0,2,4377343.0,363,2,2,2,222,2.0,Need Attention,4377343.0,28.38,27.7,38.45,Silver
6201,2024-12-02,2760000.0,1,2760000.0,29,3,1,1,311,1.5,Promising,2760000.0,13.27,9.58,53.93,Bronze
6250,2025-12-06,2329005366.26,72,32347296.753611114,-340,5,5,5,555,5.0,Champions,32347296.75,96.93,96.87,96.44,Platinum
6251,,120000.0,2,60000.0,719,2,2,1,221,1.6,About To Sleep,60000.0,0.18,27.7,18.12,Bronze
6350,2024-04-07,3813751350.0769234,32,119179729.68990386,268,3,5,5,355,4.5,Loyal Customers,119179729.69,98.28,91.09,42.08,Platinum
6400,2024-05-07,165150000.0,6,27525000.0,238,3,4,4,344,3.75,Loyal Customers,27525000.0,76.54,62.84,44.35,Platinum
6450,,27800000.0,2,13900000.0,719,2,2,3,223,2.4,Need Attention,13900000.0,47.05,27.7,18.12,Silver
6550,,16000000.0,2,8000000.0,719,2,2,2,222,2.0,Need Attention,8000000.0,38.45,27.7,18.12,Silver
6551,2025-12-02,267212108.05,18,14845117.11388889,-336,5,5,5,555,5.0,Champions,14845117.11,82.68,84.52,94.9,Platinum
6600,2025-12-03,356855988.0,14,25489713.42857143,-337,5,5,5,555,5.0,Champions,25489713.43,85.5,80.59,95.58,Platinum
6651,,480000.0,2,240000.0,719,2,2,1,221,1.6,About To Sleep,240000.0,1.6,27.7,18.12,Bronze
6701,2024-08-03,7605361.0,10,760536.1,150,3,4,2,342,2.95,Need Attention,760536.1,25.18,74.32,48.89,Silver
6750,,22500000.0,2,11250000.0,719,2,2,3,223,2.4,Need Attention,11250000.0,43.12,27.7,18.12,Silver
6751,2024-06-05,881063875.0,9,97895986.1111111,209,3,4,5,345,4.15,Loyal Customers,97895986.11,91.65,71.56,45.45,Platinum
6800,2025-12-03,1318976928.49,87,15160654.35045977,-337,5,5,5,555,5.0,Champions,15160654.35,94.23,97.79,95.58,Platinum
7000,2025-07-03,109820000.0,7,15688571.42857143,-184,4,4,4,444,4.0,Champions,15688571.43,70.52,66.03,72.54,Gold
7001,2024-05-03,280000.0,2,140000.0,242,3,2,1,321,1.85,Promising,140000.0,1.04,27.7,43.3,Bronze
7050,2024-07-03,213116380.9,16,13319773.80625,181,3,5,4,354,4.1,Loyal Customers,13319773.81,79.73,82.56,47.54,Platinum
7100,,5150000.0,1,5150000.0,719,2,1,1,211,1.25,About To Sleep,5150000.0,19.16,9.58,18.12,Bronze
7101,,2580000.0,2,1290000.0,719,2,2,1,221,1.6,About To Sleep,1290000.0,12.04,27.7,18.12,Bronze
7103,2024-12-08,78262130.0,6,13043688.333333334,23,3,4,4,344,3.75,Loyal Customers,13043688.33,64.62,62.84,54.36,Gold
7104,,9224000.0,1,9224000.0,719,2,1,2,212,1.65,About To Sleep,9224000.0,29.24,9.58,18.12,Silver
7105,,213889.0,1,213889.0,719,2,1,1,211,1.25,About To Sleep,213889.0,0.61,9.58,18.12,Bronze
7151,,1700000.0,1,1700000.0,719,2,1,1,211,1.25,About To Sleep,1700000.0,7.74,9.58,18.12,Bronze
7152,,1743000.0,2,871500.0,719,2,2,1,221,1.6,About To Sleep,871500.0,8.11,27.7,18.12,Bronze
7200,,6980085.0,4,1745021.25,719,2,3,2,232,2.35,Need Attention,1745021.25,23.34,50.86,18.12,Bronze
7250,2024-04-07,45070283.42,9,5007809.268888889,268,3,4,3,343,3.35,Loyal Customers,5007809.27,54.79,71.56,42.08,Gold
7251,2024-06-06,2311208039.0,20,115560401.95,208,3,5,5,355,4.5,Loyal Customers,115560401.95,96.81,85.87,45.7,Platinum
7300,,2700000.0,1,2700000.0,719,2,1,1,211,1.25,About To Sleep,2700000.0,12.9,9.58,18.12,Bronze
7301,,8000000.0,1,8000000.0,719,2,1,2,212,1.65,About To Sleep,8000000.0,26.6,9.58,18.12,Silver
7302,,58483056.0,2,29241528.0,719,2,2,3,223,2.4,Need Attention,29241528.0,59.83,27.7,18.12,Gold
7400,2024-11-12,1442000.0,3,480666.6666666667,49,3,2,1,321,1.85,Promising,480666.67,6.39,41.77,53.26,Bronze
7450,,265600000.0,2,132800000.0,719,2,2,5,225,3.2,Need Attention,132800000.0,82.56,27.7,18.12,Platinum
7500,2024-05-06,73314500.0,5,14662900.0,239,3,3,4,334,3.4,Loyal Customers,14662900.0,63.88,57.68,44.04,Gold
7550,2025-04-07,131271967.0,9,14585774.111111112,-97,4,4,4,444,4.0,Champions,14585774.11,73.96,71.56,63.57,Gold
7600,,401900800.0,67,5998519.402985075,719,2,5,5,255,4.25,Need Attention,5998519.4,86.0,96.19,18.12,Platinum
7601,,15736000.0,3,5245333.333333333,719,2,2,2,222,2.0,Need Attention,5245333.33,37.96,41.77,18.12,Silver
7651,,1957796495.96,8,244724561.995,719,2,4,5,245,3.9,Need Attention,244724562.0,95.95,68.61,18.12,Platinum
7750,,1657658.0,1,1657658.0,719,2,1,1,211,1.25,About To Sleep,1657658.0,7.62,9.58,18.12,Bronze
7901,,5528000.0,2,2764000.0,719,2,2,1,221,1.6,About To Sleep,2764000.0,20.02,27.7,18.12,Bronze
7950,2025-07-01,28570000.0,5,5714000.0,-182,4,3,3,433,3.25,Loyal Customers,5714000.0,47.67,57.68,71.74,Silver
8000,2024-01-04,12612613.0,1,12612613.0,362,2,1,2,212,1.65,About To Sleep,12612613.0,34.03,9.58,38.57,Silver
8050,2025-11-02,244215000.0,5,48843000.0,-306,5,3,5,535,4.3,Loyal Customers,48843000.0,81.08,57.68,88.14,Platinum
8100,2025-09-05,129036000.0,4,32259000.0,-248,4,3,4,434,3.65,Loyal Customers,32259000.0,73.71,50.86,79.91,Gold
8150,2025-10-01,8704407.0,17,512023.9411764706,-274,5,5,2,552,3.8,Potential Loyalist,512023.94,28.26,83.42,81.94,Silver
8151,2025-08-05,169565382.34714285,51,3324811.4185714284,-217,4,5,4,454,4.35,Champions,3324811.42,76.66,94.29,76.04,Platinum
8250,2024-05-04,11850400.0,2,5925200.0,241,3,2,2,322,2.25,Promising,5925200.0,32.68,27.7,43.61,Silver
8300,2024-04-07,120000.0,2,60000.0,268,3,2,1,321,1.85,Promising,60000.0,0.18,27.7,42.08,Bronze
8301,2024-05-11,456018000.01,23,19826869.565652173,234,3,5,5,355,4.5,Loyal Customers,19826869.57,86.73,87.71,44.78,Platinum
8350,2024-05-06,536700000.0,8,67087500.0,239,3,4,5,345,4.15,Loyal Customers,67087500.0,88.21,68.61,44.04,Platinum
8351,2025-04-12,35373000.0,4,8843250.0,-102,4,3,3,433,3.25,Loyal Customers,8843250.0,51.11,50.86,65.42,Gold
8400,2024-07-08,4882632.0,4,1220658.0,176,3,3,1,331,2.2,Other,1220658.0,18.8,50.86,48.03,Bronze
8401,,60439180.0,5,12087836.0,719,2,3,4,234,3.15,Need Attention,12087836.0,60.57,57.68,18.12,Gold
8450,,61942320.0,6,10323720.0,719,2,4,4,244,3.5,Need Attention,10323720.0,60.93,62.84,18.12,Gold
8500,2025-10-01,62210401.0,16,3888150.0625,-274,5,5,4,554,4.6,Champions,3888150.06,61.06,82.56,81.94,Gold
8502,,352000000.0,5,70400000.0,719,2,3,5,235,3.55,Need Attention,70400000.0,85.26,57.68,18.12,Platinum
8551,2025-02-06,1731485.0,2,865742.5,-37,3,2,1,321,1.85,Promising,865742.5,7.99,27.7,57.68,Bronze
8552,,13554000.0,1,13554000.0,719,2,1,2,212,1.65,About To Sleep,13554000.0,36.0,9.58,18.12,Silver
8600,2024-12-11,532950000.0,3,177650000.0,20,3,2,5,325,3.45,Promising,177650000.0,88.08,41.77,55.04,Platinum
8650,,351500000.0,6,58583333.333333336,719,2,4,5,245,3.9,Need Attention,58583333.33,85.14,62.84,18.12,Platinum
8700,,2000000.0,1,2000000.0,719,2,1,1,211,1.25,About To Sleep,2000000.0,9.77,9.58,18.12,Bronze
8750,2025-03-02,179905330.75,45,3997896.238888889,-61,3,5,4,354,4.1,Loyal Customers,3997896.24,77.15,93.12,59.71,Platinum
8900,2024-08-11,60155210.0,4,15038802.5,142,3,3,4,334,3.4,Loyal Customers,15038802.5,60.44,50.86,49.94,Gold
9001,,8363636.4,2,4181818.2,719,2,2,2,222,2.0,Need Attention,4181818.2,27.64,27.7,18.12,Silver
9050,,5520000.0,1,5520000.0,719,2,1,1,211,1.25,About To Sleep,5520000.0,19.9,9.58,18.12,Bronze
9100,2025-03-01,16436000.0,3,5478666.666666667,-60,3,2,2,322,2.25,Promising,5478666.67,39.31,41.77,59.28,Silver
9150,2024-07-08,27487464.0,23,1195107.1304347827,176,3,5,3,353,3.7,Loyal Customers,1195107.13,46.81,87.71,48.03,Silver
9250,,484000.0,1,484000.0,719,2,1,1,211,1.25,About To Sleep,484000.0,1.72,9.58,18.12,Bronze
9300,2025-11-09,701760694.03,51,13760013.608431373,-313,5,5,5,555,5.0,Champions,13760013.61,90.29,94.29,92.26,Platinum
9350,2025-07-01,689331297.35,26,26512742.205769233,-182,4,5,5,455,4.75,Champions,26512742.21,90.05,89.31,71.74,Platinum
9400,,7920000.0,1,7920000.0,719,2,1,2,212,1.65,About To Sleep,7920000.0,25.8,9.58,18.12,Silver
9450,,42700000.0,3,14233333.333333334,719,2,2,3,223,2.4,Need Attention,14233333.33,54.05,41.77,18.12,Gold
9451,,26000000.0,1,26000000.0,719,2,1,3,213,2.05,Other,26000000.0,45.82,9.58,18.12,Silver
9500,2024-09-07,249670000.0,23,10855217.391304348,115,3,5,5,355,4.5,Loyal Customers,10855217.39,81.45,87.71,50.49,Platinum
9501,2025-03-07,187129800.0,2,93564900.0,-66,4,2,4,424,3.3,Potential Loyalist,93564900.0,77.76,27.7,60.75,Platinum
9502,,1001300000.0,9,111255555.55555555,719,2,4,5,245,3.9,Need Attention,111255555.56,92.63,71.56,18.12,Platinum
9551,2024-07-06,33300000.0,3,11100000.0,178,3,2,3,323,2.65,Promising,11100000.0,50.49,41.77,47.67,Gold
9650,2025-08-05,72385874.34714286,11,6580534.031558442,-217,4,4,4,444,4.0,Champions,6580534.03,63.14,76.54,76.04,Gold
9700,2024-11-06,23886713.0,6,3981118.8333333335,55,3,4,3,343,3.35,Loyal Customers,3981118.83,44.35,62.84,52.4,Silver
9750,2024-04-06,44814980.0,5,8962996.0,269,3,3,3,333,3.0,Loyal Customers,8962996.0,54.55,57.68,41.71,Gold
9751,2024-03-07,6380000.0,2,3190000.0,299,3,2,2,322,2.25,Promising,3190000.0,22.24,27.7,41.03,Bronze
9850,2024-05-06,12162162.0,1,12162162.0,239,3,1,2,312,1.9,Promising,12162162.0,33.05,9.58,44.04,Silver
9900,2024-10-06,70488000.0,2,35244000.0,86,3,2,4,324,3.05,Promising,35244000.0,62.65,27.7,51.35,Gold
10050,2024-09-07,100045365.0,4,25011341.25,115,3,3,4,334,3.4,Loyal Customers,25011341.25,69.16,50.86,50.49,Gold
10100,2025-03-10,12846000.0,5,2569200.0,-69,4,3,2,432,2.85,Potential Loyalist,2569200.0,34.4,57.68,61.73,Silver
10150,,110600000.0,2,55300000.0,719,2,2,4,224,2.8,Need Attention,55300000.0,70.76,27.7,18.12,Gold
10200,2024-12-08,182589742.0,11,16599067.454545455,23,3,4,4,344,3.75,Loyal Customers,16599067.45,77.64,76.54,54.36,Platinum
10250,2025-01-07,972480000.0,4,243120000.0,-7,3,3,5,335,3.8,Loyal Customers,243120000.0,92.14,50.86,55.65,Platinum
10300,,81830000.0,4,20457500.0,719,2,3,4,234,3.15,Need Attention,20457500.0,65.6,50.86,18.12,Gold
10350,,160000.0,1,160000.0,719,2,1,1,211,1.25,About To Sleep,160000.0,0.37,9.58,18.12,Bronze
10450,,1263500.0,1,1263500.0,719,2,1,1,211,1.25,About To Sleep,1263500.0,5.28,9.58,18.12,Bronze
10500,,9250000.0,3,3083333.3333333335,719,2,2,2,222,2.0,Need Attention,3083333.33,29.36,41.77,18.12,Silver
10501,2025-12-02,333710000.0,25,13348400.0,-336,5,5,5,555,5.0,Champions,13348400.0,84.52,88.76,94.9,Platinum
10550,,4500000.0,1,4500000.0,719,2,1,1,211,1.25,About To Sleep,4500000.0,17.81,9.58,18.12,Bronze
10600,2024-06-09,63774698.0,17,3751452.8235294116,205,3,5,4,354,4.1,Loyal Customers,3751452.82,61.67,83.42,46.62,Gold
10650,,69000000.0,1,69000000.0,719,2,1,4,214,2.45,Other,69000000.0,62.29,9.58,18.12,Gold
10700,2024-03-07,52800000.0,1,52800000.0,299,3,1,3,313,2.3,Promising,52800000.0,57.37,9.58,41.03,Gold
10750,2025-11-11,20169000.0,8,2521125.0,-315,5,4,3,543,3.85,Loyal Customers,2521125.0,42.01,68.61,93.37,Silver
10800,2025-10-07,678463763.0,3,226154587.66666666,-280,5,2,5,525,3.95,Potential Loyalist,226154587.67,89.93,41.77,84.28,Platinum
10801,2024-08-07,217879798.0,2,108939899.0,146,3,2,5,325,3.45,Promising,108939899.0,80.1,27.7,49.32,Platinum
10850,2024-08-07,22156200.0,3,7385400.0,146,3,2,3,323,2.65,Promising,7385400.0,43.0,41.77,49.32,Silver
10851,2025-07-07,39125000.0,4,9781250.0,-188,4,3,3,433,3.25,Loyal Customers,9781250.0,52.21,50.86,72.91,Gold
10950,2024-08-07,43152280.0,6,7192046.666666667,146,3,4,3,343,3.35,Loyal Customers,7192046.67,54.18,62.84,49.32,Gold
10951,2025-11-03,4101000.0,3,1367000.0,-307,5,2,1,521,2.35,Recent Customers,1367000.0,17.08,41.77,88.51,Bronze
10952,2024-10-07,17900000.0,1,17900000.0,85,3,1,3,313,2.3,Promising,17900000.0,40.91,9.58,51.47,Silver
11000,2025-10-09,48923832.0,3,16307944.0,-282,5,3,3,533,3.5,Loyal Customers,16307944.0,56.76,41.77,85.32,Gold
11001,2025-02-01,26751000.0,22,1215954.5454545454,-32,3,5,3,353,3.7,Loyal Customers,1215954.55,46.31,86.98,57.25,Silver
11100,2025-04-08,121071223.0,18,6726179.055555556,-98,4,5,4,454,4.35,Champions,6726179.06,72.6,84.52,63.88,Gold
11101,2025-10-09,32186000.0,6,5364333.333333333,-282,5,4,3,543,3.85,Loyal Customers,5364333.33,49.75,62.84,85.32,Silver
11200,,89133728.0,5,17826745.6,719,2,3,4,234,3.15,Need Attention,17826745.6,67.44,57.68,18.12,Gold
11250,2024-11-07,1298500.0,1,1298500.0,54,3,1,1,311,1.5,Promising,1298500.0,5.41,9.58,52.64,Bronze
11300,,46420000.0,2,23210000.0,719,2,2,3,223,2.4,Need Attention,23210000.0,55.28,27.7,18.12,Gold
11301,2024-02-08,47141556.0,9,5237950.666666667,327,2,4,3,243,3.1,Need Attention,5237950.67,55.65,71.56,39.74,Gold
11350,,8000000.0,4,2000000.0,719,2,3,2,232,2.35,Need Attention,2000000.0,26.6,50.86,18.12,Silver
11450,,38577678.0,7,5511096.857142857,719,2,4,3,243,3.1,Need Attention,5511096.86,51.97,66.03,18.12,Gold
11500,2025-03-02,24759000000.0,21,1179000000.0,-61,3,5,5,355,4.5,Loyal Customers,1179000000.0,100.0,86.36,59.71,Platinum
11550,2024-07-08,1470946.0,2,735473.0,176,3,2,1,321,1.85,Promising,735473.0,6.51,27.7,48.03,Bronze
11600,,1600000.0,3,533333.3333333334,719,2,3,1,231,1.95,Other,533333.33,7.49,41.77,18.12,Bronze
11650,,4000000.0,2,2000000.0,719,2,2,1,221,1.6,About To Sleep,2000000.0,16.71,27.7,18.12,Bronze
11700,2024-06-11,53277729.0,3,17759243.0,203,3,3,3,333,3.0,Loyal Customers,17759243.0,57.99,41.77,47.11,Gold
11750,2024-12-11,246890136.23,73,3382056.6606849316,20,3,5,5,355,4.5,Loyal Customers,3382056.66,81.2,97.05,55.04,Platinum
11850,2024-05-08,50090500.0,10,5009050.0,237,3,4,3,343,3.35,Loyal Customers,5009050.0,56.88,74.32,44.53,Gold
11900,2024-08-10,47303379.2,3,15767793.066666668,143,3,3,3,333,3.0,Loyal Customers,15767793.07,55.9,41.77,49.75,Gold
11950,,1400000.0,1,1400000.0,719,2,1,1,211,1.25,About To Sleep,1400000.0,6.14,9.58,18.12,Bronze
12000,,27097300.0,2,13548650.0,719,2,2,3,223,2.4,Need Attention,13548650.0,46.44,27.7,18.12,Silver
12050,2025-12-11,1288976000.0,40,32224400.0,-345,5,5,5,555,5.0,Champions,32224400.0,93.73,92.44,99.45,Platinum
12100,2025-12-09,7964530.0,9,884947.7777777778,-343,5,4,2,542,3.45,Potential Loyalist,884947.78,26.29,71.56,97.97,Silver
12150,2025-09-01,213393230.11981133,15,14226215.341320755,-244,4,5,4,454,4.35,Champions,14226215.34,79.85,81.57,78.87,Platinum
12200,2025-06-08,154720579.0,3,51573526.333333336,-159,4,3,4,434,3.65,Loyal Customers,51573526.33,75.8,41.77,70.58,Platinum
12250,2025-11-11,670720000.0,36,18631111.111111112,-315,5,5,5,555,5.0,Champions,18631111.11,89.68,91.89,93.37,Platinum
12350,2025-08-04,7920092.0,3,2640030.6666666665,-216,4,3,2,432,2.85,Potential Loyalist,2640030.67,25.92,41.77,75.43,Silver
12400,2024-06-08,3290000.0,1,3290000.0,206,3,1,1,311,1.5,Promising,3290000.0,14.86,9.58,46.01,Bronze
12500,2024-06-08,11300000.0,2,5650000.0,206,3,2,2,322,2.25,Promising,5650000.0,32.43,27.7,46.01,Silver
12550,2024-06-08,675226.0,2,337613.0,206,3,2,1,321,1.85,Promising,337613.0,2.58,27.7,46.01,Bronze
12551,2024-07-08,4466000.0,2,2233000.0,176,3,2,1,321,1.85,Promising,2233000.0,17.57,27.7,48.03,Bronze
12600,,6900000.0,2,3450000.0,719,2,2,2,222,2.0,Need Attention,3450000.0,23.1,27.7,18.12,Bronze
12650,2025-10-06,274909958.0,9,30545550.888888888,-279,5,4,5,545,4.65,Champions,30545550.89,83.05,71.56,83.42,Platinum
12700,2024-10-08,1300045337.7166667,32,40626416.803645834,84,3,5,5,355,4.5,Loyal Customers,40626416.8,93.98,91.09,51.6,Platinum
12750,2024-12-08,23981208.0,4,5995302.0,23,3,3,3,333,3.0,Loyal Customers,5995302.0,44.47,50.86,54.36,Silver
12850,,8147136.0,2,4073568.0,719,2,2,2,222,2.0,Need Attention,4073568.0,27.03,27.7,18.12,Silver
12851,,3131700.0,6,521950.0,719,2,4,1,241,2.3,Other,521950.0,14.13,62.84,18.12,Bronze
12900,,21000000.0,1,21000000.0,719,2,1,3,213,2.05,Other,21000000.0,42.26,9.58,18.12,Silver
12950,,41199000.0,4,10299750.0,719,2,3,3,233,2.75,Need Attention,10299750.0,53.19,50.86,18.12,Gold
12951,,225000000.0,7,32142857.14285714,719,2,4,5,245,3.9,Need Attention,32142857.14,80.34,66.03,18.12,Platinum
13000,2025-05-02,188392000.0,20,9419600.0,-122,4,5,4,454,4.35,Champions,9419600.0,78.01,85.87,66.28,Platinum
13050,2024-11-10,53040000.0,68,780000.0,51,3,5,3,353,3.7,Loyal Customers,780000.0,57.62,96.56,52.83,Gold
13100,,42479000.0,3,14159666.666666666,719,2,3,3,233,2.75,Need Attention,14159666.67,53.93,41.77,18.12,Gold
13150,2025-04-12,278994004.06,19,14683894.950526316,-102,4,5,5,455,4.75,Champions,14683894.95,83.17,85.5,65.42,Platinum
13251,2024-02-09,1842341.0,3,614113.6666666666,326,2,3,1,231,1.95,Other,614113.67,8.6,41.77,39.93,Bronze
13300,2025-07-07,649500000.0,4,162375000.0,-188,4,3,5,435,4.05,Loyal Customers,162375000.0,89.56,50.86,72.91,Platinum
13400,2025-09-10,143961714.0,3,47987238.0,-253,5,3,4,534,3.9,Loyal Customers,47987238.0,75.31,41.77,81.2,Platinum
13500,2025-04-09,207299720.0,9,23033302.222222224,-99,4,4,4,444,4.0,Champions,23033302.22,79.12,71.56,64.25,Platinum
13600,2025-12-09,214352158.0,15,14290143.866666667,-343,5,5,4,554,4.6,Champions,14290143.87,79.98,81.57,97.97,Platinum
13601,2024-04-09,18752927.0,2,9376463.5,266,3,2,3,323,2.65,Promising,9376463.5,41.4,27.7,42.44,Silver
13650,2024-06-09,4370000.0,2,2185000.0,205,3,2,1,321,1.85,Promising,2185000.0,17.32,27.7,46.62,Bronze
13700,2024-04-09,851351.0,1,851351.0,266,3,1,1,311,1.5,Promising,851351.0,3.32,9.58,42.44,Bronze
13750,2024-10-12,723601882.0,23,31460951.391304348,80,3,5,5,355,4.5,Loyal Customers,31460951.39,90.54,87.71,51.97,Platinum
13751,2024-06-09,38359650.0,1,38359650.0,205,3,1,3,313,2.3,Promising,38359650.0,51.84,9.58,46.62,Gold
13800,2024-09-09,14623649.0,7,2089092.7142857143,113,3,4,2,342,2.95,Need Attention,2089092.71,37.1,66.03,50.8,Silver
13850,2025-06-03,179980000.0,3,59993333.333333336,-154,4,3,4,434,3.65,Loyal Customers,59993333.33,77.4,41.77,69.66,Platinum
13852,,10691621.0,4,2672905.25,719,2,3,2,232,2.35,Need Attention,2672905.25,31.45,50.86,18.12,Silver
13901,,9390000.0,2,4695000.0,719,2,2,2,222,2.0,Need Attention,4695000.0,29.61,27.7,18.12,Silver
13950,2024-10-09,29917044.0,5,5983408.8,83,3,3,3,333,3.0,Loyal Customers,5983408.8,48.65,57.68,51.72,Silver
14000,2024-12-09,5700000.0,3,1900000.0,22,3,3,2,332,2.6,Need Attention,1900000.0,20.52,41.77,54.73,Bronze
14050,2025-06-03,1520776725.05,19,80040880.26578946,-154,4,5,5,455,4.75,Champions,80040880.27,94.59,85.5,69.66,Platinum
14052,2025-10-12,90374000.0,11,8215818.181818182,-285,5,4,4,544,4.25,Champions,8215818.18,67.69,76.54,87.53,Gold
14100,,4400000.0,1,4400000.0,719,2,1,1,211,1.25,About To Sleep,4400000.0,17.44,9.58,18.12,Bronze
14101,2025-07-01,9779684.0,6,1629947.3333333333,-182,4,4,2,442,3.2,Potential Loyalist,1629947.33,30.1,62.84,71.74,Silver
14150,,5230000.0,1,5230000.0,719,2,1,1,211,1.25,About To Sleep,5230000.0,19.53,9.58,18.12,Bronze
