customer_id,preferred_day_of_week,weekend_purchase_ratio,weekend_spending_ratio,q1.0_count,q2.0_count,q3.0_count,q4.0_count,seasonal_variation,preferred_quarter,first_purchase_date,last_purchase_date,total_transactions,customer_tenure_days,recency_days,active_period_days,purchase_velocity,lifecycle_stage,expected_days_to_purchase,days_overdue,churn_risk
5301,Tuesday,0.0,0.0,0,1,1,2,0.707,4.0,2024-11-12,2025-09-01,4,394.0,101.0,293.0,0.305,Veteran,97.66666666666667,3.3333333333333286,At Risk
5450,Tuesday,0.0,0.0,0,0,14,0,1.732,3.0,2025-08-12,2025-08-12,14,121.0,121.0,0.0,3.471,Established,0.0,121.0,Churned
5502,Monday,0.0,0.0,0,0,0,7,1.732,4.0,2024-12-06,2024-12-09,7,370.0,367.0,3.0,0.568,Veteran,0.5,366.5,Churned
5503,Tuesday,0.04,0.013,2,1,4,3,0.447,3.0,2024-03-12,2025-04-12,10,639.0,243.0,396.0,0.469,Veteran,44.0,199.0,Churned
5550,Thursday,0.0,0.0,2,0,0,0,1.732,1.0,2024-03-07,2024-03-07,2,644.0,644.0,0.0,0.093,Veteran,0.0,644.0,Churned
5553,Wednesday,0.167,0.17,0,3,0,2,1.039,2.0,2024-06-08,2025-04-02,5,551.0,253.0,298.0,0.272,Veteran,74.5,178.5,Churned
5554,Tuesday,0.0,0.0,0,17,0,0,1.732,2.0,2025-06-03,2025-06-05,17,191.0,189.0,2.0,2.67,Mature,0.125,188.875,Churned
5600,Saturday,0.233,0.155,4,6,1,3,0.515,2.0,2024-02-10,2025-10-06,14,670.0,66.0,604.0,0.627,Veteran,46.46153846153846,19.53846153846154,At Risk
5602,Wednesday,0.0,0.0,4,2,0,0,1.106,1.0,2024-01-02,2024-06-05,6,709.0,554.0,155.0,0.254,Veteran,31.0,523.0,Churned
5750,Tuesday,0.154,0.418,0,4,0,2,1.106,2.0,2025-06-10,2025-10-12,6,184.0,60.0,124.0,0.978,Mature,24.8,35.2,Dormant
5800,Tuesday,0.0,0.0,3,0,1,1,0.872,1.0,2024-01-02,2025-12-09,5,709.0,2.0,707.0,0.212,Veteran,176.75,-174.75,Active
5850,Sunday,0.378,0.382,2,8,6,7,0.396,2.0,2024-02-02,2025-11-06,23,678.0,35.0,643.0,1.018,Veteran,29.227272727272727,5.772727272727273,At Risk
5851,Saturday,0.111,0.183,0,1,0,0,1.732,2.0,2024-04-06,2024-04-06,1,614.0,614.0,0.0,0.049,Veteran,365.0,249.0,Churned
5900,Tuesday,0.0,0.0,1,0,0,0,1.732,1.0,2024-01-02,2024-01-02,1,709.0,709.0,0.0,0.042,Veteran,365.0,344.0,Churned
5901,Friday,0.0,0.0,1,0,0,0,1.732,1.0,2024-02-02,2024-02-02,1,678.0,678.0,0.0,0.044,Veteran,365.0,313.0,Churned
5950,Tuesday,0.0,0.0,0,0,2,0,1.732,3.0,2025-07-01,2025-07-01,2,163.0,163.0,0.0,0.368,Established,0.0,163.0,Churned
6000,Friday,0.0,0.0,2,0,0,0,1.732,1.0,2024-02-02,2024-02-02,2,678.0,678.0,0.0,0.088,Veteran,0.0,678.0,Churned
6050,Sunday,1.0,1.0,0,1,0,0,1.732,2.0,2024-06-02,2024-06-02,1,557.0,557.0,0.0,0.054,Veteran,365.0,192.0,Churned
6051,Sunday,0.267,0.119,0,1,0,8,1.487,4.0,2024-06-02,2025-12-02,9,557.0,9.0,548.0,0.485,Veteran,68.5,-59.5,Active
6100,Saturday,1.0,1.0,0,0,3,0,1.732,3.0,2024-08-03,2024-08-03,3,495.0,495.0,0.0,0.182,Veteran,0.0,495.0,Churned
6101,Saturday,0.6,0.981,0,3,0,0,1.732,2.0,2024-05-04,2024-05-04,3,586.0,586.0,0.0,0.154,Veteran,0.0,586.0,Churned
6151,Tuesday,0.0,0.0,0,0,3,0,1.732,3.0,2025-07-01,2025-07-01,3,163.0,163.0,0.0,0.552,Established,0.0,163.0,Churned
6200,Wednesday,0.0,0.0,2,0,0,0,1.732,1.0,2024-01-03,2024-01-03,2,708.0,708.0,0.0,0.085,Veteran,0.0,708.0,Churned
6201,Monday,0.0,0.0,0,0,0,1,1.732,4.0,2024-12-02,2024-12-02,1,374.0,374.0,0.0,0.08,Veteran,365.0,9.0,At Risk
6250,Monday,0.167,0.222,13,8,1,7,0.588,1.0,2024-03-06,2025-12-06,29,645.0,5.0,640.0,1.349,Veteran,22.857142857142858,-17.857142857142858,Active
6350,Sunday,0.781,0.848,0,25,0,0,1.732,2.0,2024-04-07,2024-04-07,25,613.0,613.0,0.0,1.223,Veteran,0.0,613.0,Churned
6400,Thursday,0.0,0.0,0,2,0,0,1.732,2.0,2024-04-04,2024-05-07,2,616.0,583.0,33.0,0.097,Veteran,33.0,550.0,Churned
6551,Monday,0.056,0.102,2,0,1,4,0.845,4.0,2024-02-05,2025-12-02,7,675.0,9.0,666.0,0.311,Veteran,111.0,-102.0,Active
6600,Monday,0.0,0.0,1,0,0,1,1.0,1.0,2025-02-10,2025-12-03,2,304.0,8.0,296.0,0.197,Mature,296.0,-288.0,Active
6701,Saturday,0.4,0.417,1,1,3,0,0.872,3.0,2024-03-12,2024-08-03,5,639.0,495.0,144.0,0.235,Veteran,36.0,459.0,Churned
6751,Wednesday,0.0,0.0,0,9,0,0,1.732,2.0,2024-06-05,2024-06-05,9,554.0,554.0,0.0,0.487,Veteran,0.0,554.0,Churned
6800,Saturday,0.138,0.228,2,11,7,10,0.467,2.0,2024-02-08,2025-12-03,30,672.0,8.0,664.0,1.339,Veteran,22.896551724137932,-14.896551724137932,Active
7000,Thursday,0.0,0.0,1,1,3,0,0.872,3.0,2024-05-03,2025-07-03,5,587.0,161.0,426.0,0.256,Veteran,106.5,54.5,Dormant
7001,Friday,0.0,0.0,0,1,0,0,1.732,2.0,2024-05-03,2024-05-03,1,587.0,587.0,0.0,0.051,Veteran,365.0,222.0,Churned
7050,Thursday,0.0,0.0,0,1,1,0,1.0,2.0,2024-06-06,2024-07-03,2,553.0,526.0,27.0,0.108,Veteran,27.0,499.0,Churned
7103,Sunday,0.5,0.173,0,0,0,3,1.732,4.0,2024-12-08,2024-12-08,3,368.0,368.0,0.0,0.245,Veteran,0.0,368.0,Churned
7250,Sunday,0.111,0.251,0,1,0,0,1.732,2.0,2024-04-07,2024-04-07,1,613.0,613.0,0.0,0.049,Veteran,365.0,248.0,Churned
7251,Thursday,0.0,0.0,0,1,0,0,1.732,2.0,2024-06-06,2024-06-06,1,553.0,553.0,0.0,0.054,Veteran,365.0,188.0,Churned
7400,Tuesday,0.0,0.0,0,0,0,1,1.732,4.0,2024-11-12,2024-11-12,1,394.0,394.0,0.0,0.076,Veteran,365.0,29.0,At Risk
7500,Monday,0.0,0.0,0,1,0,0,1.732,2.0,2024-05-06,2024-05-06,1,584.0,584.0,0.0,0.051,Veteran,365.0,219.0,Churned
7550,Sunday,0.556,0.502,0,4,0,5,1.012,4.0,2024-10-06,2025-04-07,9,431.0,248.0,183.0,0.626,Veteran,22.875,225.125,Churned
7950,Thursday,0.0,0.0,0,4,1,0,1.311,2.0,2024-04-04,2025-07-01,5,616.0,163.0,453.0,0.244,Veteran,113.25,49.75,Dormant
8000,Thursday,0.0,0.0,1,0,0,0,1.732,1.0,2024-01-04,2024-01-04,1,707.0,707.0,0.0,0.042,Veteran,365.0,342.0,Churned
8050,Sunday,0.2,0.03,0,0,0,2,1.732,4.0,2024-11-06,2025-11-02,2,400.0,39.0,361.0,0.15,Veteran,361.0,-322.0,Active
8100,Friday,0.0,0.0,1,0,1,0,1.0,1.0,2024-03-04,2025-09-05,2,647.0,97.0,550.0,0.093,Veteran,550.0,-453.0,Active
8150,Wednesday,0.059,0.049,0,5,1,3,0.853,2.0,2024-04-07,2025-10-01,9,613.0,71.0,542.0,0.44,Veteran,67.75,3.25,At Risk
8151,Monday,0.0,0.0,4,10,3,0,0.854,2.0,2024-04-12,2025-08-05,17,608.0,128.0,480.0,0.839,Veteran,30.0,98.0,Churned
8250,Saturday,1.0,1.0,0,2,0,0,1.732,2.0,2024-05-04,2024-05-04,2,586.0,586.0,0.0,0.102,Veteran,0.0,586.0,Churned
8300,Sunday,0.5,0.667,0,1,0,0,1.732,2.0,2024-04-07,2024-04-07,1,613.0,613.0,0.0,0.049,Veteran,365.0,248.0,Churned
8301,Saturday,0.217,0.104,0,5,0,0,1.732,2.0,2024-05-11,2024-05-11,5,579.0,579.0,0.0,0.259,Veteran,0.0,579.0,Churned
8350,Monday,0.0,0.0,0,3,0,0,1.732,2.0,2024-05-06,2024-05-06,3,584.0,584.0,0.0,0.154,Veteran,0.0,584.0,Churned
8351,Saturday,0.5,0.522,0,2,0,0,1.732,2.0,2025-04-12,2025-04-12,2,243.0,243.0,0.0,0.247,Mature,0.0,243.0,Churned
8400,Friday,0.0,0.0,1,0,1,0,1.0,1.0,2024-02-09,2024-07-08,2,671.0,521.0,150.0,0.089,Veteran,150.0,371.0,Churned
8500,Monday,0.0,0.0,0,0,1,4,1.311,4.0,2024-10-07,2025-10-01,5,430.0,71.0,359.0,0.349,Veteran,89.75,-18.75,Active
8551,Thursday,0.0,0.0,1,0,0,0,1.732,1.0,2025-02-06,2025-02-06,1,308.0,308.0,0.0,0.097,Mature,365.0,-57.0,Active
8600,Wednesday,0.0,0.0,0,0,0,3,1.732,4.0,2024-10-07,2024-12-11,3,430.0,365.0,65.0,0.209,Veteran,32.5,332.5,Churned
8750,Monday,0.067,0.049,3,4,4,0,0.596,2.0,2024-01-08,2025-03-02,11,703.0,284.0,419.0,0.469,Veteran,41.9,242.1,Churned
8900,Wednesday,0.25,0.103,0,3,1,0,1.225,2.0,2024-06-05,2024-08-11,4,554.0,487.0,67.0,0.217,Veteran,22.333333333333332,464.6666666666667,Churned
9100,Saturday,0.667,0.754,1,0,1,0,1.0,1.0,2024-08-10,2025-03-01,2,488.0,285.0,203.0,0.123,Veteran,203.0,82.0,Churned
9150,Monday,0.0,0.0,0,1,4,0,1.311,3.0,2024-06-06,2024-07-08,5,553.0,521.0,32.0,0.271,Veteran,8.0,513.0,Churned
9300,Sunday,0.137,0.075,8,2,3,2,0.663,1.0,2024-04-11,2025-11-09,15,609.0,32.0,577.0,0.739,Veteran,41.214285714285715,-9.214285714285715,Active
9350,Monday,0.0,0.0,0,0,8,5,1.052,3.0,2024-09-12,2025-07-01,13,455.0,163.0,292.0,0.857,Veteran,24.333333333333332,138.66666666666666,Churned
9500,Saturday,0.13,0.064,2,0,3,0,1.039,3.0,2024-02-12,2024-09-07,5,668.0,460.0,208.0,0.225,Veteran,52.0,408.0,Churned
9501,Friday,0.0,0.0,1,0,0,0,1.732,1.0,2025-03-07,2025-03-07,1,279.0,279.0,0.0,0.108,Mature,365.0,-86.0,Active
9551,Saturday,0.667,0.931,0,0,2,0,1.732,3.0,2024-07-06,2024-07-06,2,523.0,523.0,0.0,0.115,Veteran,0.0,523.0,Churned
9650,Tuesday,0.0,0.0,0,0,1,0,1.732,3.0,2025-08-05,2025-08-05,1,128.0,128.0,0.0,0.234,Established,365.0,-237.0,Active
9700,Wednesday,0.0,0.0,2,1,0,1,0.707,1.0,2024-01-08,2024-11-06,4,703.0,400.0,303.0,0.171,Veteran,101.0,299.0,Churned
9750,Saturday,1.0,1.0,0,5,0,0,1.732,2.0,2024-04-06,2024-04-06,5,614.0,614.0,0.0,0.244,Veteran,0.0,614.0,Churned
9751,Thursday,0.0,0.0,2,0,0,0,1.732,1.0,2024-03-07,2024-03-07,2,644.0,644.0,0.0,0.093,Veteran,0.0,644.0,Churned
9850,Monday,0.0,0.0,0,1,0,0,1.732,2.0,2024-05-06,2024-05-06,1,584.0,584.0,0.0,0.051,Veteran,365.0,219.0,Churned
9900,Sunday,1.0,1.0,0,0,0,2,1.732,4.0,2024-10-06,2024-10-06,2,431.0,431.0,0.0,0.139,Veteran,0.0,431.0,Churned
10050,Saturday,0.25,0.26,0,0,1,0,1.732,3.0,2024-09-07,2024-09-07,1,460.0,460.0,0.0,0.065,Veteran,365.0,95.0,Churned
10100,Monday,0.0,0.0,2,0,0,0,1.732,1.0,2025-03-10,2025-03-10,2,276.0,276.0,0.0,0.217,Mature,0.0,276.0,Churned
10200,Sunday,0.091,0.041,0,0,0,1,1.732,4.0,2024-12-08,2024-12-08,1,368.0,368.0,0.0,0.082,Veteran,365.0,3.0,At Risk
10250,Tuesday,0.0,0.0,2,0,0,0,1.732,1.0,2025-01-07,2025-01-07,2,338.0,338.0,0.0,0.178,Mature,0.0,338.0,Churned
10501,Sunday,0.16,0.305,0,6,2,4,0.745,2.0,2024-04-07,2025-12-02,12,613.0,9.0,604.0,0.587,Veteran,54.90909090909091,-45.90909090909091,Active
10600,Wednesday,0.118,0.103,4,2,0,0,1.106,1.0,2024-02-07,2024-06-09,6,673.0,550.0,123.0,0.267,Veteran,24.6,525.4,Churned
10700,Thursday,0.0,0.0,1,0,0,0,1.732,1.0,2024-03-07,2024-03-07,1,644.0,644.0,0.0,0.047,Veteran,365.0,279.0,Churned
10750,Thursday,0.0,0.0,1,2,2,1,0.333,2.0,2024-03-07,2025-11-11,6,644.0,30.0,614.0,0.28,Veteran,122.8,-92.8,Active
10800,Tuesday,0.0,0.0,0,0,1,2,1.106,4.0,2024-08-07,2025-10-07,3,491.0,65.0,426.0,0.183,Veteran,213.0,-148.0,Active
10801,Wednesday,0.0,0.0,0,0,2,0,1.732,3.0,2024-08-07,2024-08-07,2,491.0,491.0,0.0,0.122,Veteran,0.0,491.0,Churned
10850,Wednesday,0.0,0.0,0,1,1,0,1.0,2.0,2024-04-10,2024-08-07,2,610.0,491.0,119.0,0.098,Veteran,119.0,372.0,Churned
10851,Tuesday,0.0,0.0,0,2,1,0,1.106,2.0,2024-05-07,2025-07-07,3,583.0,157.0,426.0,0.154,Veteran,213.0,-56.0,Active
10950,Wednesday,0.0,0.0,0,0,4,0,1.732,3.0,2024-08-07,2024-08-07,4,491.0,491.0,0.0,0.244,Veteran,0.0,491.0,Churned
10951,Monday,0.0,0.0,0,0,0,3,1.732,4.0,2024-10-07,2025-11-03,3,430.0,38.0,392.0,0.209,Veteran,196.0,-158.0,Active
10952,Monday,0.0,0.0,0,0,0,1,1.732,4.0,2024-10-07,2024-10-07,1,430.0,430.0,0.0,0.07,Veteran,365.0,65.0,Churned
11000,Monday,0.0,0.0,0,1,0,1,1.0,2.0,2025-05-12,2025-10-09,2,213.0,63.0,150.0,0.282,Mature,150.0,-87.0,Active
11001,Monday,0.091,0.153,2,2,0,4,0.707,4.0,2024-06-12,2025-02-01,8,547.0,313.0,234.0,0.439,Veteran,33.42857142857143,279.57142857142856,Churned
11100,Wednesday,0.111,0.301,1,1,0,5,1.097,4.0,2024-10-09,2025-04-08,7,428.0,247.0,181.0,0.491,Veteran,30.166666666666668,216.83333333333334,Churned
11101,Tuesday,0.0,0.0,0,2,0,1,1.106,2.0,2024-04-09,2025-10-09,3,611.0,63.0,548.0,0.147,Veteran,274.0,-211.0,Active
11250,Thursday,0.0,0.0,0,0,0,1,1.732,4.0,2024-11-07,2024-11-07,1,399.0,399.0,0.0,0.075,Veteran,365.0,34.0,Dormant
11301,Thursday,0.0,0.0,1,0,0,0,1.732,1.0,2024-02-08,2024-02-08,1,672.0,672.0,0.0,0.045,Veteran,365.0,307.0,Churned
11500,Thursday,0.048,0.032,1,0,20,0,1.624,3.0,2024-09-12,2025-03-02,21,455.0,284.0,171.0,1.385,Veteran,8.55,275.45,Churned
11550,Monday,0.0,0.0,0,0,1,0,1.732,3.0,2024-07-08,2024-07-08,1,521.0,521.0,0.0,0.058,Veteran,365.0,156.0,Churned
11700,Tuesday,0.0,0.0,0,2,0,0,1.732,2.0,2024-06-11,2024-06-11,2,548.0,548.0,0.0,0.109,Veteran,0.0,548.0,Churned
11750,Wednesday,0.082,0.062,0,1,6,10,0.947,4.0,2024-04-10,2024-12-11,17,610.0,365.0,245.0,0.836,Veteran,15.3125,349.6875,Churned
11850,Wednesday,0.0,0.0,1,9,0,0,1.51,2.0,2024-02-09,2024-05-08,10,671.0,582.0,89.0,0.447,Veteran,9.88888888888889,572.1111111111111,Churned
11900,Saturday,0.667,0.725,0,0,2,0,1.732,3.0,2024-08-10,2024-08-10,2,488.0,488.0,0.0,0.123,Veteran,0.0,488.0,Churned
12050,Monday,0.15,0.147,7,0,12,8,0.64,3.0,2024-01-08,2025-12-11,27,703.0,0.0,703.0,1.152,Veteran,27.03846153846154,-27.03846153846154,Active
12100,Tuesday,0.111,0.162,0,0,2,2,1.0,3.0,2025-09-09,2025-12-09,4,93.0,2.0,91.0,1.29,Established,30.333333333333332,-28.333333333333332,Active
12150,Monday,0.0,0.0,4,0,4,0,1.0,1.0,2024-02-08,2025-09-01,8,672.0,101.0,571.0,0.357,Veteran,81.57142857142857,19.42857142857143,At Risk
12200,Sunday,0.333,0.045,0,1,0,0,1.732,2.0,2025-06-08,2025-06-08,1,186.0,186.0,0.0,0.161,Mature,365.0,-179.0,Active
12250,Monday,0.028,0.005,0,7,0,5,1.027,2.0,2024-11-12,2025-11-11,12,394.0,30.0,364.0,0.914,Veteran,33.09090909090909,-3.0909090909090935,Active
12350,Thursday,0.0,0.0,2,0,1,0,1.106,1.0,2024-02-08,2025-08-04,3,672.0,129.0,543.0,0.134,Veteran,271.5,-142.5,Active
12400,Saturday,1.0,1.0,0,1,0,0,1.732,2.0,2024-06-08,2024-06-08,1,551.0,551.0,0.0,0.054,Veteran,365.0,186.0,Churned
12500,Saturday,1.0,1.0,0,2,0,0,1.732,2.0,2024-06-08,2024-06-08,2,551.0,551.0,0.0,0.109,Veteran,0.0,551.0,Churned
12550,Saturday,0.5,0.334,0,1,0,0,1.732,2.0,2024-06-08,2024-06-08,1,551.0,551.0,0.0,0.054,Veteran,365.0,186.0,Churned
12551,Monday,0.0,0.0,0,0,2,0,1.732,3.0,2024-07-08,2024-07-08,2,521.0,521.0,0.0,0.115,Veteran,0.0,521.0,Churned
12650,Monday,0.111,0.509,1,0,0,6,1.421,4.0,2024-02-12,2025-10-06,7,668.0,66.0,602.0,0.314,Veteran,100.33333333333333,-34.33333333333333,Active
12700,Sunday,0.719,0.772,2,24,0,1,1.479,2.0,2024-03-12,2024-10-08,27,639.0,429.0,210.0,1.268,Veteran,8.076923076923077,420.9230769230769,Churned
12750,Sunday,0.25,0.334,0,0,0,1,1.732,4.0,2024-12-08,2024-12-08,1,368.0,368.0,0.0,0.082,Veteran,365.0,3.0,At Risk
13000,Friday,0.1,0.083,3,2,0,3,0.612,1.0,2024-03-09,2025-05-02,8,642.0,223.0,419.0,0.374,Veteran,59.857142857142854,163.14285714285714,Churned
13050,Wednesday,0.294,0.294,0,12,48,8,1.083,3.0,2024-05-12,2024-11-10,68,578.0,396.0,182.0,3.529,Veteran,2.716417910447761,393.2835820895522,Churned
13150,Monday,0.053,0.01,0,1,1,0,1.0,2.0,2024-09-09,2025-04-12,2,458.0,243.0,215.0,0.131,Veteran,215.0,28.0,At Risk
13251,Friday,0.0,0.0,3,0,0,0,1.732,1.0,2024-02-09,2024-02-09,3,671.0,671.0,0.0,0.134,Veteran,0.0,671.0,Churned
13300,Monday,0.0,0.0,0,0,1,3,1.225,4.0,2024-11-12,2025-07-07,4,394.0,157.0,237.0,0.305,Veteran,79.0,78.0,Churned
13400,Wednesday,0.0,0.0,0,0,1,0,1.732,3.0,2025-09-10,2025-09-10,1,92.0,92.0,0.0,0.326,Established,365.0,-273.0,Active
13500,Wednesday,0.0,0.0,0,6,0,0,1.732,2.0,2025-04-09,2025-04-09,6,246.0,246.0,0.0,0.732,Mature,0.0,246.0,Churned
13600,Sunday,0.2,0.083,1,3,0,1,0.872,2.0,2024-02-12,2025-12-09,5,668.0,2.0,666.0,0.225,Veteran,166.5,-164.5,Active
13601,Tuesday,0.0,0.0,0,2,0,0,1.732,2.0,2024-04-09,2024-04-09,2,611.0,611.0,0.0,0.098,Veteran,0.0,611.0,Churned
13650,Sunday,1.0,1.0,0,2,0,0,1.732,2.0,2024-06-09,2024-06-09,2,550.0,550.0,0.0,0.109,Veteran,0.0,550.0,Churned
13700,Tuesday,0.0,0.0,0,1,0,0,1.732,2.0,2024-04-09,2024-04-09,1,611.0,611.0,0.0,0.049,Veteran,365.0,246.0,Churned
13750,Sunday,0.13,0.089,0,2,0,1,1.106,2.0,2024-05-12,2024-10-12,3,578.0,425.0,153.0,0.156,Veteran,76.5,348.5,Churned
13751,Sunday,1.0,1.0,0,1,0,0,1.732,2.0,2024-06-09,2024-06-09,1,550.0,550.0,0.0,0.055,Veteran,365.0,185.0,Churned
13800,Monday,0.0,0.0,0,0,5,0,1.732,3.0,2024-09-09,2024-09-09,5,458.0,458.0,0.0,0.328,Veteran,0.0,458.0,Churned
13850,Tuesday,0.0,0.0,0,1,0,0,1.732,2.0,2025-06-03,2025-06-03,1,191.0,191.0,0.0,0.157,Mature,365.0,-174.0,Active
13950,Wednesday,0.0,0.0,0,0,0,1,1.732,4.0,2024-10-09,2024-10-09,1,428.0,428.0,0.0,0.07,Veteran,365.0,63.0,Churned
14000,Monday,0.0,0.0,0,0,0,2,1.732,4.0,2024-12-09,2024-12-09,2,367.0,367.0,0.0,0.163,Veteran,0.0,367.0,Churned
14050,Tuesday,0.0,0.0,1,18,0,0,1.613,2.0,2024-01-10,2025-06-03,19,701.0,191.0,510.0,0.813,Veteran,28.333333333333332,162.66666666666666,Churned
14052,Sunday,0.091,0.022,0,0,0,1,1.732,4.0,2025-10-12,2025-10-12,1,60.0,60.0,0.0,0.5,Developing,365.0,-305.0,Active
14101,Tuesday,0.0,0.0,0,0,1,0,1.732,3.0,2025-07-01,2025-07-01,1,163.0,163.0,0.0,0.184,Established,365.0,-202.0,Active
14250,Wednesday,0.0,0.0,8,0,1,0,1.487,1.0,2024-01-10,2025-08-01,9,701.0,132.0,569.0,0.385,Veteran,71.125,60.875,Churned
14300,Saturday,0.182,0.274,0,0,0,2,1.732,4.0,2025-10-04,2025-11-02,2,68.0,39.0,29.0,0.882,Developing,29.0,10.0,At Risk
14401,Wednesday,0.0,0.0,5,0,0,0,1.732,1.0,2024-01-10,2024-01-10,5,701.0,701.0,0.0,0.214,Veteran,0.0,701.0,Churned
14402,Wednesday,0.25,0.19,2,1,0,0,1.106,1.0,2024-01-10,2024-05-11,3,701.0,579.0,122.0,0.128,Veteran,61.0,518.0,Churned
14403,Wednesday,0.0,0.0,0,4,0,0,1.732,2.0,2024-04-10,2024-04-10,4,610.0,610.0,0.0,0.197,Veteran,0.0,610.0,Churned
14404,Tuesday,0.0,0.0,1,1,1,3,0.577,4.0,2024-03-12,2025-11-11,6,639.0,30.0,609.0,0.282,Veteran,121.8,-91.8,Active
14451,Sunday,0.333,0.564,7,0,0,0,1.732,1.0,2024-03-10,2025-03-02,7,641.0,284.0,357.0,0.328,Veteran,59.5,224.5,Churned
14500,Wednesday,0.0,0.0,3,0,0,0,1.732,1.0,2024-01-10,2024-01-10,3,701.0,701.0,0.0,0.128,Veteran,0.0,701.0,Churned
14501,Wednesday,0.0,0.0,0,1,0,0,1.732,2.0,2024-04-10,2024-04-10,1,610.0,610.0,0.0,0.049,Veteran,365.0,245.0,Churned
14502,Thursday,0.0,0.0,0,0,2,1,1.106,3.0,2024-09-12,2024-11-11,3,455.0,395.0,60.0,0.198,Veteran,30.0,365.0,Churned
14550,Sunday,0.462,0.268,4,0,4,3,0.596,1.0,2024-07-11,2025-11-07,11,518.0,34.0,484.0,0.637,Veteran,48.4,-14.399999999999999,Active
14600,Tuesday,0.0,0.0,0,0,1,0,1.732,3.0,2024-09-10,2024-09-10,1,457.0,457.0,0.0,0.066,Veteran,365.0,92.0,Churned
14650,Tuesday,0.0,0.0,0,0,0,3,1.732,4.0,2024-10-10,2024-11-12,3,427.0,394.0,33.0,0.211,Veteran,16.5,377.5,Churned
14651,Tuesday,0.0,0.0,0,1,0,0,1.732,2.0,2025-05-06,2025-05-06,1,219.0,219.0,0.0,0.137,Mature,365.0,-146.0,Active
14700,Thursday,0.038,0.001,1,1,2,1,0.346,3.0,2024-11-10,2025-08-07,5,396.0,126.0,270.0,0.379,Veteran,67.5,58.5,Dormant
14750,Monday,0.0,0.0,2,0,0,0,1.732,1.0,2024-02-12,2024-02-12,2,668.0,668.0,0.0,0.09,Veteran,0.0,668.0,Churned
14800,Tuesday,0.0,0.0,0,1,0,0,1.732,2.0,2024-06-11,2024-06-11,1,548.0,548.0,0.0,0.055,Veteran,365.0,183.0,Churned
14850,Thursday,0.0,0.0,9,1,0,8,0.896,1.0,2024-01-11,2025-11-03,18,700.0,38.0,662.0,0.771,Veteran,38.94117647058823,-0.941176470588232,Active
14900,Tuesday,0.182,0.221,2,0,0,4,1.106,4.0,2024-11-12,2025-01-12,6,394.0,333.0,61.0,0.457,Veteran,12.2,320.8,Churned
14951,Friday,0.25,0.167,0,2,0,0,1.732,2.0,2024-05-11,2025-05-02,2,579.0,223.0,356.0,0.104,Veteran,356.0,-133.0,Active
15000,Monday,0.0,0.0,0,0,5,0,1.732,3.0,2025-07-08,2025-08-04,5,156.0,129.0,27.0,0.962,Established,6.75,122.25,Churned
15050,Thursday,0.0,0.0,0,0,2,17,1.499,4.0,2024-12-12,2025-07-11,19,364.0,153.0,211.0,1.566,Mature,11.722222222222221,141.27777777777777,Churned
15150,Tuesday,0.113,0.211,22,4,10,3,0.776,1.0,2024-09-12,2025-12-09,39,455.0,2.0,453.0,2.571,Veteran,11.921052631578947,-9.921052631578947,Active
15201,Thursday,0.0,0.0,2,0,0,0,1.732,1.0,2025-02-06,2025-02-06,2,308.0,308.0,0.0,0.195,Mature,0.0,308.0,Churned
15400,Thursday,0.0,0.0,1,0,0,1,1.0,1.0,2024-01-11,2025-10-09,2,700.0,63.0,637.0,0.086,Veteran,637.0,-574.0,Active
15450,Thursday,0.0,0.0,0,0,5,0,1.732,3.0,2024-07-11,2024-07-11,5,518.0,518.0,0.0,0.29,Veteran,0.0,518.0,Churned
15550,Thursday,0.0,0.0,1,0,0,0,1.732,1.0,2024-01-11,2024-01-11,1,700.0,700.0,0.0,0.043,Veteran,365.0,335.0,Churned
15553,Monday,0.0,0.0,1,4,5,0,0.825,3.0,2024-09-12,2025-09-10,10,455.0,92.0,363.0,0.659,Veteran,40.333333333333336,51.666666666666664,Dormant
15601,Friday,0.0,0.0,0,2,0,2,1.0,2.0,2025-06-10,2025-11-07,4,184.0,34.0,150.0,0.652,Mature,50.0,-16.0,Active
15651,Thursday,0.0,0.0,0,1,0,0,1.732,2.0,2025-04-03,2025-04-03,1,252.0,252.0,0.0,0.119,Mature,365.0,-113.0,Active
15800,Wednesday,0.0,0.0,0,0,0,2,1.732,4.0,2024-12-11,2024-12-11,2,365.0,365.0,0.0,0.164,Mature,0.0,365.0,Churned
16050,Thursday,0.0,0.0,0,1,0,0,1.732,2.0,2025-06-05,2025-06-05,1,189.0,189.0,0.0,0.159,Mature,365.0,-176.0,Active
16200,Wednesday,0.0,0.0,0,0,6,0,1.732,3.0,2025-09-10,2025-09-10,6,92.0,92.0,0.0,1.957,Established,0.0,92.0,Churned
16252,Wednesday,0.0,0.0,0,1,0,0,1.732,2.0,2024-06-12,2024-06-12,1,547.0,547.0,0.0,0.055,Veteran,365.0,182.0,Churned
16351,Monday,0.0,0.0,1,0,0,0,1.732,1.0,2024-02-12,2024-02-12,1,668.0,668.0,0.0,0.045,Veteran,365.0,303.0,Churned
16400,Monday,0.0,0.0,0,0,0,1,1.732,4.0,2025-10-06,2025-10-06,1,66.0,66.0,0.0,0.455,Developing,365.0,-299.0,Active
16500,Friday,0.0,0.0,0,1,0,0,1.732,2.0,2024-04-12,2024-04-12,1,608.0,608.0,0.0,0.049,Veteran,365.0,243.0,Churned
