id,name,customer_no,category_id,category_name,email,phone,city
9502,PT. Javas Karya Tungga,J-0014,,,,021-22768937,
8900,PT. Jawara Meraki Nusantara,J-0013,,,,,
102,PT. Jaya Kartha Solusindo,J-0006,,,,,
10850,PT. Jaya Otomasi Solusindo (Javatech),J-0015,,,,,
376,PT. Jedi Global Teknologi,J-0005,,,,021-80622255,
431,PT. Jembatan Citra Nusantara,J-0004,,,,,
15552,PT. Jenco Mulia Teknologi,J-0017,,,,,
19500,PT. Jinom Network Indonesia,J-0020,,,,,
27050,PT. Kacci Purnama Indah,K-0024,,,,,
27202,PT. Kamera Pengintai Indonesia,K-0026,,,,,
17500,PT. Karunia Sinergi,K-0015,,,,,
363,PT. Karya Enam Sembilan,K-0001,,,,,
5554,PT. Karya Informasi Nusantara,K-0006,,,,,
7950,PT. Karya Sahabat Global,K-0009,,,,,
24850,PT. Kawan Teknologi Pratama,K-0021,,,,,
1050,PT. Kawani Pratama Karya,K-0002,,,,,
12600,PT. Kembang Griya Cahaya,K-0012,,,,,
1350,PT. Kharis Cita Prasada,K-0003,,,,,
23450,PT. Kharisma Makmur Jaya,K-0020,,,,,
21750,PT. Kinirta Diwangkara,K-0019,,,,08151619217,
1801,PT. Kirana Sakti Komputindo,K-0004,,,,08998401080,
20550,PT. Kolaborasi Riset Dan Inovasi,K-0017,,,,,
12250,PT. Komputama Nusantara,K-0011,,,,,
26750,PT. Kreasi Anugerah Solusindo,K-0023,,,,,
9001,PT. Kreasicipta Aksesdasisindo,K-0010,,,,,
12900,PT. Kreatif System Indonesia,K-0013,,,,,
20052,PT. Kundalini Saktisejati,K-0016,,,,,
3401,PT. Kusri Teknik Abadi,K-0005,,,,021-78844909,
21853,PT. Langodoi Tridaya Semesta,L-0012,,,,,
4300,PT. Lestari Elektrik Indonesia,L-0004,,,,(021) 5389857,
25150,PT. Lievee Ciptatama Indonesia,L-0014,,,,,
10950,PT. Lima Menara Bintang,L-0008,,,,021-29602147,
342,PT. Link Net Tbk,L-0001,,,,085101503869,
14851,PT. Lintang Utama Infotek,L-0010,,,,,
402,PT. Lintas Data Prima,L-0002,,,,0274-415632,
5550,PT. Lintas Sumber Solusi,L-0006,,,,,
6350,PT. Lisea Solusi Indonesia,L-0007,,,,021-5707175,
19050,PT. Lusavindra Jayamadya,L-0011,,,,,
29150,PT. MLV Teknologi,M-0093,,,,,
9700,PT. Macro Trend Technology,M-0043,,,,,
15800,PT. Maedtra Technology Partner,M-0061,,,,,
17000,PT. Magenta Adhi Solusi,M-0063,,,,,
913,PT. Magna Duta Integrasi,M-0018,,,,,
6250,PT. Magnum Solution,M-0034,,,,,
5050,PT. Maha Data Solusi,M-0030,,,,021-27936139,
11700,PT. Mahardika Teknotama Integrasi,M-0049,,,,,
358,PT. Mahavira System Integra,M-0003,,,,021-50152742,
463,PT. Makmur Abadi Senantiasa,M-0015,,,,08116365679,
7152,PT. Makmur Eka Teknologi,M-0037,,,,,
12350,PT. Makro Alpha Solusindo,M-0052,,,,,
22350,PT. Mandiri Cipta Integrasi,M-0080,,,,,
7101,PT. Mangkuta Jaya Teknologi,M-0038,,,,,
10200,PT. Manunggal Integrasi Sejahtera,M-0044,,,,,
9650,PT. Manunggal Sistem Sejahtera,M-0042,,,,,
21800,PT. Master Solusi Teknologi,M-0078,,,,087777020888,
19350,PT. Maxima Inti Technology,M-0070,,,,,
403,PT. Maxindo Mitra Solusi,M-0010,,,,08118006090,
12750,PT. Maxplus Indonesia Anugerah,M-0054,,,,,
14201,PT. Media Data Teknologi,M-0058,,,,,
19900,PT. Media Distribusi Prima,M-0073,,,,,
8450,PT. Media Kreasi Solusindo,M-0041,,,,,
3450,PT. Media Telekomunikasi Mandiri,M-0025,,,,021-290 83808,
20700,PT. Media Telematika Indonesia,M-0075,,,,,
10250,PT. Mega Akses Persada,M-0045,,,,,
3600,PT. Mega Arkati Informatika,M-0027,,,,021-29315007,
3650,PT. Mega Bintang Mas Indonesia,M-0029,,,,,
10700,PT. Mega Buana Teknologi,M-0046,,,,,
14800,PT. Megatama Securindo Abadi,M-0059,,,,,
367,PT. Melvar Prima Solusi,M-0006,,,,,
19250,PT. Menara Praya Dimensi,M-0069,,,,0361-4484346,
17100,PT. Menaratiga Pilar Sejahtera,M-0064,,,,,
2150,PT. Mentari Jayatek Indo,M-0020,,,,,
21550,PT. Mentari Media Data,M-0077,,,,,
12050,PT. Meta Prima Integrasi,M-0050,,,,,
6751,PT. Metro Teknik Indonesia,M-0035,,,,021-634545,
472,PT. Metrocom Global Solusi,M-0016,,,,,
13400,"PT. Metrodata Electronics, Tbk.",M-0057,,,,,
23750,PT. Metrosolusi Teknologi Indonesia,M-0082,,,,,
5450,PT. Micronet Gigatech Indoglobal,M-0032,,,,,
18750,PT. Microreksa Infonet,M-0068,,,,,
1103,PT. Milenial Inti Telekomunikasi,M-0019,,,,,
2051,PT. Minitech Finance Indonesia,M-0007,,,,,
19451,PT. Mitra Hutama Pratama,P-0041,,,,,
17800,PT. Mitra Indojaya Teknologi,M-0066,,,,,
445,PT. Mitra Infosarana,M-0014,,,,,
11200,PT. Mitra Infotech Prima,M-0047,,,,,
425,PT. Mitra Integrasi Informatika,M-0012,,,,,
7251,PT. Mitra Inti Bersama,M-0039,,,,,
3403,PT. Mitra Jaringan Global,M-0026,,,,021-77831954,
18350,PT. Mitra Karya Papera,M-0067,,,,,
362,PT. Mitra Karya Teknologi,M-0008,,,,,
28100,PT. Mitra Kasih Perkasa,M-0091,,,,,
21855,PT. Mitra Kawan Fauna,M-0079,,,,,
436,PT. Mitra Mega Sinergi,M-0013,,,,,
6100,PT. Mitra Serasi Solusindo,M-0033,,,,,
1550,PT. Mitra Sistematika Global,M-0005,,,,021- 3502242,
2353,PT. Mitra Surya Solusindo,M-0022,,,,021-29450589,
2356,PT. Mitra Teknik Cemerlang Sentosa,M-0023,,,,021-55700365,
5350,PT. Mitra Teknologi Andalan Utama,M-0031,,,,021-39702188,
1351,PT. Mitra Teleinformatika Perkasa,M-0004,,,,,
19450,PT. Mitra Visindo Teknologi,M-0071,,,,,
17350,PT. Mitradata Solusi Terpadu,M-0065,,,,021-50271186,
8300,PT. Mitrainti Sejahtera Elentrindo,M-0040,,,,,
26550,PT. Mitrasoft Infonet,M-0087,,,,,
16500,PT. Mitsindo Visual Pratama,M-0062,,,,,
15150,PT. Mora Telematika Indonesia Tbk,M-0060,,,,021-3157533,
27650,PT. Multi Jaya Solusion,M-0088,,,,,
395,PT. Multi Prima Integrasi,M-0011,,,,,
13050,PT. Multi Solusindo Perkasa,M-0056,,,,,
25802,PT. Multi Tekindo Eratama,M-0085,,,,,
12650,PT. Multi Trading Indonesia Global,M-0053,,,,,
24250,PT. Multiintegra,M-0084,,,,,
151,PT. Multipolar Technology Tbk,M-0009,,,,021-29676188,
1953,PT. Multipro Jaya Prima,M-0021,,,,089651332516,
24051,PT. Mumtaz Berjaya Makmur,M-0083,,,,,
25951,PT. My Icon Technology,M-0086,,,,,
4051,PT. NTT Indonesia Technology,N-0006,,,,,
27151,PT. Nano Nusantara Teknologi,N-0023,,,,,
21250,PT. Nata Solusi Pratama,N-0020,,,,,
4550,PT. Neotech Cakrawala Indonesia,N-0007,,,,021-29448465,
23050,PT. Net Centera Digi Graha,N-0021,,,,,
6153,PT. Net Sistem Infotama,N-0013,,,,,
16250,PT. Netmarks Indonesia,N-0017,,,,,
8000,PT. Netphonic Systems,N-0014,,,,021-26692500,
10500,PT. Netsolution,N-0015,,,,,
318,PT. Nettocyber Indonesia,N-0002,,,,021-29406767,
501,PT. Network Data Sistem,N-0004,,,,,
600,PT. Newton Cipta Informatika,N-0005,,,,021- 27899690,
347,PT. Next Digital Information,N-0003,,,,,
25301,PT. Nimbus Teknologi Indonesia,N-0022,,,,,
5750,PT. Novus Solusi Integrasi,N-0011,,,,,
4451,PT. Nuclear Coating Fabric,N-0009,,,,,
6152,PT. Nusa Inti Cemerlang,N-0012,,,,021-22052111,
17750,PT. Nusa Network Prakarsa,N-0019,,,,,
16850,PT. Nusalogi Intergrasi Sistem,N-0018,,,,,
5501,PT. Nusantara Compnet Integrator,N-0010,,,,,
26800,PT. Office And Security Solution,O-0005,,,,,
9450,PT. Ogaloogi,O-0003,,,,,
1051,PT. One Hundred Percent Production,O-0002,,,juwita.nasruddin@onehundredpro.com,081218900093,
19452,PT. One Rah Teknologi Indonesia,O-0004,,,,,
22851,PT. PINS Indonesia,P-0046,,,,,
24650,PT. PINTUKREATIF INDONESIA BERKARYA,Z-0004,,,,,
3350,PT. Packet System Indonesia,P-0013,,,,021-29710500,
2302,PT. Padi Internet,P-0009,,,,,
20350,PT. Pajajaran Informatika Nusantara,P-0043,,,,,
23250,PT. Palapa Intan Lestari,P-0048,,,,,
16750,PT. Panglima Kamayo Media,P-0033,,,,,
11850,PT. Pantech Tanginas Monoscope,P-0025,,,,,
10750,PT. Pantero Selaras Agung,P-0023,,,,,
17400,PT. Parsaroan Global Datatrans,P-0036,,,,,
14900,PT. Pasifik Cipta Nusantara,P-0030,,,,,
6651,PT. Pelatihan Otomasi Indonesia,P-0019,,,,,
2751,PT. Perkom Indah Murni,P-0011,,,,021-5700525,
14100,PT. Permata Anugerah Abadi,P-0027,,,,,
912,PT. Persada Raya Sentosa,P-0007,,,,,
15651,PT. Petra Abadi Intergrasi,P-0031,,,,,
28200,PT. Pilar Garba Inti,P-0053,,,,,
1204,PT. Pilar Solusi Indonesia,P-0008,,,,085322222668,
10501,PT. Pilar Utama Solusindo,P-0021,,,,,
2950,PT. Pileatech Indo Makmur,P-0012,,,info@pileatech.com,,
26752,PT. Platindo Karya Prima,P-0051,,,,,
856,PT. Pop Net Indonesia,P-0006,,,,082120008098,
3701,PT. Power Kalista Satria,P-0014,,,,021-86602482,
18100,PT. Powernet  Indosolusi,P-0038,,,,021-52891910,
21900,PT. Prabu Masiva Datatech,P-0045,,,,021- 381 0417,
20200,PT. Prajaya Adhimulia Solusindo,P-0042,,,,,
23400,PT. Prakarsa Tunas Wiguna,P-0050,,,,,
23251,PT. Prasetya Dwidharma Teknologi,P-0049,,,,,
21200,PT. Pratama Agung Solusindo,P-0044,,,,,
9350,PT. Pratama Solusi Armindo,P-0020,,,,,
414,PT. Praweda Sarana Informatika,P-0004,,,,,
12150,PT. Prima Data Semesta,P-0026,,,,024-76676670,
3902,PT. Prima Dua Jaya,P-0015,,,,021-5711808,
392,PT. Prima Integrasi Network,P-0002,,,admin@prima-integrasi.co.id,021-27893355,
14401,PT. Prima Jaya Persada Nusantara,P-0028,,,,,
4551,PT. Prima System Integrated,P-0016,,,,,
5555,PT. Primadata Global Solusindo,P-0018,,,,021-29857302,
16400,PT. Prime Teknologi Solusi,P-0032,,,,,
152,PT. Prio Integrasi Universal,P-0005,,,,082120008098,
346,PT. Pro Sistimatika Automasi,P-0003,,,support@prosia.co.id,021-22055813,
2650,PT. Profescipta Wahana Teknik,P-0010,,,,,
22950,PT. Profesional Network Indonesia,P-0047,,,,,
14404,PT. Profis Orkestrasi Solusindo,P-0029,,,,,
5200,PT. Promedia Inti Solusi,P-0017,,,,02129870313,
10600,PT. Pucuk Mas Jaya,P-0022,,,,08123647458,
18000,PT. Putera Unggul Sejahtera,P-0037,,,,,
26753,PT. Putra Artha Solusindo,P-0052,,,,,
16901,PT. Putra Kaltim Prakasa,P-0034,,,,,
10851,PT. Putra Salim Technology,P-0024,,,,,
6550,PT. Qiandra Information Technology,Q-0004,,,,,
355,PT. Quad Sinergi Teknologi,Q-0001,,,,021-22546916,
1400,PT. Quantum Tera Network,Q-0002,,,,,
4700,PT. Qwords Company International,Q-0003,,,,,
21700,PT. Rakitan Niaga Nusantara,R-0009,,,,,
17803,PT. Rangrang Volar Sinergi,R-0008,,,,,
6201,PT. Rejeki Leluhur Abadi,R-0003,,,,,
10801,PT. Reksa Data Jogja,R-0005,,,,08122969679,
26801,PT. Robicode Kreasi Indonesia,R-0013,,,,,
11250,PT. Sagitta Indonesia,S-0033,,,,,
4800,PT. Salix Scura Sanctuary,S-0020,,,,,
27350,PT. Saluyu Infotama Sistem,S-0078,,,,,
2052,PT. Sanatel,S-0008,,,,,
28202,PT. Santoso Adhi Sejahtera,S-0081,,,,,
24451,PT. Sapahala Nusantara Integrasi,S-0070,,,,,
19551,PT. Sarana Solusindo Informatika,S-0058,,,,,
5150,PT. Sarana Teknologi Utama,I-0020,,,,,
13700,PT. Saranainsan Mudaselaras,S-0039,,,,,
27450,PT. Satata Neka Tama,S-0079,,,,,
14052,PT. Satu Akses Indonesia,S-0041,,,,,
1203,PT. Satu Solusi Sistem,S-0005,,,,,
8750,PT. Sekawan Global Komunika,S-0026,,,,,
3755,PT. Semesta Teknologi Informatika,S-0016,,,,,
11301,PT. Semua Aplikasi Indonesia,S-0034,,,,,
2951,PT. Sendara Mitra Solusi,S-0012,,,info@sendaramitrasolusi.id,0895328178952,
14402,PT. Sentra Paramitra,S-0042,,,,,
26600,PT. Sentralindo Solusi Utama,S-0075,,,,,
14650,PT. Serbaneka Guna Abadi,S-0043,,,,,
1052,PT. Sinar Alam Abadi,S-0003,,,,,
23500,PT. Sinar Arun Teknologi,S-0064,,,,,
13650,PT. Sinergi Informatika Semen Indonesia,S-0038,,,,,
9551,PT. Sinergi Karunia Sejahtera,S-0027,,,,,
5603,PT. Sinergi Media Mentari Teknologi,S-0021,,,,,
2354,PT. Sinergi Solusi Informatika,S-0011,,,,,
24450,PT. Sinergi Solusi Sekawan,S-0069,,,,,
4453,PT. Sinergy Informasi Pratama,S-0017,,,,021-58355599,
13000,PT. Siscom Technologies,S-0037,,,,,
24351,PT. Siscom Teknologi Indonesia,S-0068,,,,,
13850,PT. Sisindokom Lintasbuana,S-0040,,,,,
10050,PT. Sistelindo Mitralintas,S-0029,,,,021-530994,
26700,PT. Sistem Digital Informatika,S-0076,,,,,
24350,PT. Smart Integrator Indo,S-0067,,,,,
14701,PT. Smart Lintas Media,S-0044,,,,,
21100,PT. Smartnet Magna Global,S-0061,,,,,
16151,PT. Snet Indonesia,S-0046,,,,,
19402,PT. Sokka Tama Fiber,S-0056,,,,,
8600,PT. Solid Absolut Mandiri,S-0025,,,,,
10650,PT. Solid Sapta Grup,S-0031,,,,,
3250,PT. Soltech Data Indonesia,S-0013,,,,,
18950,PT. Solusi Arya Prima,S-0053,,,,,
21001,PT. Solusi Integrasi Bersama,S-0062,,,,,
11100,PT. Solusi Integrator Teknologi,S-0032,,,,,
25251,PT. Solusi Jaringan Nirkabel,S-0072,,,,,
7651,PT. Solusi Multi Tehnologi,S-0024,,,,021-83782197/8,
1150,PT. Solusi Teknologi Abadi,S-0004,,,,,
18050,PT. Solusi Teknologi Gemilang,S-0051,,,,,
16651,PT. Solusi Trimitra Persada,S-0048,,,,,
503,PT. Solusindo Bintang Pratama,S-0002,,,,,
5850,PT. Spectra Solusi Global,S-0022,,,,,
24150,PT. Spektra Sukses Sejahtera,S-0066,,,,,
15050,PT. Star Teknologi Development,S-0045,,,,,
27550,PT. Starva Era Digital,S-0080,,,,,
25700,PT. Sukma Sejati Media,S-0073,,,,,
24001,PT. Sukses Bangun Nusantara,S-0065,,,,,
17550,PT. Sukses Perdagangan Indonesia,S-0050,,,,,
19453,PT. Sumber Inti Teknologi,S-0057,,,,,
9900,PT. Sumbersolusindo Hitech,S-0028,,,,021-6306807,
24600,PT. Super Tekno Nusantara,S-0071,,,,,
3750,PT. Surya Citra Technology,S-0014,,,,,
19200,PT. Surya Megah Expertindo,S-0054,,,,(031) 5018809,
4750,PT. Surya Prima Sakti,S-0019,,,,,
2102,PT. Surya Sakti Teknologi Indonesia,S-0009,,,,031-5313703,
10100,PT. Svarakom Solusi Teknologi,S-0030,,,,021-5501326,
1500,PT. Svarnatech Jaya Solusi,S-0006,,,,,
3752,PT. Synetcom Lintas Buana,S-0015,,,,(021) 58351632,
20951,PT. Synnex Metrodata Indonesia,S-0060,,,,,
4650,PT. Sysdata Solusi Digital,S-0018,,,,0822-9793-7328,
20051,PT. System Integrated Asia,S-0059,,,,,
8502,PT. TAB Solutions,T-0018,,,,081319900483,
27152,PT. Tata Mitra Sentosa,T-0052,,,,,
5553,PT. Taurus Sampai Tuntas,T-0013,,,,,
26751,PT. Tech Bridge Systematics Indonesia,T-0049,,,,,
27500,PT. Technoland Arya Utama,T-0053,,,,,
8551,PT. Tegar Solusi Indonesia,T-0017,,,,,
27150,PT. Tekno Global Cyber Indo,T-0050,,,,,
25850,PT. Tekno Sekuriti Mandiri,T-0048,,,,,
24400,PT. Teknologi Abyakta Utama,T-0043,,,,,
14000,PT. Teknologi Angkasa Makmur Abadi,T-0026,,,,,
1750,PT. Teknologi Cipta Digital Media Nusantara,T-0003,,,,08119998944,
22200,PT. Teknologi Inti Mapan Utama Raya,T-0040,,,,,
15553,PT. Teknologi Mandiri Integritas,T-0028,,,,,
6200,PT. Terang Inti Sejahtera,T-0015,,,,,
12400,PT. Terus Raih Prestasi,T-0024,,,,,
5551,PT. Tiga Berlian Komputindo,T-0012,,,,,
14451,PT. Tigatra Infokom,T-0027,,,,021-83700726,
20400,PT. Titis Cahaya Sejahtera,T-0036,,,,,
27400,PT. Tomio Auto Engineering,T-0051,,,,,
383,PT. Top Utama Solusindo,T-0002,,,,,
1951,PT. Toyota Tsusho Systems Indonesia,T-0004,,,,,
20050,PT. Tplink Indonesia,T-0034,,,,,
21450,PT. Trans Pacific International Logistics,T-0039,,,,,
2850,PT. Transtech Global Network,T-0008,,,,022-87801233,
10952,PT. Trees Solutions,T-0021,,,,,
21050,PT. Tri Datu Telekomunikasi,T-0037,,,info@tridatunetwork.id,(0361) 6207272,
21151,PT. Tri Eltree Elemen,T-0038,,,,,
25152,PT. Tri Energi Berkarya,T-0044,,,,,
23600,PT. Tri Megah Selaras Indonesia,T-0042,,,,,
3850,PT. Tri Mitra Dimensi,T-0010,,,,,
3852,PT. Tri Multi Dimensi,T-0011,,,,,
16100,PT. Tridaya Piranti Infranet,T-0029,,,,,
25801,PT. Trifecta Sinergi International,T-0047,,,,,
28000,PT. Trigatra Sistem Integrasi,T-0054,,,,,
23300,PT. Trilam,T-0041,,,,,
10350,PT. Trimesta Teknologi Indonesia,T-0020,,,sales@trimestateknologi.com,+6285186860918,
2500,PT. Trimitra Buana Anugerah,T-0006,,,,081330275508,
2451,PT. Trimitra Cipta Bersama,T-0007,,,,02139711568,
8401,PT. Trimitra Data Teknologi,T-0016,,,,,
5900,PT. Trimitra Kolaborasi Mandiri,T-0014,,,,,
12950,PT. Trimitra Solusindo Cemerlang,T-0025,,,,,
25451,PT. Trimitra Sukses Indonesia,T-0046,,,,,
1453,PT. Trinet Prima Solusi,T-0001,,,,021-34831212,
19501,PT. Triniti Inti Bersama,T-0032,,,,,
25350,PT. Trinity Megah Sejati,T-0045,,,,,
11450,PT. Tunggal Opti Persada,T-0023,,,,,
27201,PT. Uni Makmur Elektrika,U-0008,,,,,
7300,PT. United Teknologi Integrasi,U-0001,,,,021-3505050,
12200,PT. Universal Daya Amanah,U-0002,,,,,
21850,PT. Universal Network Indonesia,U-0006,,,,,
16300,PT. Usaha Adi Sanggoro,U-0005,,,,,
16050,PT. Usaha Gedung Mandiri,U-0004,,,,,
26850,PT. Utama Cahaya Gumilang,U-0007,,,,,
15850,PT. Uwais Borneo Group,U-0003,,,,,
396,PT. Varnion Technology Semesta,V-0002,,,,021-39712002,
2600,PT. Venstar Sejahtera Berdikari,V-0001,,,,,
15000,PT. Vervetama Technology,V-0004,,,,,
23650,PT. Victory Network Indonesia,V-0009,,,,,
19150,PT. Vinatama Mas,V-0006,,,,,
18850,PT. Viriya Persada Netindo,V-0005,,,,,
7000,PT. Viros Prime Solution,V-0003,,,,,
21051,PT. Virtus Technology Indonesia,V-0007,,,,,
21650,PT. Visual Communication Solution,V-0008,,,,,
8500,PT. Wadma Berkah Sedaya,W-0007,,,,,
13100,PT. Wahana Alfa Husada,W-0010,,,,,
359,PT. Wahana Data Solusindo,W-0001,,,,021-5385577,
23702,PT. Wahana Elektronik Indonesia,W-0014,,,,,
364,PT. Wahana Internet Nusantara,W-0002,,,,0267-8401585,
7600,PT. Wahana Piranti Teknologi,W-0006,,,,021-22553131,
26500,PT. Wasupati Teknologi Informasi,W-0017,,,,,
419,PT. Web Data Solusindo,W-0003,,,,,
8552,PT. Weida Contruction Indonesia,W-0008,,,,,
5500,PT. Widjaja Piranti Teknologi,W-0004,,,,,
25153,PT. Wira Arta Telematika,W-0016,,,,,
11101,PT. Wowrack Cepat Teknologi Nusantara,W-0009,,,,,
317,PT. Xapiens Teknologi Indonesia,X-0001,,,,021-39709300,
16000,PT. Xbook Informatika Perkasa,X-0002,,,,,
26300,PT. Xirka Dama Persada,X-0003,,,,,
2355,PT. Yaztech Engineering Solusindo,Y-0001,,,info@yaztech.co.id,(021) 7203052 / 0812-1953-7943,
27200,PT. Zacotech Mitra Usaha,Z-0006,,,,,
3000,PT. Zoom Infotek Telesindo,Z-0001,,,,0251-7540292,
2352,PT. eGlobal Teknologi Solusindo,E-0006,,,,021-57957447,
8100,PT. iLogo Infralogy,I-0027,,,,,
1650,Pelanggan Umum,C.00000,,,,,
12951,Pt. Kawan Muda Teknologi,K-0014,,,,,
26250,R. Ayodhya Wahyupriyantoro,R-0012,,,,,
4052,Radian Dalih,R-0002,,,,,
9300,Raja Network Nusantara,R-0004,,,,,
22650,Rasheed Mirza Maulana,R-0010,,,,,
24550,Reza Ariputra,R-0011,,,,,
27000,Rezha Wahyu Pandu P,R-0014,,,,,
13601,Rudi Haryanto,R-0007,,,,,
26901,Satria Adi Nugraha,S-0077,,,,,
26150,Silvana,S-0074,,,,,
19401,Sofwanhadi Saleh,S-0055,,,,,
16350,Sugeng Fitriono,S-0047,,,,,
19001,Technical Advisory Group Sdn Bhd (1584673-X),T-0030,,,,,
19550,Technical Advisory Group Sdn Bhd (1584673-X),T-0033,,,,,
9550,Tianjing Meiting,T-0019,,,,,
4350,Toko Nam Nam / Sunaryo Suhwahyudi,T-0009,,,,(031) 7882107,
29300,Valentino Yossiah,V-0011,,,,,
22450,Werkz Athmar Teknologi,W-0013,,,,,
24800,Wijaya NG,W-0015,,,,,
20000,Wik Hermon Sagala,W-0012,,,,,
12550,Yenny Yuliana,Y-0004,,,,,
15200,Yohan Setioso,Y-0007,,,,,
13800,Yohana Nita Ferdina,Y-0006,,,,,
12551,Yosep Purwo Kurniawan,Y-0005,,,,,
9150,Yossy Adhitama Sidharta,Y-0003,,,,,
26902,Yunita Wulandari / Mardiono,Y-0008,,,,,
21101,cnmbi,C.00023,,,,,
27051,conet,C.00026,,,,,
3001,sendara,C.00003,,,,,
21002,top solusi,C.00024,,,,,
