customer_id,cluster_id,cluster_label,recency,frequency,monetary,avg_transaction_value,purchase_consistency
14650,0,Medium Value,49,4,41806582.0,10451645.5,0.0
14651,0,Medium Value,-126,2,873873.0,436936.5,0.297
14652,1,Low Value,719,3,1126126.23,375375.41,0.297
14700,0,Medium Value,-219,26,567958800.0,21844569.230769232,0.0
14701,1,Low Value,719,5,95793600.0,19158720.0,0.297
14750,0,Medium Value,323,4,9619000.0,2404750.0,1.0
14751,1,Low Value,719,4,8115000.0,2028750.0,0.297
14753,1,Low Value,719,1,3850000.0,3850000.0,0.297
14800,0,Medium Value,203,25,328062564.0,13122502.56,0.297
14850,0,Medium Value,-307,46,33021000.0,717847.8260869565,0.0
14851,1,Low Value,719,7,108706189.0,15529455.57142857,0.297
14900,0,Medium Value,-12,11,128103600.0,11645781.818181818,1.0
14950,1,Low Value,719,1,2150000.0,2150000.0,0.297
14951,0,Medium Value,-122,4,1351350.46,337837.615,0.297
14952,1,Low Value,719,5,74085135.0,14817027.0,0.297
15000,0,Medium Value,-216,8,163398982.2,20424872.775,0.0
15050,0,Medium Value,-192,27,59811760.0,2215250.3703703703,1.0
15150,0,Medium Value,-343,53,1750548383.6293435,33029214.78545931,0.0
15200,1,Low Value,719,3,8040000.0,2680000.0,0.297
15201,0,Medium Value,-37,5,27937106.0,5587421.2,1.0
15300,1,Low Value,719,2,1868000.0,934000.0,0.297
15350,1,Low Value,719,2,558000000.0,279000000.0,0.297
15400,0,Medium Value,-282,4,10032000.0,2508000.0,0.297
15450,0,Medium Value,173,5,96019000.0,19203800.0,1.0
15500,1,Low Value,719,3,12209532.0,4069844.0,0.297
15550,1,Low Value,355,1,2300000.0,2300000.0,0.297
15552,1,Low Value,719,2,1372000.0,686000.0,0.297
15553,0,Medium Value,-253,13,758385621.0,58337355.461538464,0.0
15601,0,Medium Value,-311,8,10555972.97,1319496.62125,1.0
15651,0,Medium Value,-93,3,13449000.0,4483000.0,0.297
15750,1,Low Value,719,1,7100000.0,7100000.0,0.297
15800,0,Medium Value,20,2,1070270.0,535135.0,1.0
15850,1,Low Value,719,1,5128000.0,5128000.0,0.297
15950,1,Low Value,719,4,8613070.0,2153267.5,0.297
16000,1,Low Value,719,2,8789000.0,4394500.0,0.297
16050,0,Medium Value,-156,3,812000000.0,270666666.6666667,0.297
16100,1,Low Value,719,1,1024000.0,1024000.0,0.297
16150,1,Low Value,719,5,28543000.0,5708600.0,0.297
16151,1,Low Value,719,4,344335290.71428573,86083822.67857143,0.297
16200,0,Medium Value,-253,14,47029000.0,3359214.285714286,1.0
16250,1,Low Value,719,3,29475000.0,9825000.0,0.297
16251,1,Low Value,719,2,28250000.0,14125000.0,0.297
16252,1,Low Value,202,1,25350000.0,25350000.0,0.297
16300,1,Low Value,719,1,878000.0,878000.0,0.297
16350,1,Low Value,719,1,2685000.0,2685000.0,0.297
16351,1,Low Value,323,1,11700000.0,11700000.0,0.297
16400,0,Medium Value,-279,5,12888000.0,2577600.0,0.297
16500,1,Low Value,263,1,1756756.8,1756756.8,0.297
16600,0,Medium Value,-61,3,132482548.0,44160849.333333336,1.0
16650,0,Medium Value,-43,4,71611539.0,17902884.75,0.297
16651,1,Low Value,719,9,12177000.0,1353000.0,0.297
16700,0,Medium Value,80,2,498784.0,249392.0,1.0
16701,0,Medium Value,-191,8,32880115.114070795,4110014.3892588494,0.297
16702,1,Low Value,719,6,107480750.0,17913458.333333332,0.297
16750,0,Medium Value,80,3,5950832.0,1983610.6666666667,1.0
16751,0,Medium Value,19,2,5359000.0,2679500.0,0.297
16800,0,Medium Value,-102,3,136258504.0,45419501.333333336,0.297
16801,1,Low Value,719,4,27560000.0,6890000.0,0.297
16850,1,Low Value,719,1,4000000.0,4000000.0,0.297
16901,1,Low Value,719,8,29422090.0,3677761.25,0.297
16950,0,Medium Value,-66,4,16062125.0,4015531.25,1.0
17000,0,Medium Value,-132,13,117211855.8,9016296.6,0.297
17050,1,Low Value,719,6,115280750.0,19213458.33333333,0.297
17100,0,Medium Value,-11,5,1292950000.0,258590000.0,1.0
17150,0,Medium Value,-343,12,191306325.0,15942193.75,0.297
17200,0,Medium Value,-92,10,41223495.0,4122349.5,0.297
17250,0,Medium Value,-284,20,255797691.0,12789884.55,0.0
17350,1,Low Value,719,2,8160000.0,4080000.0,0.297
17400,1,Low Value,719,1,45040006.0,45040006.0,0.297
17450,1,Low Value,719,1,3288290.0,3288290.0,0.297
17550,0,Medium Value,-60,2,3182400.0,1591200.0,0.297
17600,0,Medium Value,-152,5,8319819.57,1663963.914,1.0
17700,0,Medium Value,-213,3,4500000.0,1500000.0,1.0
17750,0,Medium Value,-222,11,193095000.0,17554090.90909091,0.0
17800,1,Low Value,719,1,35640000.0,35640000.0,0.297
17801,1,Low Value,719,4,28691000.0,7172750.0,0.297
17803,1,Low Value,719,3,8940000.0,2980000.0,0.297
17804,0,Medium Value,-310,10,139975292.89999998,13997529.289999995,0.0
17900,0,Medium Value,-337,13,102177794.0,7859830.307692308,1.0
18000,1,Low Value,719,1,2800000.0,2800000.0,0.297
18050,0,Medium Value,-12,5,69560654.0,13912130.8,0.297
18100,0,Medium Value,-156,9,66194250.0,7354916.666666667,1.0
18101,0,Medium Value,-216,16,121400000.0,7587500.0,1.0
18151,0,Medium Value,-345,12,30942000.0,2578500.0,0.0
18200,1,Low Value,719,1,2102400.0,2102400.0,0.297
18250,0,Medium Value,-128,3,528000000.0,176000000.0,0.297
18300,0,Medium Value,-252,11,44039750.0,4003613.636363636,0.0
18350,0,Medium Value,-183,1,2000000.0,2000000.0,0.297
18450,0,Medium Value,-33,2,12440000.0,6220000.0,1.0
18500,0,Medium Value,-313,19,208525500.0,10975026.315789474,1.0
18550,0,Medium Value,-92,8,31775224.0,3971903.0,1.0
18600,0,Medium Value,-153,1,12400000.0,12400000.0,0.297
18650,0,Medium Value,-183,6,24602643.0,4100440.5,1.0
18750,0,Medium Value,-275,1,5985586.0,5985586.0,0.297
18800,0,Medium Value,-311,49,180925802.0,3692363.3061224488,0.0
18850,0,Medium Value,-313,3,25850000.0,8616666.666666666,0.0
18900,1,Low Value,719,2,84930000.0,42465000.0,0.297
18901,0,Medium Value,-343,5,10440000.0,2088000.0,0.297
18950,0,Medium Value,-336,2,11954306.32,5977153.16,1.0
19000,1,Low Value,719,1,268800000.0,268800000.0,0.297
19001,0,Medium Value,-247,5,85911743.0,17182348.6,0.0
19050,2,High Value,-66,4,7479538890.0,1869884722.5,1.0
19100,1,Low Value,719,1,6397680.0,6397680.0,0.297
19150,1,Low Value,719,4,72920000.0,18230000.0,0.297
19200,1,Low Value,719,2,15796736.0,7898368.0,0.297
19250,0,Medium Value,-315,16,31190558.68,1949409.9175,0.0
19251,1,Low Value,719,7,84097323.36,12013903.337142857,0.297
19300,0,Medium Value,-216,8,18175000.0,2271875.0,1.0
19350,1,Low Value,719,3,8550000.0,2850000.0,0.297
19401,1,Low Value,719,1,11200000.0,11200000.0,0.297
19402,1,Low Value,719,2,6590000.0,3295000.0,0.297
19450,0,Medium Value,-132,9,239088106.0,26565345.111111112,1.0
19451,1,Low Value,719,2,17272500.0,8636250.0,0.297
19452,1,Low Value,719,1,7500000.0,7500000.0,0.297
19453,0,Medium Value,-62,1,26711700.0,26711700.0,0.297
19500,1,Low Value,719,2,23040000.0,11520000.0,0.297
19501,1,Low Value,719,2,25600000.0,12800000.0,0.297
19551,0,Medium Value,-62,1,1420000.0,1420000.0,0.297
19650,0,Medium Value,-343,53,163711195.28,3088890.4769811323,0.0
19700,0,Medium Value,-154,7,56967009.0,8138144.142857143,1.0
19750,0,Medium Value,-154,1,509910.0,509910.0,0.297
19800,0,Medium Value,-184,8,13133560.0,1641695.0,1.0
19850,0,Medium Value,-192,18,118411000.0,6578388.888888889,0.0
19900,0,Medium Value,-276,2,13090000.0,6545000.0,1.0
19950,0,Medium Value,-308,18,132192005.65,7344000.313888889,0.297
20000,1,Low Value,719,1,490000.0,490000.0,0.297
20001,1,Low Value,719,1,450450.0,450450.0,0.297
20002,1,Low Value,719,3,6907040.0,2302346.6666666665,0.297
20003,1,Low Value,719,1,2360000.0,2360000.0,0.297
20050,0,Medium Value,-280,10,771649653.0,77164965.3,0.297
20051,1,Low Value,719,5,55850000.0,11170000.0,0.297
20052,0,Medium Value,-282,11,20635300.0,1875936.3636363635,0.0
20053,1,Low Value,719,3,7229915.3471428575,2409971.7823809525,0.297
20100,0,Medium Value,-247,6,107055090.0,17842515.0,1.0
20150,1,Low Value,719,3,2477476.6100000003,825825.5366666667,0.297
20200,0,Medium Value,-277,4,2457800.0,614450.0,1.0
20300,1,Low Value,719,3,19847936.863820992,6615978.954606998,0.297
20350,0,Medium Value,-308,1,263810250.0,263810250.0,0.297
20400,1,Low Value,719,1,5300000.0,5300000.0,0.297
20450,0,Medium Value,-308,6,40232400.0,6705400.0,0.297
20550,0,Medium Value,-9,15,343120200.0,22874680.0,0.297
20551,0,Medium Value,-338,1,4000000.0,4000000.0,0.297
20600,0,Medium Value,-277,6,60150000.0,10025000.0,1.0
20700,0,Medium Value,-308,5,8580000.0,1716000.0,0.297
20750,0,Medium Value,-217,14,3650550000.0,260753571.42857143,1.0
20800,1,Low Value,719,2,34196112.0,17098056.0,0.297
20850,1,Low Value,719,3,13400000.0,4466666.666666667,0.297
20950,0,Medium Value,-220,5,52722000.0,10544400.0,0.0
20951,1,Low Value,719,1,4500000.0,4500000.0,0.297
21000,1,Low Value,719,14,125730500.0,8980750.0,0.297
21001,0,Medium Value,-125,8,87245168.0,10905646.0,1.0
21003,0,Medium Value,-186,2,18125000.0,9062500.0,1.0
21050,0,Medium Value,-36,7,10486803.0,1498114.7142857143,1.0
21051,0,Medium Value,-219,22,2452455750.0,111475261.36363636,1.0
21100,1,Low Value,719,2,42070000.0,21035000.0,0.297
21102,1,Low Value,719,4,96200000.0,24050000.0,0.297
21151,0,Medium Value,-125,3,5955000.0,1985000.0,1.0
21200,1,Low Value,719,5,14859459.44,2971891.8880000003,0.297
21201,0,Medium Value,-125,2,11091000.0,5545500.0,0.297
21250,0,Medium Value,-222,60,3038133000.0,50635550.0,0.0
21300,0,Medium Value,-340,9,15990267.0,1776696.3333333333,0.0
21301,0,Medium Value,-219,5,16407000.0,3281400.0,0.0
21350,0,Medium Value,-283,10,21406916.0,2140691.6,0.297
21400,0,Medium Value,-217,4,114260000.0,28565000.0,1.0
21450,0,Medium Value,-217,4,12040000.0,3010000.0,1.0
21500,1,Low Value,719,3,16240000.0,5413333.333333333,0.297
21600,1,Low Value,719,1,9980000.0,9980000.0,0.297
21601,0,Medium Value,-310,22,111522000.0,5069181.818181818,1.0
21650,1,Low Value,719,1,4560000.0,4560000.0,0.297
21700,0,Medium Value,-253,18,303682760.59000003,16871264.477222223,0.0
21750,1,Low Value,719,4,10085590.0,2521397.5,0.297
21800,1,Low Value,719,3,2518900.0,839633.3333333334,0.297
21801,1,Low Value,719,2,6000000.0,3000000.0,0.297
21802,1,Low Value,719,3,56974000.0,18991333.33333333,0.297
21850,0,Medium Value,-316,67,2825000779.67,42164190.74134328,0.0
21851,1,Low Value,719,8,82348696.0,10293587.0,0.297
21852,0,Medium Value,-126,9,114113250.0,12679250.0,1.0
21853,1,Low Value,719,2,2210000.0,1105000.0,0.297
21854,1,Low Value,719,4,14200000.0,3550000.0,0.297
21855,0,Medium Value,-96,1,1929726.0,1929726.0,0.297
21900,0,Medium Value,-10,18,80260504.0,4458916.888888889,1.0
21901,1,Low Value,719,4,57550500.0,14387625.0,0.297
22050,0,Medium Value,-280,17,74995045.16,4411473.244705882,0.0
22100,1,Low Value,719,7,89884250.0,12840607.142857144,0.297
22150,0,Medium Value,-96,2,6240000.0,3120000.0,0.297
22200,0,Medium Value,-96,7,13726920.0,1960988.5714285716,1.0
22250,0,Medium Value,-284,14,1074856250.0,76775446.42857143,0.0
22350,0,Medium Value,-66,2,4090000.0,2045000.0,0.297
22400,0,Medium Value,-310,3,7334740.0,2444913.333333333,1.0
22401,0,Medium Value,-96,10,48553950.0,4855395.0,0.0
22450,0,Medium Value,-126,2,4673056.0,2336528.0,0.297
22500,1,Low Value,719,5,293744000.0,58748800.0,0.297
22550,0,Medium Value,-310,12,33930434.0,2827536.1666666665,0.0
22600,1,Low Value,719,1,1860000.0,1860000.0,0.297
22650,0,Medium Value,-340,8,179434403.5,22429300.4375,1.0
22750,0,Medium Value,-343,16,39665500.0,2479093.75,0.0
22800,1,Low Value,719,6,33200000.0,5533333.333333333,0.297
22851,1,Low Value,719,2,21892400.0,10946200.0,0.297
22900,1,Low Value,719,9,62403500.0,6933722.222222222,0.297
22901,1,Low Value,719,2,17100000.0,8550000.0,0.297
22950,0,Medium Value,-343,33,746901652.0,22633383.393939395,0.064
23000,0,Medium Value,-280,6,15210000.0,2535000.0,0.0
23050,1,Low Value,719,11,24720690.71428571,2247335.519480519,0.297
23150,0,Medium Value,-128,3,25400000.0,8466666.666666666,0.297
23200,0,Medium Value,-280,12,71030000.0,5919166.666666667,0.146
23201,1,Low Value,719,2,1792000.0,896000.0,0.297
23250,1,Low Value,719,1,1860000.0,1860000.0,0.297
23251,1,Low Value,719,4,29135135.04,7283783.76,0.297
23300,1,Low Value,719,2,134610000.0,67305000.0,0.297
23400,1,Low Value,719,3,7922000.0,2640666.6666666665,0.297
23450,0,Medium Value,-66,4,81700000.0,20425000.0,0.297
23500,0,Medium Value,-311,5,28371000.0,5674200.0,0.0
23550,0,Medium Value,-311,3,69930000.0,23310000.0,1.0
23650,0,Medium Value,-97,1,12702702.6,12702702.6,0.297
23700,1,Low Value,719,4,61410000.0,15352500.0,0.297
23701,0,Medium Value,-159,1,7965000.0,7965000.0,0.297
23702,0,Medium Value,-315,26,575228750.0,22124182.69230769,0.0
23750,0,Medium Value,-219,2,16568600.0,8284300.0,0.297
23751,0,Medium Value,-250,1,2016000.0,2016000.0,0.297
23800,0,Medium Value,-311,5,56132000.0,11226400.0,1.0
23850,1,Low Value,719,1,47975000.0,47975000.0,0.297
23900,0,Medium Value,-285,8,121470540.0,15183817.5,0.183
23950,1,Low Value,719,1,14000000.0,14000000.0,0.297
24001,1,Low Value,719,2,400000.0,200000.0,0.297
24051,0,Medium Value,-43,9,22713000.0,2523666.6666666665,1.0
24100,0,Medium Value,-282,33,41429112.0,1255427.6363636365,0.0
24150,1,Low Value,719,1,3000000.0,3000000.0,0.297
24200,1,Low Value,719,2,1902000.0,951000.0,0.297
24250,1,Low Value,719,5,54386000.0,10877200.0,0.297
24302,0,Medium Value,-99,2,13500000.0,6750000.0,0.297
24350,1,Low Value,719,1,878000.0,878000.0,0.297
24351,1,Low Value,719,2,19530000.0,9765000.0,0.297
24353,0,Medium Value,-189,4,45478450.0,11369612.5,1.0
24354,1,Low Value,719,5,95750000.0,19150000.0,0.297
24400,1,Low Value,719,1,1500000.0,1500000.0,0.297
24450,0,Medium Value,-285,14,154837584.94444445,11059827.496031746,1.0
24451,0,Medium Value,-312,1,3000000.0,3000000.0,0.297
24550,0,Medium Value,-189,1,507000.0,507000.0,0.297
24600,0,Medium Value,-220,2,27200000.0,13600000.0,1.0
24700,0,Medium Value,-192,4,6331200.0,1582800.0,1.0
24750,0,Medium Value,-342,1,870000.0,870000.0,0.297
24800,0,Medium Value,-189,1,51000000.0,51000000.0,0.297
24850,0,Medium Value,-283,6,23010000.0,3835000.0,1.0
24851,1,Low Value,719,9,16320000.0,1813333.3333333333,0.297
24900,1,Low Value,719,2,3386743.409380531,1693371.7046902657,0.297
24950,0,Medium Value,-315,4,8284000.0,2071000.0,1.0
25050,1,Low Value,719,1,1254000.0,1254000.0,0.297
25100,0,Medium Value,-9,2,17500000.0,8750000.0,1.0
25150,0,Medium Value,-69,4,27401000.0,6850250.0,0.928
25151,1,Low Value,719,2,2630000.0,1315000.0,0.297
25152,1,Low Value,719,1,7932000.0,7932000.0,0.297
25153,1,Low Value,719,4,82418000.0,20604500.0,0.297
25200,1,Low Value,719,2,3900000.0,1950000.0,0.297
25201,1,Low Value,719,5,32426000.0,6485200.0,0.297
25250,0,Medium Value,-132,9,34338852.472244896,3815428.052471655,0.297
25251,0,Medium Value,-99,1,36486495.0,36486495.0,0.297
25300,1,Low Value,719,1,3800000.0,3800000.0,0.297
25301,0,Medium Value,-252,6,12293000.0,2048833.3333333333,0.0
25302,0,Medium Value,-68,3,8900000.0,2966666.6666666665,1.0
25350,0,Medium Value,-221,2,5161578.0,2580789.0,1.0
25400,0,Medium Value,-68,1,936936.94,936936.94,0.297
25451,0,Medium Value,-313,10,113359558.0,11335955.8,0.0
25500,0,Medium Value,-252,2,2190000.0,1095000.0,1.0
25550,0,Medium Value,-221,2,19700000.0,9850000.0,1.0
25600,0,Medium Value,-282,2,7027800.0,3513900.0,1.0
25650,0,Medium Value,-282,3,28730000.0,9576666.666666666,0.297
25700,1,Low Value,719,3,4144000.0,1381333.3333333333,0.297
25750,0,Medium Value,-313,5,264370000.0,52874000.0,1.0
25800,1,Low Value,719,2,25840000.0,12920000.0,0.297
25801,0,Medium Value,-343,1,7250000.0,7250000.0,0.297
25802,1,Low Value,719,1,4695000.0,4695000.0,0.297
25852,0,Medium Value,-162,9,427624625.0,47513847.222222224,1.0
25900,1,Low Value,719,3,3159000.0,1053000.0,0.297
25950,0,Medium Value,-345,18,106385000.0,5910277.777777778,0.0
25951,1,Low Value,719,13,263950000.0,20303846.153846152,0.297
25952,1,Low Value,719,1,1900000.0,1900000.0,0.297
26050,0,Medium Value,-41,6,12540000.0,2090000.0,0.297
26101,1,Low Value,719,5,15884000.0,3176800.0,0.297
26150,1,Low Value,719,1,227928.0,227928.0,0.297
26152,1,Low Value,719,10,14431700.0,1443170.0,0.297
26200,1,Low Value,719,1,23125000.0,23125000.0,0.297
26201,0,Medium Value,-222,1,7850000.0,7850000.0,0.297
26250,1,Low Value,719,2,4657000.0,2328500.0,0.297
26300,1,Low Value,719,3,88136216.0,29378738.666666668,0.297
26400,1,Low Value,719,2,1042000.0,521000.0,0.297
26450,0,Medium Value,-43,6,67315000.0,11219166.666666666,1.0
26500,0,Medium Value,-224,5,16686000.0,3337200.0,0.0
26501,0,Medium Value,-222,2,894000.0,447000.0,1.0
26550,1,Low Value,719,1,1200000.0,1200000.0,0.297
26551,0,Medium Value,-132,1,140000000.0,140000000.0,0.297
26600,0,Medium Value,-10,3,9998000.0,3332666.6666666665,1.0
26601,0,Medium Value,-41,1,2400000.0,2400000.0,0.297
26650,1,Low Value,719,3,6178000.0,2059333.3333333333,0.297
26651,0,Medium Value,-222,2,2716000.0,1358000.0,0.297
26700,0,Medium Value,-69,4,36827456.0,9206864.0,1.0
26750,0,Medium Value,-161,2,22620000.0,11310000.0,1.0
26751,0,Medium Value,-253,3,13720000.0,4573333.333333333,1.0
26752,0,Medium Value,-284,6,94578000.0,15763000.0,1.0
26753,1,Low Value,719,2,16380000.0,8190000.0,0.297
26800,0,Medium Value,-69,1,560000.0,560000.0,0.297
26801,0,Medium Value,-101,3,21175000.0,7058333.333333333,0.297
26850,0,Medium Value,-191,10,39304577.36,3930457.736,1.0
26900,0,Medium Value,-283,1,5600000.0,5600000.0,0.297
26901,1,Low Value,719,2,1103603.6,551801.8,0.297
26902,0,Medium Value,-283,11,40838000.0,3712545.454545455,1.0
26903,0,Medium Value,-345,2,29800000.0,14900000.0,0.297
27000,1,Low Value,719,1,1750000.0,1750000.0,0.297
27100,1,Low Value,719,2,9256800.0,4628400.0,0.297
27150,1,Low Value,719,2,13326012.0,6663006.0,0.297
27151,1,Low Value,719,1,3640000.0,3640000.0,0.297
27152,0,Medium Value,-315,2,3330000.0,1665000.0,1.0
27200,1,Low Value,719,1,700000.0,700000.0,0.297
27201,1,Low Value,719,1,21380000.0,21380000.0,0.297
27202,1,Low Value,719,1,7700000.0,7700000.0,0.297
27300,1,Low Value,719,8,31750000.0,3968750.0,0.297
27301,1,Low Value,719,3,9120000.0,3040000.0,0.297
27350,1,Low Value,719,1,1500000.0,1500000.0,0.297
27400,1,Low Value,719,1,3230000.0,3230000.0,0.297
27450,1,Low Value,719,3,13125900.0,4375300.0,0.297
27500,0,Medium Value,-345,5,179949000.0,35989800.0,1.0
27550,1,Low Value,719,2,4540000.0,2270000.0,0.297
27600,0,Medium Value,-12,2,780000.0,390000.0,1.0
27650,0,Medium Value,-192,10,64345000.0,6434500.0,1.0
27700,1,Low Value,719,3,5600000.0,1866666.6666666667,0.297
27750,0,Medium Value,-131,2,2184000.0,1092000.0,1.0
27800,0,Medium Value,-70,6,78168000.0,13028000.0,1.0
27850,0,Medium Value,-284,10,26030700.0,2603070.0,0.0
27950,0,Medium Value,-316,6,26016400.0,4336066.666666667,0.0
28000,0,Medium Value,-131,5,94870000.0,18974000.0,1.0
28050,0,Medium Value,-162,6,1039314000.0,173219000.0,1.0
28100,0,Medium Value,-192,2,2699000.0,1349500.0,0.297
28150,0,Medium Value,-162,1,800000.0,800000.0,0.297
28151,0,Medium Value,-285,1,10200000.0,10200000.0,0.297
28200,0,Medium Value,-102,2,46815000.0,23407500.0,1.0
28202,0,Medium Value,-224,1,13500000.0,13500000.0,0.297
28203,0,Medium Value,-192,2,7298000.0,3649000.0,1.0
28250,0,Medium Value,-162,2,21982140.0,10991070.0,1.0
28350,0,Medium Value,-284,2,6214000.0,3107000.0,1.0
28400,1,Low Value,719,1,6200000.0,6200000.0,0.297
28450,0,Medium Value,-315,1,11200000.0,11200000.0,0.297
28500,1,Low Value,719,6,53142000.0,8857000.0,0.297
28550,0,Medium Value,-345,4,8570000.0,2142500.0,1.0
28600,1,Low Value,719,2,17240000.0,8620000.0,0.297
28650,1,Low Value,719,1,5797000.0,5797000.0,0.297
28651,1,Low Value,719,1,6211000.0,6211000.0,0.297
28700,1,Low Value,719,2,12988000.0,6494000.0,0.297
28750,2,High Value,719,2,9509838100.0,4754919050.0,0.297
28751,1,Low Value,719,1,470000.0,470000.0,0.297
28752,1,Low Value,719,3,25150000.0,8383333.333333333,0.297
28753,0,Medium Value,-102,1,23239680.0,23239680.0,0.297
28801,1,Low Value,719,2,17100000.0,8550000.0,0.297
28802,1,Low Value,719,2,1895000.0,947500.0,0.297
28850,1,Low Value,719,2,7224000.0,3612000.0,0.297
28900,1,Low Value,719,1,1568000.0,1568000.0,0.297
28950,1,Low Value,719,2,14150000.0,7075000.0,0.297
29000,1,Low Value,719,1,177500.0,177500.0,0.297
29050,1,Low Value,719,2,3407300.0,1703650.0,0.297
29100,0,Medium Value,-102,18,5948604500.0,330478027.7777778,1.0
29150,1,Low Value,719,3,5180400.0,1726800.0,0.297
29200,1,Low Value,719,2,2755000.0,1377500.0,0.297
29250,1,Low Value,719,1,2931000.0,2931000.0,0.297
29300,1,Low Value,719,3,58565000.0,19521666.666666668,0.297
29351,1,Low Value,719,1,5980000.0,5980000.0,0.297
29400,1,Low Value,719,1,2784000.0,2784000.0,0.297
29450,0,Medium Value,-43,4,52854000.0,13213500.0,0.0
29452,0,Medium Value,-43,2,6481000.0,3240500.0,1.0
29500,0,Medium Value,-12,1,2431000.0,2431000.0,0.297
29501,0,Medium Value,-43,3,4509000.0,1503000.0,1.0
29550,0,Medium Value,-43,2,1300000.0,650000.0,1.0
29600,0,Medium Value,-102,1,280000.0,280000.0,0.297
29650,0,Medium Value,-71,1,1560000.0,1560000.0,0.297
29700,0,Medium Value,-102,3,12765408.0,4255136.0,1.0
29750,0,Medium Value,-132,1,1958040.0,1958040.0,0.297
29800,0,Medium Value,-102,2,9000000.0,4500000.0,1.0
29802,0,Medium Value,-102,1,1520000.0,1520000.0,0.297
29850,0,Medium Value,-285,1,208000000.0,208000000.0,0.297
29950,0,Medium Value,-132,1,714000.0,714000.0,0.297
